Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Spencer Schwellenbach,2000,2,2024,2025,5.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15,11,3.23,129.0,1.007,38,38,0,234.33333333333334,235,ATL
Grant Holman,2000,2,2024,2025,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,4.66,89.0,1.578,40,2,0,38.666666666666664,33,OAK
Emerson Hancock,1999,3,2023,2025,-0.7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,9,4.81,79.0,1.359,37,31,0,162.66666666666666,109,SEA
Robert Gasser,1999,2,2024,2025,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,2.67,159.0,1.129,7,7,0,33.666666666666664,21,MIL
Gerson Bautista,1995,2,2018,2019,-0.6,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,11.48,38.0,2.625,13,2,0,13.333333333333334,10,"NYM,SEA"
Shane Bieber,1995,8,2018,2025,18.5,2,6,15,0,1,0,0,0,1,0.067,0.125,0.133,0.258,-30,66,34,3.24,132.0,1.111,143,141,0,883.3333333333334,995,"CLE,TOR"
Greg Deichmann,1995,1,2021,2021,-0.4,0,14,30,0,4,0,1,0,1,0.133,0.161,0.133,0.295,-18,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Dylan Cozens,1994,2,2018,2019,-0.2,0,27,39,2,6,1,2,1,6,0.154,0.267,0.282,0.549,48,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
David Fletcher,1994,7,2018,2024,10.3,0,539,2026,250,560,16,170,29,135,0.276,0.323,0.358,0.681,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,ATL"
Matt Bowman,1991,7,2016,2025,0.4,0,175,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,8,14,4.38,96.0,1.301,231,1,2,240.66666666666666,194,"ARI,BAL,CIN,MIN,NYY,SEA,STL"
Edgar Ibarra,1989,1,2015,2015,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2.25,185.0,1.75,2,0,0,4.0,3,ANA
Andrew Bailey,1984,8,2009,2017,5.9,2,43,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,16,14,3.12,136.0,1.104,265,0,95,274.3333333333333,276,"ANA,BOS,NYY,OAK,PHI"
Jake Peavy,1981,15,2002,2016,39.2,3,278,519,48,87,3,33,0,22,0.168,0.205,0.222,0.427,17,152,126,3.63,110.0,1.196,388,377,0,2377.0,2207,"BOS,CHW,SDP,SFG"
Ray Olmedo,1981,6,2003,2012,-1.7,0,218,444,53,102,2,27,6,26,0.23,0.273,0.293,0.566,50,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CIN,TOR"
Mac Suzuki,1975,6,1996,2002,-0.1,0,28,25,1,2,0,0,0,1,0.08,0.115,0.08,0.195,-48,16,31,5.72,86.0,1.645,117,67,0,465.6666666666667,327,"COL,KCR,MIL,SEA"
Marty Janzen,1973,2,1996,1997,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,7,6.39,77.0,1.713,27,11,0,98.66666666666667,64,TOR
Dave Roberts,1972,10,1999,2008,9.1,0,832,2707,437,721,23,213,243,307,0.266,0.342,0.366,0.708,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CLE,LAD,SDP,SFG"
José Malavé,1971,2,1996,1997,-0.6,0,45,106,12,24,4,17,0,2,0.226,0.248,0.368,0.616,53,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Dilson Torres,1970,1,1995,1995,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,6.09,79.0,1.647,24,2,0,44.333333333333336,28,KCR
Rikkert Faneyte,1969,4,1993,1996,-1.1,0,80,132,10,23,0,9,1,16,0.174,0.264,0.242,0.506,38,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"SFG,TEX"
Tim Van Egmond,1969,3,1994,1996,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,9,5.96,86.0,1.555,23,17,0,99.66666666666667,60,"BOS,MIL"
Kenny Lofton,1967,17,1991,2007,68.4,6,2103,8120,1528,2428,130,781,622,945,0.299,0.372,0.423,0.794,107,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHC,CHW,CLE,HOU,LAD,NYY,PHI,PIT,SFG,TEX"
Joe Orsulak,1962,14,1983,1997,5.4,0,1494,4293,559,1173,57,405,93,318,0.273,0.324,0.374,0.698,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,FLA,NYM,PIT,WSN"
Jeff Schaefer,1960,5,1989,1994,-0.3,0,225,359,37,73,2,20,8,10,0.203,0.228,0.259,0.488,36,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,OAK,SEA"
Larry Owen,1955,6,1981,1988,-0.5,0,171,352,30,68,8,30,0,34,0.193,0.267,0.293,0.559,51,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,KCR"
Greg Erardi,1954,1,1977,1977,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6.0,71.0,2.0,5,0,0,9.0,5,SEA
Dwight Bernard,1952,4,1978,1982,-0.5,0,62,5,0,1,0,0,0,2,0.2,0.429,0.2,0.629,85,4,8,4.14,89.0,1.602,115,2,6,176.0,92,"MIL,NYM"
Tippy Martinez,1950,14,1974,1988,8.6,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,55,42,3.45,112.0,1.387,546,2,115,834.0,632,"BAL,MIN,NYY"
Jackie Brown,1943,7,1970,1977,2.6,0,80,84,4,11,0,2,0,1,0.131,0.141,0.131,0.272,-24,47,53,4.18,87.0,1.442,214,105,3,892.6666666666666,516,"CLE,TEX,WSN"
Ray Washburn,1938,10,1961,1970,7.5,0,239,361,22,38,1,24,0,20,0.105,0.153,0.141,0.295,-17,72,64,3.53,102.0,1.291,239,166,5,1210.0,700,"CIN,STL"
Johnnie Cowan,1913,7,1940,1948,-0.4,0,89,327,37,83,2,41,2,11,0.254,0.282,0.303,0.585,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,CBE,MRS"
Dutch Fehring,1912,1,1934,1934,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Peaches Davis,1905,4,1936,1939,3.0,0,117,185,10,33,0,8,0,3,0.178,0.191,0.189,0.381,6,27,33,3.87,97.0,1.411,117,58,11,542.0,123,CIN
Socks Seibold,1896,9,1915,1933,4.9,0,207,395,27,76,1,27,1,25,0.192,0.242,0.223,0.465,26,48,85,4.43,91.0,1.489,191,135,5,1063.6666666666667,296,"ATL,OAK"
John Sullivan,1894,1,1919,1919,-0.6,0,4,3,0,0,0,1,0,1,0.0,0.25,0.0,0.25,-27,0,1,4.2,78.0,2.133,4,2,0,15.0,9,CHW
George Smith,1892,8,1916,1923,1.0,0,229,349,15,34,0,13,0,12,0.097,0.127,0.106,0.233,-35,39,81,3.89,94.0,1.378,229,115,4,1143.3333333333333,263,"CIN,LAD,PHI,SFG"
Bill Foxen,1879,4,1908,1911,2.7,0,61,106,4,15,1,6,1,9,0.142,0.216,0.208,0.423,30,16,20,2.56,104.0,1.296,61,33,0,326.3333333333333,130,"CHC,PHI"
Bill Leith,1873,1,1899,1899,-0.3,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,18.0,26.0,3.0,1,0,0,2.0,1,WAS
Dupee Shaw,1859,6,1883,1888,14.9,0,236,823,79,140,1,31,1,38,0.17,0.207,0.202,0.408,31,83,121,3.1,99.0,1.195,211,207,0,1762.0,950,"BRD,DTN,PRO,WNL"
