Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
J.T. Ginn,1999,2,2024,2025,0.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,4.7,87.0,1.394,12,10,0,51.666666666666664,51,OAK
Seth Elledge,1996,2,2020,2021,-0.1,0,12,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0,4.63,90.0,1.671,23,0,0,23.333333333333332,25,STL
Chris Reed,1990,1,2015,2015,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4.5,93.0,1.75,2,0,0,4.0,1,FLA
Ariel Peña,1989,2,2015,2016,-0.1,0,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,1,5.59,73.0,1.552,7,5,0,29.0,27,MIL
Kyle Jensen,1988,1,2016,2016,0.0,0,17,31,5,6,2,7,0,2,0.194,0.265,0.452,0.716,81,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ARI
Carlos Rivero,1988,1,2014,2014,0.1,0,4,7,1,4,1,3,0,1,0.571,0.625,1.286,1.911,417,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Tony Sanchez,1988,4,2013,2017,0.1,0,52,144,14,37,4,18,0,7,0.257,0.301,0.375,0.676,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,PIT"
Toru Murata,1985,1,2015,2015,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,8.1,59.0,1.5,1,1,0,3.3333333333333335,2,CLE
Adam Rosales,1983,11,2008,2018,3.4,0,651,1621,186,367,48,179,17,135,0.226,0.291,0.365,0.656,78,0,0,9.0,55.0,1.5,2,0,0,2.0,1,"ARI,CIN,CLE,OAK,SDP,TEX"
Kensuke Tanaka,1981,1,2013,2013,0.3,0,15,30,4,8,0,2,2,4,0.267,0.353,0.267,0.62,81,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Austin Kearns,1980,12,2002,2013,13.0,0,1125,3606,522,914,121,494,33,475,0.253,0.351,0.413,0.764,102,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,CLE,FLA,NYY,WSN"
Jayson Werth,1979,15,2002,2017,29.2,1,1583,5484,883,1465,229,799,132,764,0.267,0.36,0.455,0.816,117,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,PHI,TOR,WSN"
Wilson Valdez,1978,7,2004,2012,-0.3,0,439,1142,131,270,6,107,17,69,0.236,0.281,0.313,0.594,60,1,0,0.0,0.0,0.0,1,0,0,1.0,0,"CHW,CIN,LAD,NYM,PHI,SDP,SEA"
Steve Stemle,1977,2,2005,2006,-0.3,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,8.64,54.0,1.92,11,0,0,16.666666666666668,9,KCR
Ramón Hernández,1976,15,1999,2013,22.0,1,1526,5105,580,1345,169,757,9,430,0.263,0.327,0.417,0.744,96,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CIN,COL,LAD,OAK,SDP"
Amaury García,1975,1,1999,1999,0.2,0,10,24,6,6,2,2,0,3,0.25,0.333,0.583,0.917,133,0,0,0.0,0.0,0.0,0,0,0,0.0,0,FLA
Luis Garcia,1975,1,1999,1999,-0.2,0,8,9,0,1,0,0,0,0,0.111,0.111,0.222,0.333,-17,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Brian McNichol,1974,1,1999,1999,-0.1,0,4,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,2,6.75,68.0,2.063,4,2,0,10.666666666666666,12,CHC
Todd Stottlemyre,1965,14,1988,2002,22.9,0,127,242,23,50,1,11,1,28,0.207,0.289,0.256,0.545,44,138,121,4.28,100.0,1.376,372,339,1,2191.6666666666665,1587,"ARI,OAK,STL,TEX,TOR"
Wayne Housie,1965,2,1991,1993,-0.2,0,29,24,4,5,0,1,1,2,0.208,0.269,0.292,0.561,52,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,NYM"
Gordon Dillard,1964,2,1988,1989,-0.1,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,6.43,64.0,2.0,7,1,0,7.0,4,"BAL,PHI"
Jeff Schwarz,1964,2,1993,1994,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,4.17,106.0,1.58,54,0,0,69.0,59,"ANA,CHW"
David Wells,1963,21,1987,2007,53.4,3,86,178,8,23,0,5,0,3,0.129,0.148,0.14,0.289,-22,239,157,4.13,108.0,1.266,660,489,13,3439.0,2201,"BAL,BOS,CHW,CIN,DET,LAD,NYY,SDP,TOR"
Ralph Bryant,1961,3,1985,1987,0.9,0,79,150,22,38,8,24,2,15,0.253,0.325,0.493,0.819,123,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Jim Lyttle,1946,8,1969,1976,-0.2,0,391,710,71,176,9,70,4,61,0.248,0.305,0.352,0.657,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,LAD,NYY,WSN"
Bobby Murcer,1946,17,1965,1983,32.1,5,1908,6730,972,1862,252,1043,127,862,0.277,0.357,0.445,0.802,124,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,NYY,SFG"
Dave McDonald,1943,2,1969,1971,-0.7,0,33,62,3,9,1,6,0,6,0.145,0.214,0.242,0.456,30,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,WSN"
Bob Giallombardo,1937,1,1958,1958,0.2,0,8,6,1,1,0,0,0,0,0.167,0.167,0.167,0.333,-12,1,1,3.76,112.0,1.671,6,5,0,26.333333333333332,14,LAD
Ken Boyer,1931,15,1955,1969,62.8,11,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,LAD,NYM,STL"
Tom Morgan,1930,12,1951,1963,7.5,0,443,247,21,46,5,12,0,5,0.186,0.202,0.271,0.474,29,67,47,3.61,107.0,1.309,443,61,66,1023.3333333333334,364,"ANA,DET,MIN,NYY,OAK"
Lee Griffeth,1925,1,1946,1946,0.2,0,10,1,0,0,0,0,0,1,0.0,0.5,0.0,0.5,49,0,0,2.93,123.0,1.239,10,0,0,15.333333333333334,4,OAK
José Zardón,1923,1,1945,1945,0.4,0,54,131,13,38,0,13,3,7,0.29,0.326,0.374,0.7,111,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Hal Newhouser HOF,1921,17,1939,1955,62.8,6,492,999,70,201,2,81,3,89,0.201,0.267,0.233,0.5,36,207,150,3.06,130.0,1.311,488,374,26,2993.0,1796,"CLE,DET"
Earl Rapp,1921,3,1949,1952,0.1,0,135,279,27,73,2,39,2,25,0.262,0.325,0.369,0.694,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW,DET,MIN,SFG"
Harry Taylor,1919,6,1946,1952,3.4,0,90,124,12,20,0,13,0,2,0.161,0.181,0.21,0.391,2,19,21,4.1,103.0,1.524,90,44,4,357.6666666666667,127,"BOS,LAD"
Joe Wood,1916,1,1944,1944,-0.3,0,3,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,6.52,55.0,1.655,3,1,0,9.666666666666666,5,BOS
Stan Benjamin,1914,5,1939,1945,-2.6,0,241,770,77,176,5,41,23,32,0.229,0.26,0.318,0.578,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,PHI"
Garrell Hartman,1913,1,1944,1944,-0.1,0,20,30,3,9,0,6,0,2,0.3,0.344,0.367,0.71,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PS
Lou Scoffic,1913,1,1936,1936,0.0,0,4,7,2,3,0,2,0,1,0.429,0.5,0.429,0.929,153,0,0,0.0,0.0,0.0,0,0,0,0.0,0,STL
