Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Mitch Spence,1998,2,2024,2025,1.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,15,4.62,88.0,1.367,64,31,1,226.0,189,OAK
Matt Thaiss,1995,7,2019,2025,1.8,0,305,819,92,172,23,95,7,126,0.21,0.32,0.332,0.652,81,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CHW,TBD"
Yohan Ramírez,1995,6,2020,2025,-0.5,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,11,4.77,89.0,1.379,156,0,7,194.33333333333334,208,"BAL,BOS,CHW,CLE,LAD,NYM,PIT,SEA"
Mallex Smith,1993,5,2016,2020,5.4,0,442,1480,198,378,13,114,120,134,0.255,0.325,0.361,0.686,88,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,SEA,TBD"
Joey Meneses,1992,3,2022,2024,1.1,0,286,1114,123,305,29,165,3,74,0.274,0.322,0.408,0.731,105,0,0,0.0,0.0,0.0,0,0,0,0.0,0,WSN
Jose Altuve,1990,15,2011,2025,53.7,9,1953,7803,1228,2371,252,877,324,647,0.304,0.361,0.467,0.828,128,0,0,0.0,0.0,0.0,0,0,0,0.0,0,HOU
José Álvarez,1989,10,2013,2022,4.6,0,143,4,1,0,0,0,0,3,0.0,0.429,0.0,0.429,33,22,25,3.47,120.0,1.315,447,8,4,420.6666666666667,360,"ANA,DET,PHI,SFG"
Gerardo Parra,1987,12,2009,2021,10.7,0,1519,4858,633,1335,90,532,97,318,0.275,0.322,0.403,0.725,91,0,0,inf,7.0,0.0,1,0,0,0.0,0,"ARI,BAL,COL,MIL,SFG,WSN"
Matt Langwell,1986,1,2013,2013,0.0,0,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0,5.14,79.0,1.429,13,0,0,14.0,12,"ARI,CLE"
Dustin Nippert,1981,6,2005,2010,0.7,0,43,9,0,1,0,0,0,1,0.111,0.2,0.111,0.311,-17,14,16,5.31,87.0,1.59,119,23,0,268.0,214,"ARI,TEX"
Benito Báez,1977,1,2001,2001,-0.6,0,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,13.5,33.0,3.0,8,0,0,9.333333333333334,14,FLA
Earl Snyder,1976,2,2002,2004,-0.4,0,19,59,5,12,1,4,0,6,0.203,0.277,0.288,0.565,53,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CLE"
Jim Chamblee,1975,1,2003,2003,-0.1,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Mike Kinkade,1973,6,1998,2003,0.4,0,222,429,56,110,13,48,5,34,0.256,0.35,0.399,0.749,100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,LAD,NYM"
Israel Alcántara,1973,3,2000,2002,-0.4,0,51,115,15,31,6,15,1,6,0.27,0.306,0.452,0.758,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,MIL"
Phil Clark,1968,5,1992,1996,0.7,0,264,543,62,150,17,65,4,27,0.276,0.317,0.425,0.743,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,DET,SDP"
Tom Bolton,1962,8,1987,1994,3.4,0,16,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,31,34,4.56,93.0,1.588,209,56,1,540.3333333333334,336,"BAL,BOS,CIN,DET"
Keefe Cato,1958,2,1983,1984,-0.2,0,12,4,1,2,0,1,0,0,0.5,0.5,0.5,1.0,178,1,1,6.98,56.0,1.5,12,0,1,19.333333333333332,15,CIN
Kim Seaman,1957,2,1979,1980,0.3,0,27,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,3,2,3.16,122.0,1.208,27,0,4,25.666666666666668,13,STL
Alberto Lois,1956,2,1978,1979,0.1,0,14,4,6,1,0,0,1,0,0.25,0.25,0.75,1.0,165,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
