Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Cade Smith,1999,1,2.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1.0,1.91,213.0,0.903,74,0,1,75.33333333333333,103,CLE
Tommy Edman,1995,6,17.9,0,633,2366,363,623,59,242,112,162,0.263,0.317,0.408,0.726,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,STL"
Luis Perdomo,1993,6,-0.9,0,113,99,4,13,0,6,0,2,0.131,0.155,0.232,0.388,3,23,31.0,5.12,80.0,1.498,147,61,0,468.0,345,"MIL,SDP"
Dillon Maples,1992,5,0.0,0,53,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,5.1,86.0,1.555,59,0,0,54.666666666666664,79,CHC
Oswaldo Arcia,1991,4,-1.7,0,288,983,103,231,44,131,3,76,0.235,0.298,0.422,0.72,97,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,MIN,SDP,TBD"
Ian Krol,1991,7,-0.4,0,145,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,8,6.0,4.49,92.0,1.486,243,0,1,208.66666666666666,196,"ANA,ATL,DET,WSN"
Jace Peterson,1990,11,2.6,0,887,2415,276,546,42,245,77,310,0.226,0.317,0.335,0.651,80,0,0.0,12.0,45.0,2.833,6,0,0,6.0,4,"ARI,ATL,BAL,MIL,NYY,OAK,SDP"
Buddy Boshers,1988,4,0.3,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,4.49,97.0,1.317,128,1,0,106.33333333333333,104,"ANA,MIN,TOR"
Daniel Schlereth,1986,4,0.0,0,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,6.0,4.35,98.0,1.57,94,0,1,93.0,91,"ARI,DET"
Prince Fielder,1984,12,23.8,6,1611,5821,862,1645,319,1028,18,847,0.283,0.382,0.506,0.887,134,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,MIL,TEX"
Chase Headley,1984,12,25.9,0,1436,5088,637,1337,130,596,93,574,0.263,0.343,0.399,0.742,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,SDP"
Bill Murphy,1981,2,0.2,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,4.08,116.0,1.585,18,0,0,17.666666666666668,8,"ARI,TOR"
Brandon Webb,1979,7,31.1,3,187,391,12,44,0,29,0,10,0.113,0.134,0.136,0.27,-31,87,62.0,3.27,142.0,1.239,199,198,0,1319.6666666666667,1065,ARI
Aaron Harang,1978,14,20.0,0,335,670,16,65,1,21,0,5,0.097,0.106,0.113,0.22,-41,128,143.0,4.26,97.0,1.36,387,381,0,2322.0,1842,"ATL,CIN,LAD,NYM,OAK,PHI,SDP,SEA"
Jimmy Serrano,1976,1,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2.0,4.68,103.0,1.439,10,5,0,32.666666666666664,25,KCR
Desi Wilson,1969,1,-0.5,0,41,118,10,32,2,12,0,12,0.271,0.339,0.339,0.678,84,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Glenn Sutko,1968,2,-0.1,0,11,11,0,1,0,1,0,2,0.091,0.231,0.091,0.322,-7,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Laddie Renfroe,1962,1,-0.6,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1.0,13.5,31.0,2.786,4,0,0,4.666666666666667,4,CHC
Tony Gwynn HOF,1960,20,69.2,15,2440,9288,1383,3141,135,1138,319,790,0.338,0.388,0.459,0.847,132,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,SDP
Doug Loman,1958,2,0.4,0,47,142,23,35,2,19,0,16,0.247,0.325,0.366,0.691,93,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIL
Steve Hammond,1957,1,-0.3,0,46,126,14,29,1,11,0,4,0.23,0.252,0.31,0.561,54,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,KCR
John Stuper,1957,4,1.4,0,111,134,3,15,0,8,1,9,0.112,0.168,0.127,0.295,-17,32,28.0,3.96,92.0,1.436,111,76,1,495.0,191,"CIN,STL"
George Enright,1954,1,-0.1,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Tom Chism,1954,1,-0.1,0,6,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Ron Jackson,1953,10,7.2,0,926,2986,356,774,56,342,23,213,0.259,0.314,0.386,0.7,94,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BAL,DET,MIN"
Sam Mejías,1952,6,0.5,0,334,348,51,86,4,31,8,16,0.247,0.281,0.331,0.611,69,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,"CHC,CIN,STL,WSN"
Dan Thomas,1951,2,0.8,0,54,175,24,48,6,26,1,22,0.274,0.363,0.457,0.82,134,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIL
Jerry Buchek,1942,7,-1.3,0,421,1177,96,259,22,108,5,75,0.22,0.269,0.325,0.594,67,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"NYM,STL"
Herb Hippauf,1939,1,-0.4,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,13.5,32.0,2.625,3,0,0,2.6666666666666665,1,ATL
Floyd Robinson,1936,9,17.9,0,1011,3284,458,929,67,426,42,408,0.283,0.365,0.409,0.773,118,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHW,CIN,OAK"
Joe Shipley,1935,4,-0.8,0,29,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1.0,5.93,63.0,1.886,29,1,0,44.0,23,"CHW,SFG"
Tom Yewcic,1932,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Tony Bartirome,1932,1,-1.7,0,124,355,32,78,0,16,3,26,0.22,0.273,0.265,0.538,48,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Ray Katt,1927,8,-0.1,0,417,1071,92,248,32,120,2,74,0.232,0.282,0.356,0.638,68,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"SFG,STL"
Ray Medeiros,1926,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Joe Atkins,1922,2,0.5,0,17,51,11,16,1,11,0,7,0.314,0.417,0.51,0.927,147,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CBE,NE"
Carl Lindquist,1919,2,-0.4,0,7,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,2.0,4.98,74.0,1.431,7,2,0,21.666666666666668,5,ATL
Culley Rikard,1914,3,0.4,0,153,396,64,107,4,37,1,58,0.27,0.365,0.374,0.739,97,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Mike Balas,1910,1,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,6.75,67.0,2.25,1,0,0,1.3333333333333333,0,ATL
Billy Jurges,1908,17,28.7,3,1816,6253,721,1613,43,656,36,568,0.258,0.325,0.335,0.66,82,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,SFG"
Ed Cihocki,1907,2,-1.0,0,34,98,6,14,0,9,0,7,0.143,0.2,0.225,0.425,12,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Neck Stanley,1905,16,4.4,0,178,307,19,40,0,10,0,16,0.13,0.176,0.143,0.319,-14,39,75.0,4.82,96.0,1.522,177,115,5,900.3333333333334,455,"BAG,HIL,NBY,NLG,NYC"
Comer Cox,1905,2,0.4,0,48,192,32,57,1,20,6,16,0.297,0.351,0.359,0.71,95,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BEG,CCU"
Brad Springer,1904,2,-0.1,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,4.15,122.0,2.769,3,0,0,4.333333333333333,1,"BAL,CIN"
Paul Hinson,1904,1,0.0,0,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Wally Dashiell,1902,1,-0.1,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
George Durning,1898,1,0.2,0,5,14,3,5,0,1,0,2,0.357,0.438,0.357,0.795,99,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Bill Bolden,1893,1,-0.2,0,3,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667,105,0,1.0,5.25,56.0,1.75,3,1,0,12.0,4,STL
Mickey Devine,1892,3,-0.5,0,33,53,7,12,0,4,1,3,0.226,0.268,0.302,0.57,52,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,PHI,SFG"
Tommy Clarke,1888,10,10.5,0,700,1708,169,453,6,191,42,216,0.265,0.351,0.358,0.709,108,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN"
Eddie Tiemeyer,1885,3,0.2,0,9,19,5,5,0,0,0,3,0.263,0.364,0.316,0.679,110,0,0.0,0.0,0.0,2.0,1,0,0,1.0,1,"CIN,NYY"
Buck O'Brien,1882,3,7.1,0,64,143,6,20,0,8,0,9,0.14,0.191,0.175,0.366,4,28,25.0,2.63,124.0,1.273,64,54,0,432.0,204,"BOS,CHW"
Fred Applegate,1879,1,-0.6,0,3,7,0,2,0,1,0,0,0.286,0.286,0.286,0.571,76,1,2.0,6.43,43.0,1.762,3,3,0,21.0,12,OAK
Lew Drill,1877,4,4.3,0,293,896,87,231,2,100,21,114,0.258,0.353,0.333,0.686,109,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BLA,DET,MIN"
