Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Deivi García,1999,4,2020,2024,-0.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,7,5.02,87.0,1.409,30,8,2,71.66666666666667,65,"CHW,NYY"
Bryce Elder,1999,4,2022,2025,1.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,21,22,4.65,91.0,1.386,71,70,0,385.3333333333333,308,ATL
Conner Capel,1997,3,2022,2024,0.4,0,59,133,14,37,3,14,7,17,0.278,0.359,0.398,0.758,117,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,OAK,STL"
Víctor Robles,1997,9,2017,2025,9.2,0,617,1883,257,467,35,185,103,130,0.248,0.321,0.369,0.69,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"SEA,WSN"
Connor Wong,1996,5,2021,2025,3.2,0,332,1003,132,246,23,101,17,67,0.245,0.302,0.379,0.681,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Erich Uelmen,1996,2,2022,2023,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,5.79,74.0,1.5,26,0,1,28.0,22,"CHC,PHI"
Ronnie Dawson,1995,2,2021,2022,-0.2,0,4,8,2,1,0,0,0,1,0.125,0.222,0.125,0.347,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,HOU"
Brian Anderson,1993,8,2017,2024,9.9,0,630,2227,287,559,66,273,14,237,0.251,0.336,0.403,0.738,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,FLA,MIL"
Jiman Choi,1991,8,2016,2023,4.8,0,525,1567,190,367,67,238,6,241,0.234,0.338,0.426,0.764,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,MIL,NYY,PIT,SDP,TBD"
Joe Paterson,1986,4,2011,2014,-0.4,0,72,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,6.25,65.0,1.686,73,0,1,40.333333333333336,30,ARI
Brandon Inge,1977,13,2001,2013,19.2,1,1532,5014,563,1166,152,648,45,443,0.233,0.301,0.384,0.685,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,OAK,PIT"
Dan Giese,1977,3,2007,2009,0.5,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,8,4.22,106.0,1.259,35,4,0,74.66666666666667,47,"NYY,OAK,SFG"
Chris Fussell,1976,3,1998,2000,-1.6,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,5,9,6.9,73.0,1.828,40,19,2,135.66666666666666,91,"BAL,KCR"
Josh Paul,1975,9,1999,2007,0.2,0,321,713,92,174,10,73,13,59,0.244,0.303,0.341,0.643,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CHC,CHW,TBD"
Scott McClain,1972,4,1998,2008,-0.5,0,44,78,11,15,2,8,0,9,0.192,0.284,0.295,0.579,51,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,SFG,TBD"
