Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
John Romonosky,1929,3,0.2,0,49,26,7,6,1,1,0,0,0.231,0.231,0.5,0.731,95,3,4.0,5.15,76.0,1.461,32,9,0,101.33333333333333,63,"MIN,STL"
Sammy White,1927,11,1.8,1,1043,3502,324,916,66,421,14,218,0.262,0.305,0.377,0.682,80,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BOS,PHI"
Hal Keller,1927,3,-0.3,0,25,54,4,11,1,5,0,3,0.204,0.246,0.352,0.598,60,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
George Spencer,1926,8,1.4,0,122,50,4,6,0,3,0,3,0.12,0.17,0.12,0.29,-21,16,10.0,4.05,98.0,1.329,122,9,9,251.33333333333334,82,"DET,SFG"
Mel Clark,1924,6,1.5,0,215,656,82,182,3,63,3,37,0.277,0.318,0.381,0.699,85,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,PHI"
John Simmons,1924,1,-0.9,0,62,93,12,20,0,5,0,11,0.215,0.298,0.215,0.513,39,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Ed Sanicki,1923,2,0.1,0,20,17,5,5,3,8,1,2,0.294,0.368,0.882,1.251,229,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Joe Smaza,1923,1,0.0,0,2,5,2,1,0,0,0,0,0.2,0.2,0.2,0.4,14,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Johnny Van Cuyk,1921,3,-0.1,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.23,86.0,1.452,7,0,0,10.333333333333334,3,LAD
Hugh East,1919,3,-1.6,0,23,24,4,4,1,3,0,3,0.167,0.259,0.333,0.593,69,2,6.0,5.4,66.0,1.989,19,8,0,63.333333333333336,27,SFG
Red Nonnenkamp,1911,4,-0.3,0,155,263,49,69,0,24,6,33,0.262,0.347,0.3,0.647,62,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,PIT"
Ernie Sulik,1910,1,0.4,0,122,404,69,116,6,36,4,40,0.287,0.353,0.386,0.739,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Billy Herman HOF,1909,15,57.4,10,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHC,LAD,PIT"
Dick Bass,1906,1,-0.1,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1.0,6.75,66.0,1.625,1,1,0,8.0,1,MIN
Satchel Paige HOF,1906,22,46.9,8,422,672,51,137,1,49,7,14,0.204,0.221,0.241,0.462,28,124,82.0,2.73,150.0,1.101,403,198,44,1751.6666666666667,1501,"BAL,BBB,CCU,CLE,KCM,MRS,NBY,OAK,PC"
Ted Radcliffe,1902,16,10.8,6,384,1243,160,337,17,187,16,60,0.271,0.307,0.374,0.681,89,31,23.0,3.63,123.0,1.285,89,39,10,407.0,216,"BBB,CAG,CBB,CT,DS,HG,KCM,MRS,NE,SLS"
Art Merewether,1902,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
John Jenkins,1896,1,-0.1,0,5,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Ralph Jefferson,1895,3,-0.1,0,97,359,43,94,0,42,4,24,0.262,0.312,0.312,0.624,82,0,0.0,20.25,23.0,5.25,1,0,0,1.3333333333333333,1,"ABC,CSE"
Dutch Wetzel,1893,2,-0.4,0,68,140,21,34,2,15,0,13,0.243,0.312,0.321,0.633,59,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Bert James,1886,1,0.1,0,6,21,1,6,0,0,1,4,0.286,0.4,0.286,0.686,120,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,STL
George Moriarty,1885,13,14.1,0,1075,3671,372,920,5,376,251,234,0.251,0.303,0.312,0.616,84,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CHW,DET,NYY"
George Suggs,1882,8,22.1,0,245,549,47,112,1,47,3,54,0.204,0.275,0.257,0.532,52,99,91.0,3.11,103.0,1.257,245,185,17,1652.0,588,"BLT,CIN,DET"
Happy Iott,1876,1,0.0,0,3,10,1,2,0,0,1,2,0.2,0.333,0.2,0.533,64,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Oscar Streit,1873,2,-2.0,0,10,26,1,4,0,2,0,2,0.154,0.214,0.231,0.445,23,1,7.0,5.56,65.0,1.915,10,8,0,66.33333333333333,10,"ATL,CLE"
Willard Mains,1868,3,2.3,0,45,124,17,32,1,15,2,6,0.258,0.292,0.347,0.639,76,16,17.0,3.53,116.0,1.55,42,32,1,267.6666666666667,96,"ATL,CHC,CKK,MLA"
