Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Evan Justice,1998,2,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,8.22,65.0,3.0,10,0,0,7.666666666666667,8,COL
Vinny Capra,1996,3,-0.2,0,20,32,6,5,0,1,0,4,0.156,0.25,0.219,0.469,31,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIL,PIT,TOR"
Franmil Reyes,1995,6,2.4,0,548,1881,237,468,108,285,6,172,0.249,0.31,0.464,0.775,109,0,0.0,0.0,0.0,0.0,1,0,0,1.0,1,"CHC,CLE,KCR,SDP"
Nathaniel Lowe,1995,6,11.5,0,686,2478,334,673,89,329,14,314,0.272,0.356,0.433,0.789,120,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"TBD,TEX"
Richard Lovelady,1995,5,0.4,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,12.0,4.98,88.0,1.329,108,0,3,99.33333333333333,90,"CHC,KCR,OAK,TBD"
Leyson Séptimo,1985,1,0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2.0,5.02,87.0,0.977,21,0,0,14.333333333333334,14,CHW
Alfredo Fígaro,1984,4,-1.4,0,38,15,1,3,0,2,0,0,0.2,0.2,0.2,0.4,10,5,8.0,5.04,80.0,1.426,52,9,1,114.33333333333333,83,"DET,MIL"
Luke Montz,1983,2,-0.3,0,23,49,4,8,2,8,0,6,0.163,0.25,0.347,0.597,61,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"OAK,WSN"
R.J. Swindle,1983,2,-0.6,0,7,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,12.71,35.0,2.382,9,0,0,11.333333333333334,12,"MIL,PHI"
Brandon McCarthy,1983,13,10.0,0,88,146,3,9,0,7,0,9,0.062,0.116,0.075,0.191,-46,69,75.0,4.2,99.0,1.3,255,197,0,1223.6666666666667,908,"ARI,ATL,CHW,LAD,NYY,OAK,TEX"
Jon Huber,1981,2,0.9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1.0,2.57,176.0,1.179,25,0,0,28.0,19,SEA
John Buck,1980,11,5.8,1,1090,3612,389,844,134,491,6,307,0.234,0.301,0.398,0.698,86,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,FLA,KCR,NYM,PIT,SEA,TOR"
Andy Green,1977,4,-1.3,0,140,230,33,46,2,12,2,26,0.2,0.282,0.265,0.547,41,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,NYM"
Matt Mantei,1973,10,4.3,0,275,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,8,14,18.0,4.07,110.0,1.392,315,0,93,322.6666666666667,396,"ARI,BOS,FLA"
José Jiménez,1973,7,2.3,0,295,81,8,10,0,4,0,0,0.124,0.124,0.148,0.272,-32,24,44.0,4.92,100.0,1.454,329,38,110,521.3333333333334,319,"CLE,COL,STL"
Mike Busch,1968,2,-0.3,0,51,100,11,22,7,23,0,5,0.22,0.257,0.47,0.727,93,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Chuck Knoblauch,1968,12,44.6,4,1632,6366,1132,1839,98,615,407,804,0.289,0.378,0.406,0.783,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,MIN,NYY"
Jeff Shaw,1966,12,13.7,2,569,38,4,3,0,0,0,4,0.079,0.167,0.079,0.246,-33,34,54.0,3.54,119.0,1.244,633,19,203,848.0,545,"CHW,CIN,CLE,LAD,WSN"
Dave Burba,1966,15,16.5,0,325,194,10,26,3,12,0,10,0.134,0.185,0.186,0.37,-1,115,87.0,4.49,99.0,1.428,511,234,3,1777.6666666666667,1398,"CIN,CLE,MIL,SEA,SFG,TEX"
Glenn Hoffman,1958,9,0.3,0,766,2163,247,524,23,210,5,136,0.242,0.292,0.332,0.623,68,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BOS,LAD"
Tim Teufel,1958,11,15.3,0,1073,3112,415,789,86,379,23,387,0.254,0.336,0.404,0.74,104,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,NYM,SDP"
Dan Gladden,1957,11,15.5,0,1196,4501,663,1215,74,446,222,337,0.27,0.324,0.382,0.707,95,0,0.0,4.5,125.0,1.5,2,0,0,2.0,0,"DET,MIN,SFG"
Len Barker,1955,11,12.7,1,47,63,3,3,0,1,0,6,0.048,0.13,0.064,0.194,-45,74,76.0,4.34,93.0,1.361,248,194,5,1323.6666666666667,975,"ATL,CLE,MIL,TEX"
Jerry Dybzinski,1955,6,2.0,0,468,909,108,213,3,93,32,70,0.234,0.293,0.29,0.584,61,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CLE,PIT"
Tim Nordbrook,1949,6,-0.2,0,129,169,27,30,0,3,4,25,0.178,0.286,0.195,0.481,39,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BAL,CHW,MIL,TOR"
Tommy Moore,1948,4,-0.7,0,19,5,3,2,0,0,0,0,0.4,0.4,0.4,0.8,127,2,4.0,5.4,73.0,1.687,42,3,0,88.33333333333333,40,"NYM,SEA,STL,TEX"
Bob Gallagher,1947,4,-1.1,0,213,255,34,56,2,13,1,16,0.22,0.266,0.275,0.541,53,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,HOU,NYM"
Rick Kester,1946,3,-0.6,0,21,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,5.98,69.0,1.746,21,0,0,40.666666666666664,31,ATL
Chuck Goggin,1945,3,0.0,0,72,99,19,29,0,7,0,10,0.293,0.355,0.343,0.698,90,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BOS,PIT"
Bill Melton,1945,10,18.7,1,1144,3971,496,1004,160,591,23,479,0.253,0.337,0.419,0.756,112,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CHW,CLE"
Bob Lipski,1938,1,0.0,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
George Smith,1937,4,-1.2,0,217,634,64,130,9,57,9,59,0.205,0.277,0.309,0.586,62,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,DET"
Bill Kunkel,1936,3,0.3,0,89,14,2,3,0,1,0,2,0.214,0.313,0.214,0.527,48,6,6.0,4.29,93.0,1.416,89,2,4,142.66666666666666,83,"NYY,OAK"
