Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Earl Mossor,1925,1,-0.4,0,3,1,0,1,0,0,0,0,1.0,1.0,1.0,2.0,435,0,0.0,32.4,15.0,5.4,3,0,0,1.6666666666666665,1,LAD
Paul Burris,1923,4,-0.8,0,69,196,15,43,2,24,0,8,0.219,0.254,0.276,0.529,48,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Samuel Burris,1919,1,-0.4,0,5,2,0,1,0,0,0,0,0.5,0.5,0.5,1.0,199,0,2.0,12.38,35.0,2.125,5,0,0,8.0,3,BBB
Chet Hajduk,1918,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Mitch Chetkovich,1917,1,0.0,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.667,4,0,0,3.0,0,PHI
Claude Corbitt,1915,4,1.5,0,215,630,60,153,1,37,8,47,0.243,0.298,0.286,0.583,63,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,LAD"
Connie Creeden,1915,1,0.0,0,5,4,0,1,0,1,0,1,0.25,0.4,0.25,0.65,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Billy Holm,1912,3,-1.9,0,119,282,22,44,0,15,2,41,0.156,0.272,0.177,0.45,30,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC"
Ray Keating,1893,7,1.2,0,133,247,23,42,1,17,2,13,0.17,0.218,0.198,0.416,24,31,51.0,3.29,88.0,1.329,130,92,0,751.6666666666666,349,"ATL,NYY"
Nat Rogers,1893,20,7.2,0,503,1743,247,533,12,269,29,131,0.306,0.356,0.405,0.761,112,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,BR2,CAG,HBG,MRS"
Howie Shanks,1890,14,8.5,0,1665,5699,604,1440,25,620,185,415,0.253,0.308,0.337,0.644,81,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,MIN,NYY"
James Field,1890,1,-1.5,0,12,21,1,3,0,2,0,1,0.143,0.182,0.143,0.325,-8,2,3.0,7.41,52.0,1.817,11,9,0,58.333333333333336,26,SLS
Walt Leverenz,1888,3,1.5,0,65,102,3,18,0,1,1,3,0.177,0.2,0.186,0.386,16,8,31.0,3.15,91.0,1.353,62,44,1,323.0,131,BAL
Al Handiboe,1887,1,-0.2,0,5,15,0,1,0,0,0,2,0.067,0.177,0.067,0.243,-33,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Larry Pape,1885,3,3.9,0,51,102,6,20,0,6,0,3,0.196,0.219,0.226,0.445,27,13,9.0,2.81,112.0,1.339,51,24,3,282.3333333333333,84,BOS
Dick Carroll,1884,1,-0.3,0,2,2,0,1,0,0,0,0,0.5,0.5,0.5,1.0,216,0,0.0,3.6,79.0,1.6,2,1,0,5.0,1,NYY
Johnny Evers HOF,1881,18,47.7,0,1784,6137,919,1659,12,536,324,778,0.27,0.356,0.334,0.69,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHC,CHW,PHI"
Pete Lister,1881,1,0.0,0,22,65,5,18,0,4,2,3,0.277,0.319,0.308,0.627,99,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Wally Clement,1881,2,0.4,0,111,379,35,96,0,18,13,18,0.253,0.287,0.303,0.591,86,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,PHI"
Hugh Hill,1879,2,0.0,0,24,94,13,21,3,4,3,2,0.223,0.24,0.362,0.601,88,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,STL"
Irv Young,1877,6,8.7,0,209,475,21,60,0,18,2,11,0.126,0.148,0.156,0.304,-6,63,95.0,3.11,88.0,1.211,209,161,4,1384.6666666666667,560,"ATL,CHW,PIT"
Fred Wood,1861,2,-1.1,0,13,46,4,3,0,1,0,3,0.065,0.122,0.065,0.188,-37,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BUF,DTN"
Perry Werden,1861,7,18.7,0,695,2746,444,774,26,439,151,282,0.282,0.359,0.413,0.772,118,12,1.0,1.97,153.0,0.955,16,16,0,141.33333333333334,51,"BLO,LOU,SLM,STL,TLM,WNL"
John Irwin,1861,8,1.9,0,322,1269,222,312,3,93,56,102,0.246,0.308,0.326,0.634,92,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BFB,BRD,BRS,LOU,PHA,WNL,WOR"
