Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Max Kranick,1997,2,-0.1,0,8,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,3.0,5.56,77.0,1.649,11,9,0,43.666666666666664,36,PIT
Henry Owens,1992,2,0.1,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,4,6.0,5.19,84.0,1.518,16,16,0,85.0,71,BOS
Taylor Williams,1991,5,-1.3,0,80,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,8,3,5.0,5.29,81.0,1.561,97,0,6,98.66666666666667,105,"FLA,MIL,SDP,SEA"
Diego Moreno,1987,2,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,5.06,85.0,1.25,9,0,0,16.0,14,"NYY,TBD"
Rob Wooten,1985,3,-0.3,0,67,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,4,5.0,5.03,77.0,1.412,71,0,0,68.0,53,MIL
Wei-Yin Chen,1985,8,8.3,0,102,103,2,7,0,2,0,0,0.068,0.068,0.078,0.146,-60,59,51.0,4.18,97.0,1.277,219,170,0,1064.6666666666667,846,"BAL,FLA"
CC Sabathia HOF,1980,19,62.3,6,48,121,7,25,3,15,0,2,0.207,0.22,0.306,0.525,38,251,161.0,3.74,116.0,1.259,561,560,0,3577.3333333333335,3093,"CLE,MIL,NYY"
Kyuji Fujikawa,1980,3,-0.4,0,26,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,5.74,70.0,1.463,29,0,2,26.666666666666668,32,"CHC,TEX"
Willie Eyre,1978,4,0.4,0,5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,7,8.0,4.95,92.0,1.515,111,2,1,163.66666666666666,86,"BAL,MIN,TEX"
Luis Saturria,1976,2,-0.1,0,25,10,1,1,0,1,1,1,0.1,0.182,0.2,0.382,-2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,STL
Geoff Jenkins,1974,11,21.9,1,1349,4700,688,1293,221,733,32,418,0.275,0.344,0.49,0.834,114,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIL,PHI"
Brett Hinchliffe,1974,3,-1.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,5.0,10.22,49.0,2.155,14,5,0,34.333333333333336,16,"ANA,NYM,SEA"
Brian Buchanan,1973,5,0.4,0,346,767,105,198,32,103,9,73,0.258,0.328,0.439,0.767,102,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,NYM,SDP"
Kimera Bartee,1972,6,0.5,0,243,416,69,90,4,33,36,36,0.216,0.282,0.298,0.58,49,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,COL,DET"
Denny Harriger,1969,1,-0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3.0,6.75,72.0,2.083,4,2,0,12.0,3,DET
Lance Painter,1967,10,1.9,0,261,65,6,10,0,5,0,2,0.154,0.174,0.215,0.389,-5,25,18.0,5.24,92.0,1.498,314,28,3,450.0,331,"COL,MIL,STL,TOR"
Mike Bordick,1965,14,26.8,1,1720,5770,676,1500,91,626,96,500,0.26,0.323,0.362,0.685,83,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,NYM,OAK,TOR"
Rich Barnes,1959,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3.0,5.65,75.0,1.849,10,4,1,28.666666666666668,8,"CHW,CLE"
Mark Williamson,1959,8,6.6,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,46,35.0,3.86,108.0,1.344,365,15,21,689.6666666666666,397,BAL
Dave Henderson,1958,14,27.6,1,1538,5130,710,1324,197,708,50,465,0.258,0.32,0.436,0.756,108,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,KCR,OAK,SEA,SFG"
Mark Lemongello,1955,4,2.6,0,72,141,5,17,0,4,0,5,0.121,0.157,0.142,0.298,-14,22,38.0,4.06,88.0,1.346,89,74,1,537.0,209,"HOU,TOR"
Mike Cubbage,1950,8,6.4,0,703,1951,218,503,34,251,6,215,0.258,0.33,0.369,0.699,94,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,NYM,TEX"
Al Hrabosky,1949,13,10.3,0,430,56,4,8,0,6,0,4,0.143,0.213,0.179,0.392,9,64,35.0,3.1,122.0,1.294,545,1,97,722.0,548,"ATL,KCR,STL"
Jim Manning,1943,1,-0.5,0,5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,5.14,84.0,2.143,5,1,0,7.0,3,MIN
Mike Hegan,1942,12,8.3,1,966,2080,281,504,53,229,28,311,0.242,0.341,0.371,0.712,104,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIL,NYY,OAK"
Nelson Mathews,1941,6,-0.7,0,306,978,93,218,22,98,8,88,0.223,0.288,0.359,0.647,78,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,OAK"
Gary Waslewski,1941,6,2.4,0,157,88,1,4,0,3,0,3,0.046,0.077,0.057,0.134,-61,11,26.0,3.44,101.0,1.377,152,42,5,410.3333333333333,229,"BOS,NYY,OAK,STL,WSN"
Denis Menke,1940,13,28.0,2,1598,5071,605,1270,101,606,34,698,0.25,0.343,0.37,0.713,103,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CIN,HOU"
John Bateman,1940,10,0.9,0,1017,3330,250,765,81,375,10,172,0.23,0.271,0.351,0.621,77,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"HOU,PHI,WSN"
Moe Drabowsky,1935,17,19.7,0,591,420,24,68,3,29,0,13,0.162,0.189,0.207,0.396,9,88,105.0,3.71,101.0,1.306,589,154,54,1641.0,1162,"ATL,BAL,CHC,CHW,CIN,KCR,OAK,STL"
Danny Morejón,1930,1,0.0,0,12,26,4,5,0,1,1,9,0.192,0.4,0.192,0.592,60,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Jerry Snyder,1929,7,-0.2,0,266,630,60,145,3,47,7,46,0.23,0.283,0.279,0.562,55,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Dick Smith,1926,5,-0.8,0,70,186,17,25,0,11,0,30,0.134,0.255,0.167,0.421,15,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
