Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Lawrence Butler,2000,3,2023,2025,4.6,0,260,902,128,226,39,107,34,80,0.251,0.311,0.447,0.758,113,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Jonny DeLuca,1998,3,2023,2025,1.3,0,140,397,38,93,8,38,21,29,0.234,0.293,0.353,0.646,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,TBD"
Sergio Alcántara,1996,4,2020,2025,-0.1,0,193,450,58,93,12,47,4,44,0.207,0.278,0.34,0.618,71,0,0,0.0,0.0,0.0,1,0,0,0.3333333333333333,0,"ARI,CHC,DET,SDP,SFG"
Taylor Walls,1996,5,2021,2025,9.7,0,462,1307,175,252,21,127,63,174,0.193,0.287,0.293,0.58,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TBD
Phil Bickford,1995,5,2020,2024,0.3,0,58,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667,79,11,8,4.62,91.0,1.243,187,0,2,189.0,210,"LAD,MIL,NYM,NYY"
Josh Rogers,1994,5,2018,2024,0.1,0,6,12,0,0,0,0,0,1,0.0,0.077,0.0,0.077,-76,7,7,5.55,77.0,1.465,36,12,0,99.0,48,"BAL,COL,WSN"
Jalen Beeks,1993,7,2018,2025,1.2,0,7,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,25,16,4.4,97.0,1.392,244,19,16,388.6666666666667,368,"ARI,BOS,COL,PIT,TBD"
David Hess,1993,4,2018,2021,-1.8,0,18,9,2,0,0,0,0,1,0.0,0.1,0.0,0.1,-69,6,22,6.25,72.0,1.531,62,34,0,210.33333333333334,161,"BAL,FLA,TBD"
Chad Sobotka,1993,3,2018,2020,-0.1,0,44,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667,75,1,0,5.36,84.0,1.468,50,0,0,47.0,61,ATL
John Lamb,1990,3,2015,2018,-1.8,0,22,36,0,2,0,1,0,1,0.056,0.081,0.083,0.164,-55,2,13,6.25,67.0,1.627,27,27,0,129.66666666666666,127,"ANA,CIN"
Scott Alexander,1989,11,2015,2025,5.6,0,116,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,21,16,3.36,126.0,1.318,349,13,10,327.0,240,"COL,KCR,LAD,OAK,SFG"
Will Smith,1989,12,2012,2024,5.2,1,371,1,0,1,0,2,0,0,1.0,1.0,1.0,2.0,439,33,45,3.85,107.0,1.239,618,17,114,652.3333333333334,748,"ATL,HOU,KCR,MIL,SFG,TEX"
Ryan Wheeler,1988,3,2012,2014,-1.1,0,109,206,18,48,3,30,1,15,0.233,0.28,0.335,0.615,63,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,COL"
Gregory Infante,1987,3,2010,2018,1.0,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,3.56,122.0,1.332,67,0,0,68.33333333333333,60,CHW
Johnny Giavotella,1987,7,2011,2017,0.8,0,360,1246,148,318,14,125,15,65,0.255,0.294,0.359,0.653,81,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BAL,KCR"
Jermaine Curtis,1987,1,2013,2013,0.0,0,5,3,0,0,0,0,0,1,0.0,0.4,0.0,0.4,23,0,0,0.0,0.0,0.0,0,0,0,0.0,0,STL
ByungHo Park,1986,1,2016,2016,-0.2,0,62,215,28,41,12,24,1,21,0.191,0.275,0.409,0.684,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Jesse Foppert,1980,3,2003,2005,-0.5,0,22,37,3,3,0,1,0,0,0.081,0.105,0.162,0.267,-31,8,9,5.0,85.0,1.61,27,23,0,122.33333333333333,109,SFG
Tyrell Godwin,1979,1,2005,2005,-0.1,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,WSN
Sam Marsonek,1978,1,2004,2004,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.5,1,0,0,1.3333333333333333,0,NYY
Marty Cordova,1969,9,1995,2003,7.7,0,952,3419,480,938,122,540,57,329,0.274,0.344,0.448,0.792,104,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CLE,MIN,TOR"
Lee Stevens,1967,10,1990,2002,2.0,0,1012,3332,440,847,144,531,9,345,0.254,0.323,0.448,0.772,98,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CLE,TEX,WSN"
Buddy Groom,1965,14,1992,2005,6.8,0,69,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,31,32,4.64,98.0,1.477,786,15,27,734.6666666666666,494,"ARI,BAL,DET,FLA,NYY,OAK"
Vance McHenry,1956,2,1981,1982,-0.4,0,18,19,3,4,0,2,0,1,0.211,0.25,0.211,0.461,32,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SEA
Andre Dawson HOF,1954,21,1976,1996,64.9,8,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,FLA,WSN"
Bob Bailor,1951,11,1975,1985,8.9,0,954,2937,339,775,9,222,90,187,0.264,0.31,0.325,0.636,77,0,0,7.71,65.0,2.143,3,0,0,2.3333333333333335,0,"BAL,LAD,NYM,TOR"
Rich Hand,1948,4,1970,1973,3.8,0,81,109,5,16,0,8,0,3,0.147,0.181,0.183,0.365,5,24,39,4.01,88.0,1.44,104,78,3,487.3333333333333,278,"ANA,CLE,TEX"
Hal McRae,1945,19,1968,1987,27.9,3,2084,7218,940,2091,191,1097,109,648,0.29,0.351,0.454,0.805,123,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,KCR"
