Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Junior Caminero,2003,3,2023,2025,0.9,0,77,304,35,75,12,37,3,19,0.247,0.292,0.421,0.713,102,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TBD
Austin Hays,1995,8,2017,2025,10.7,1,591,2077,291,549,73,261,18,131,0.264,0.316,0.44,0.756,109,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CIN,PHI"
Shohei Ohtani,1994,8,2018,2025,44.8,4,886,3224,588,908,231,576,151,447,0.282,0.371,0.573,0.944,157,38,19,3.01,142.0,1.082,86,86,0,481.6666666666667,608,"ANA,LAD"
Jorge Polanco,1993,12,2014,2025,19.1,1,970,3642,496,964,135,512,56,354,0.265,0.331,0.441,0.772,111,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,SEA"
Felipe Vazquez,1991,5,2015,2019,8.3,2,298,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,17,13,2.61,159.0,1.074,323,0,89,330.6666666666667,402,"PIT,WSN"
Nick Anderson,1990,5,2019,2024,3.4,0,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,14,7,3.18,135.0,1.093,165,0,10,158.33333333333334,202,"ATL,FLA,KCR,TBD"
Tony Cingrani,1989,7,2012,2018,2.4,0,206,52,6,10,0,2,1,1,0.192,0.208,0.212,0.419,17,12,22,4.01,99.0,1.321,216,30,17,334.6666666666667,366,"CIN,LAD"
André Rienzo,1988,3,2013,2015,-1.6,0,14,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,6,9,5.9,67.0,1.625,42,21,0,140.33333333333334,104,"CHW,FLA"
Marco Estrada,1983,12,2008,2019,12.1,1,150,135,4,19,0,7,0,7,0.141,0.183,0.17,0.354,-3,62,68,4.29,96.0,1.215,283,194,0,1251.3333333333333,1094,"MIL,OAK,TOR,WSN"
Jesse Crain,1981,10,2004,2013,11.4,1,31,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,45,30,3.05,143.0,1.231,532,0,4,532.0,440,"CHW,MIN"
