Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Enrique González,1982,6,0.0,0,30,32,3,9,0,3,0,0,0.281,0.281,0.313,0.594,50,4,8.0,5.81,80.0,1.483,55,18,0,150.33333333333334,84,"ARI,BOS,DET,SDP"
Bernie Castro,1979,2,-0.5,0,66,190,32,48,0,17,13,18,0.253,0.317,0.316,0.633,69,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,WSN"
Mike Burns,1978,3,-0.9,0,51,13,1,1,0,2,0,2,0.077,0.2,0.077,0.277,-22,3,5.0,5.82,74.0,1.524,60,8,0,103.66666666666667,75,"BOS,CIN,HOU,MIL"
Tim Hudson,1975,17,57.9,4,297,613,35,98,4,42,0,26,0.16,0.196,0.214,0.41,10,222,133.0,3.49,120.0,1.239,482,479,0,3126.6666666666665,2080,"ATL,OAK,SFG"
Mark Brandenburg,1970,3,1.4,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,8.0,4.49,112.0,1.503,97,0,0,144.33333333333334,121,"BOS,TEX"
Tim Davis,1970,4,0.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,5.0,4.62,106.0,1.63,89,6,2,122.66666666666667,91,SEA
José Hernández,1969,15,13.3,1,1587,4618,623,1166,168,603,41,384,0.253,0.312,0.418,0.729,88,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHC,CLE,COL,LAD,MIL,PHI,PIT,TEX"
Derrick May,1968,10,2.6,0,797,2200,244,596,52,310,30,156,0.271,0.319,0.398,0.717,92,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHC,HOU,MIL,PHI,WSN"
Robin Ventura,1967,16,56.1,2,2079,7064,1006,1885,294,1182,24,1075,0.267,0.362,0.444,0.806,114,0,0.0,0.0,0.0,1.0,1,0,0,1.0,0,"CHW,LAD,NYM,NYY"
Darren Hall,1964,5,2.2,0,79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,12.0,3.93,109.0,1.54,130,0,22,126.0,98,"LAD,TOR"
John Dopson,1963,8,5.4,0,30,55,0,3,0,1,0,3,0.055,0.103,0.073,0.176,-49,30,47.0,4.27,98.0,1.401,144,119,1,725.3333333333334,386,"ANA,BOS,WSN"
Victor Rodriguez,1961,2,0.2,0,17,28,6,12,0,2,0,0,0.429,0.429,0.607,1.036,185,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,MIN"
Chuck Rainey,1954,6,1.9,0,51,87,6,12,0,3,0,8,0.138,0.211,0.138,0.348,-3,43,35.0,4.5,91.0,1.531,141,106,2,669.6666666666666,300,"BOS,CHC,OAK"
Billy Smith,1953,6,2.9,0,370,1018,107,234,17,111,8,96,0.23,0.297,0.335,0.632,79,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BAL,SFG"
Pepe Frías,1948,9,-4.8,0,724,1346,132,323,1,108,12,49,0.24,0.267,0.291,0.558,52,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,LAD,TEX,WSN"
Earl Williams,1948,8,7.9,0,889,3058,361,756,138,457,2,298,0.247,0.318,0.424,0.742,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BAL,OAK,WSN"
Danny Walton,1947,9,-1.9,0,297,779,69,174,28,107,4,88,0.223,0.309,0.376,0.685,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"HOU,LAD,MIL,MIN,NYY,TEX"
Steve Stone,1947,11,17.1,1,159,219,9,22,0,7,0,11,0.101,0.147,0.11,0.257,-28,107,93.0,3.97,98.0,1.355,320,269,1,1788.3333333333333,1065,"BAL,CHC,CHW,SFG"
Billy McCool,1944,7,4.6,1,292,101,2,7,0,1,0,4,0.069,0.105,0.069,0.174,-51,32,42.0,3.59,104.0,1.395,292,20,58,528.3333333333334,471,"CIN,SDP,STL"
Juan Ríos,1942,1,-1.0,0,87,196,20,44,1,5,1,7,0.225,0.262,0.276,0.538,51,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,KCR
Earl Francis,1935,6,3.7,0,104,122,5,21,1,10,1,3,0.172,0.198,0.246,0.444,20,16,23.0,3.77,101.0,1.427,103,52,0,405.6666666666667,263,"PIT,STL"
Bob Purkey,1929,13,22.7,5,387,645,53,71,6,42,0,38,0.11,0.163,0.161,0.325,-12,129,115.0,3.79,103.0,1.267,386,276,8,2114.6666666666665,793,"CIN,PIT,STL"
Bryan Stephens,1920,2,-1.5,0,74,59,5,7,0,3,0,6,0.119,0.2,0.136,0.336,-8,8,16.0,5.16,80.0,1.519,74,17,4,214.66666666666666,69,"BAL,CLE"
Cleveland Clark,1919,4,1.5,0,131,425,66,113,2,52,7,53,0.266,0.35,0.369,0.719,101,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,NYC
Crash Davis,1919,3,-1.7,0,148,444,43,102,2,43,2,35,0.23,0.289,0.279,0.568,57,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Don Hendrickson,1913,2,-0.8,0,39,19,1,3,0,0,0,1,0.158,0.2,0.158,0.358,0,4,9.0,4.9,79.0,1.58,39,2,5,75.33333333333333,16,ATL
Gene Schott,1913,5,4.9,0,165,199,27,42,1,14,0,10,0.211,0.249,0.281,0.53,46,28,41.0,3.72,103.0,1.383,136,62,4,587.3333333333334,192,"CIN,LAD,PHI"
Ed Lagger,1912,1,-0.7,0,8,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,11.0,40.0,2.278,8,0,0,18.0,2,OAK
Julio Bonetti,1911,3,0.3,0,46,55,4,7,0,2,0,4,0.127,0.186,0.146,0.332,-15,6,14.0,6.03,81.0,1.798,46,16,1,173.0,50,"BAL,CHC"
Guy Ousley,1910,2,-0.2,0,13,42,3,7,0,5,0,6,0.167,0.271,0.167,0.438,27,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CAG,LVB,MRS"
Johnny Murphy,1908,13,15.1,3,415,298,30,46,0,20,1,29,0.154,0.232,0.198,0.43,13,93,53.0,3.5,117.0,1.367,415,40,107,1045.0,378,"BOS,NYY"
Max West,1904,2,0.1,0,12,29,5,8,0,2,0,5,0.276,0.382,0.414,0.796,107,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Columbus Ewing,1902,1,0.0,0,3,9,0,3,0,0,0,0,0.333,0.4,0.333,0.733,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,LVB
Dave Harris,1900,7,6.0,0,542,1447,243,406,32,247,28,196,0.281,0.368,0.444,0.812,112,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHW,MIN"
Anderson Pryor,1900,6,3.0,0,295,1056,172,283,12,128,41,127,0.268,0.349,0.365,0.714,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"AB2,DS,MB"
Henry Gillespie,1896,4,0.1,0,47,93,15,30,1,10,0,6,0.323,0.37,0.473,0.843,120,4,12.0,6.19,76.0,1.734,28,14,0,128.0,51,"BAG,HBG,NLG,PTG"
John Peters,1893,4,-1.3,0,112,302,22,80,7,47,1,16,0.265,0.317,0.384,0.701,77,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,DET,PHI"
Jack Farmer,1892,2,0.0,0,62,175,11,47,0,15,3,7,0.269,0.308,0.349,0.657,101,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,PIT"
Joe Conzelman,1889,3,1.1,0,54,42,1,4,0,1,0,0,0.095,0.095,0.095,0.19,-42,6,8.0,2.92,93.0,1.267,54,12,2,163.33333333333334,70,PIT
Ken Nash,1888,2,0.1,0,35,74,6,18,0,6,0,9,0.243,0.325,0.311,0.636,87,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,STL"
Warren Miller,1885,2,-0.9,0,47,85,8,16,0,1,0,4,0.188,0.225,0.188,0.413,26,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Happy Smith,1883,1,-0.3,0,35,76,6,18,0,5,4,4,0.237,0.275,0.263,0.538,59,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
George Nill,1881,5,0.7,0,296,963,116,204,3,77,36,103,0.212,0.297,0.264,0.561,81,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,MIN"
Red Booles,1880,1,-0.2,0,4,6,1,1,0,0,0,1,0.167,0.286,0.167,0.452,41,0,1.0,1.99,132.0,1.235,4,1,0,22.666666666666668,6,CLE
Ed Hug,1880,1,0.0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Fred Burchell,1879,4,0.2,0,50,109,6,24,0,7,0,0,0.22,0.22,0.229,0.45,42,13,15.0,2.93,88.0,1.26,49,28,0,285.6666666666667,124,"BOS,PHI"
Jesse Tannehill,1874,15,47.0,0,507,1414,190,361,5,142,19,105,0.255,0.31,0.337,0.648,89,197,117.0,2.8,114.0,1.186,359,321,7,2759.3333333333335,944,"BOS,CIN,MIN,NYY,PIT"
Jiggs Parrott,1871,4,-4.1,0,320,1330,175,311,6,152,62,38,0.234,0.258,0.308,0.566,47,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Art Nichols,1871,6,0.8,0,241,793,112,194,3,90,51,50,0.245,0.308,0.299,0.606,81,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,STL"
Alex Ferson,1866,3,1.3,0,49,150,10,20,0,5,2,16,0.133,0.222,0.167,0.388,11,18,25.0,4.37,89.0,1.561,48,45,0,368.3333333333333,106,"BFB,BLO,WNL"
Law Daniels,1862,2,-1.6,0,109,383,55,86,2,60,27,22,0.225,0.274,0.264,0.538,62,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BLO,KCC"
Jack Gleason,1854,6,4.4,0,343,1425,253,384,9,31,8,95,0.27,0.32,0.35,0.67,120,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"LOU,PHA,SBS,SLM,STL"
Steve Brady,1851,6,3.2,0,490,2030,313,529,4,114,22,94,0.261,0.296,0.311,0.607,97,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"HNA,NYP,WNT"
Jim Holdsworth,1850,8,3.0,0,319,1484,221,432,0,138,8,8,0.291,0.295,0.346,0.641,108,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CFC,ECK,HAR,IHO,NNA,NYU,PWS,TRT"
