Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Kyle McCann,1997,1,2024,2024,0.2,0,54,140,13,33,5,15,0,16,0.236,0.319,0.371,0.69,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Bryan Baker,1994,5,2021,2025,1.8,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,7,3.56,111.0,1.228,143,2,1,149.0,163,"BAL,TOR"
Gary Sánchez,1992,11,2015,2025,14.3,2,842,2866,405,639,184,489,6,309,0.223,0.308,0.459,0.767,106,0,0,36.0,14.0,3.0,1,0,0,1.0,0,"BAL,MIL,MIN,NYM,NYY,SDP"
Charlie Tilson,1992,3,2016,2019,-1.5,0,96,252,23,62,1,23,6,20,0.246,0.311,0.29,0.6,65,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Brett Eibner,1988,3,2016,2020,-0.8,0,87,220,24,42,8,28,0,21,0.191,0.263,0.355,0.618,66,0,0,13.5,37.0,3.3,3,0,0,3.3333333333333335,4,"FLA,KCR,LAD,OAK"
Wyatt Toregas,1982,2,2009,2011,-0.4,0,22,55,1,9,0,6,0,6,0.164,0.25,0.182,0.432,20,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,PIT"
Eric Reed,1980,2,2006,2007,-0.6,0,60,61,9,6,0,0,4,3,0.098,0.167,0.098,0.265,-28,0,0,0.0,0.0,0.0,0,0,0,0.0,0,FLA
Peter Moylan,1978,12,2006,2018,6.0,0,367,7,0,0,0,0,0,1,0.0,0.125,0.0,0.125,-63,24,10,3.1,136.0,1.314,499,0,4,418.6666666666667,324,"ATL,KCR,LAD"
Eddy Garabito,1976,1,2005,2005,0.0,0,42,88,15,27,1,8,3,8,0.307,0.384,0.398,0.782,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,COL
Mark Kotsay,1975,17,1997,2013,21.3,0,1914,6464,790,1784,127,720,98,554,0.276,0.332,0.404,0.737,96,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BOS,CHW,FLA,MIL,OAK,SDP"
Steve Sisco,1969,1,2000,2000,-0.1,0,25,27,4,5,1,2,0,3,0.185,0.267,0.296,0.563,42,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Darryl Kile,1968,12,1991,2002,20.2,3,356,657,38,87,2,40,0,43,0.132,0.19,0.177,0.367,-3,133,119,4.12,104.0,1.41,359,331,0,2165.3333333333335,1668,"COL,HOU,STL"
Chip Hale,1964,7,1989,1997,1.3,0,333,575,62,159,7,78,2,58,0.277,0.346,0.364,0.709,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,MIN"
Julio Cruz,1954,10,1977,1986,16.9,0,1156,3859,557,916,23,279,343,478,0.237,0.321,0.299,0.62,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,SEA"
Adrian Devine,1951,7,1973,1980,2.7,0,149,41,0,2,0,1,0,1,0.049,0.071,0.049,0.12,-67,26,22,4.21,96.0,1.523,217,12,31,387.3333333333333,194,"ATL,TEX"
Bob Kammeyer,1950,2,1978,1979,-0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9.14,41.0,1.708,8,0,0,21.666666666666668,11,NYY
Jay Kleven,1949,1,1976,1976,0.0,0,2,5,0,1,0,2,0,0,0.2,0.2,0.2,0.4,18,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Wayne Simpson,1948,6,1970,1977,-1.0,1,80,153,6,12,0,1,0,6,0.078,0.113,0.085,0.198,-44,36,31,4.37,86.0,1.448,122,107,0,636.0,353,"ANA,CIN,KCR,PHI"
Pedro Borbón,1946,12,1969,1980,5.2,0,593,156,14,32,0,7,1,1,0.205,0.215,0.218,0.433,21,69,39,3.52,101.0,1.314,593,4,80,1026.6666666666667,409,"ANA,CIN,SFG,STL"
Harry Taylor,1935,1,1957,1957,0.2,0,2,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,37,0,0,3.12,132.0,1.731,2,0,0,8.666666666666666,4,OAK
Andre Rodgers,1934,11,1957,1967,6.3,0,854,2521,268,628,45,245,22,290,0.249,0.328,0.365,0.694,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,PIT,SFG"
Gideon Applegate,1927,1,1945,1945,-0.1,0,3,9,0,1,0,0,0,0,0.111,0.111,0.111,0.222,-38,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NBY
John Ware,1920,1,1941,1941,-0.4,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,6.0,67.0,3.0,1,0,0,3.0,1,BBB
Glenn Crawford,1913,2,1945,1946,1.8,0,87,306,41,89,2,24,5,37,0.291,0.369,0.366,0.735,108,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PHI,STL"
Johnny Welch,1906,9,1926,1936,7.1,0,175,228,27,50,1,20,0,14,0.219,0.265,0.272,0.536,38,35,41,4.66,99.0,1.538,172,63,6,648.3333333333334,257,"BOS,CHC,PIT"
Leon Williams,1905,1,1926,1926,0.0,0,12,5,1,1,0,0,0,0,0.2,0.2,0.4,0.6,60,0,0,5.4,74.0,2.16,8,0,0,8.333333333333334,3,LAD
Eddie Woolridge,1903,1,1926,1926,-0.3,0,19,53,5,12,0,6,1,1,0.226,0.255,0.359,0.613,57,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CEL
Don Brennan,1903,5,1933,1937,0.5,0,141,110,7,17,0,6,0,6,0.155,0.205,0.173,0.378,4,21,12,4.19,94.0,1.552,141,26,19,397.0,172,"CIN,NYY,SFG"
Ray Morehart,1899,3,1924,1927,0.9,0,177,487,82,131,1,47,10,57,0.269,0.347,0.347,0.694,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,NYY"
Hal Leathers,1898,1,1920,1920,0.0,0,9,23,3,7,1,0,1,1,0.304,0.333,0.478,0.812,130,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Wyman Smith,1898,2,1923,1924,0.9,0,32,109,18,36,2,22,6,7,0.33,0.371,0.523,0.894,150,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BBS
Mike Wilson,1896,1,1921,1921,-0.1,0,5,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Gene Bedford,1896,1,1925,1925,-0.1,0,2,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Art Jahn,1895,2,1925,1928,-0.8,0,104,349,45,97,1,55,2,17,0.278,0.317,0.375,0.693,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,PHI,SFG"
Tommy Vereker,1893,1,1915,1915,-0.2,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,25.0,1.667,2,0,0,3.0,1,BLT
Chick Smith,1892,1,1913,1913,0.1,0,5,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,3.57,94.0,1.472,5,1,0,17.666666666666668,11,CIN
Howard Armstrong,1889,1,1911,1911,-0.1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,0.0,0.0,1.333,1,0,0,3.0,0,OAK
Bob Jones,1889,9,1917,1925,6.5,0,853,2990,400,791,7,310,49,208,0.265,0.314,0.337,0.651,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Dan McGarvey,1887,1,1912,1912,0.0,0,1,3,0,0,0,0,0,1,0.0,0.4,0.0,0.4,19,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Tom Doran,1880,3,1904,1906,-1.0,0,51,132,10,19,0,4,3,12,0.144,0.237,0.182,0.418,32,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,DET"
Roscoe Miller,1876,4,1901,1904,6.5,0,102,288,19,46,0,24,2,13,0.16,0.201,0.222,0.424,19,39,45,3.45,101.0,1.342,102,88,5,772.6666666666666,198,"DET,PIT,SFG"
Mike Kelley,1875,1,1899,1899,0.0,0,76,282,48,68,3,33,10,21,0.241,0.307,0.326,0.634,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LOU
Tom Stouch,1869,1,1898,1898,0.0,0,4,16,4,5,0,6,0,1,0.313,0.353,0.375,0.728,109,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LOU
John Hibbard,1864,1,1884,1884,0.0,0,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,1,2.65,120.0,1.588,2,2,0,17.0,4,CHC
John Haldeman,1855,1,1877,1877,-0.1,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LGR
Deacon White HOF,1847,20,1871,1890,45.5,0,1560,6624,1140,2067,24,988,70,308,0.312,0.347,0.393,0.74,127,0,0,7.2,56.0,2.1,2,0,1,10.0,3,"ATL,BFB,BNA,BUF,CFC,CHC,CNR,CNS,DTN,PIT"
