Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Grant McCray,2000,1,2024,2024,0.0,0,37,124,13,25,5,10,5,6,0.202,0.238,0.379,0.617,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
José Devers,1999,2,2021,2024,-0.2,0,24,45,8,11,0,5,0,3,0.244,0.3,0.311,0.611,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,FLA
Spencer Steer,1997,4,2022,2025,4.3,0,401,1468,184,356,49,206,43,171,0.243,0.329,0.411,0.74,99,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Pete Alonso,1994,7,2019,2025,22.7,4,912,3388,534,856,243,647,17,391,0.253,0.344,0.52,0.864,137,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Mark Payton,1991,3,2020,2022,-0.5,0,40,61,5,10,0,1,1,8,0.164,0.261,0.18,0.441,22,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CIN"
Brian Johnson,1990,4,2015,2019,0.9,0,6,7,2,1,0,0,0,0,0.143,0.143,0.143,0.286,-23,7,9,4.74,96.0,1.55,65,26,0,171.0,142,BOS
Yasiel Puig,1990,7,2013,2019,18.8,1,861,3015,441,834,132,415,79,297,0.277,0.348,0.475,0.823,122,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,CLE,LAD"
Steven Baron,1990,3,2015,2019,-0.4,0,13,26,0,3,0,1,0,0,0.115,0.115,0.154,0.269,-27,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PIT,SEA,STL"
Kyle Hendricks,1989,12,2014,2025,21.4,0,188,358,12,37,0,16,0,11,0.103,0.135,0.117,0.252,-31,100,87,3.75,111.0,1.186,288,282,0,1645.3333333333333,1300,"ANA,CHC"
Mike Baxter,1984,6,2010,2015,0.5,0,232,417,52,95,4,28,10,55,0.228,0.333,0.331,0.664,88,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,LAD,NYM,SDP"
Ryan Theriot,1979,8,2005,2012,6.7,0,899,3246,446,911,17,257,121,285,0.281,0.341,0.35,0.691,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,LAD,SFG,STL"
Eric Chavez,1977,17,1998,2014,38.3,0,1615,5518,816,1477,260,902,50,639,0.268,0.342,0.475,0.818,115,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,NYY,OAK"
Saúl Rivera,1977,5,2006,2010,2.1,0,235,9,2,1,0,0,0,2,0.111,0.273,0.111,0.384,7,13,15,4.29,100.0,1.511,249,0,4,279.3333333333333,192,"ARI,WSN"
Kevin Hooper,1976,2,2005,2006,0.1,0,14,8,1,1,0,0,0,1,0.125,0.222,0.125,0.347,-4,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Mike Bell,1974,1,2000,2000,0.2,0,19,27,5,6,2,4,0,4,0.222,0.323,0.444,0.767,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Brian Schmack,1973,1,2003,2003,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,3.46,128.0,1.385,11,0,0,13.0,4,DET
Carl Dale,1972,1,1999,1999,-0.4,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,20.25,24.0,3.5,4,0,0,4.0,4,MIL
Tino Martinez,1967,16,1990,2005,29.0,2,2023,7111,1009,1925,339,1271,27,780,0.271,0.344,0.471,0.815,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,SEA,STL,TBD"
Shane Mack,1963,9,1987,1998,21.7,0,923,2857,436,853,80,398,90,256,0.299,0.364,0.456,0.821,121,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,KCR,MIN,OAK,SDP"
Steve Howard,1963,1,1990,1990,-0.5,0,21,52,5,12,0,1,0,4,0.231,0.286,0.308,0.593,70,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Billy Bates,1963,2,1989,1990,-0.1,0,29,48,11,6,0,2,8,4,0.125,0.189,0.146,0.335,-5,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,MIL"
Jim Austin,1963,3,1991,1993,2.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,3.06,132.0,1.3,83,0,0,100.0,48,MIL
Ozzie Virgil,1956,11,1980,1990,9.0,2,739,2258,258,549,98,307,4,248,0.243,0.324,0.416,0.74,102,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,PHI,TOR"
Scot Thompson,1955,8,1978,1985,-5.7,0,626,1273,132,333,5,110,17,97,0.262,0.312,0.328,0.64,76,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,SFG,WSN"
Paul Dade,1951,6,1975,1980,1.2,0,439,1313,186,355,10,107,57,113,0.27,0.328,0.345,0.673,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CLE,SDP"
Rich Coggins,1950,5,1972,1976,3.4,0,342,1083,125,287,12,90,50,72,0.265,0.312,0.361,0.673,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW,NYY,WSN"
Johnny Bench HOF,1947,17,1967,1983,75.1,14,2158,7658,1091,2048,389,1376,68,891,0.267,0.342,0.476,0.817,126,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Alex Johnson,1942,13,1964,1976,10.0,1,1322,4623,550,1331,78,525,113,244,0.288,0.326,0.392,0.718,105,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CIN,CLE,DET,NYY,PHI,STL,TEX"
Rupe Toppin,1941,1,1962,1962,-0.1,0,2,1,0,1,0,0,0,0,1.0,1.0,1.0,2.0,433,0,0,13.5,37.0,3.0,2,0,0,2.0,1,OAK
Bo Belinsky,1936,8,1962,1970,0.5,0,148,206,8,27,0,6,0,14,0.131,0.186,0.136,0.322,-7,28,51,4.1,86.0,1.407,146,102,2,665.3333333333334,476,"ANA,CIN,HOU,PHI,PIT"
Don Cardwell,1935,14,1957,1970,16.8,0,416,698,44,94,15,53,2,25,0.135,0.171,0.216,0.387,6,102,138,3.92,95.0,1.262,410,301,7,2123.0,1211,"ATL,CHC,NYM,PHI,PIT"
Hal Smith,1930,10,1955,1964,4.1,0,879,2682,269,715,58,323,7,196,0.267,0.317,0.394,0.711,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CIN,HOU,OAK,PIT"
Mark Freeman,1930,2,1959,1960,-1.0,0,34,22,2,3,0,1,0,1,0.136,0.174,0.136,0.31,-13,3,3,5.56,69.0,1.374,34,9,1,87.33333333333333,55,"CHC,NYY,OAK"
Dick Donovan,1927,15,1950,1965,23.3,5,371,694,67,113,15,64,0,78,0.163,0.257,0.248,0.505,39,122,99,3.67,104.0,1.231,345,273,5,2017.3333333333333,880,"ATL,CHW,CLE,DET,TEX"
Armando Roche,1926,1,1945,1945,-0.1,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,6.0,56.0,2.0,2,0,0,6.0,0,MIN
Jorge Comellas,1916,1,1945,1945,-0.1,0,7,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,2,4.5,84.0,1.417,7,1,0,12.0,6,CHC
Johnny Gee,1915,6,1939,1946,-1.9,0,44,51,4,8,0,4,0,3,0.157,0.204,0.196,0.4,13,7,12,4.41,82.0,1.557,44,21,1,175.33333333333334,65,"PIT,SFG"
Vinnie Smith,1915,2,1941,1946,-0.4,0,16,54,5,14,0,5,0,2,0.259,0.286,0.278,0.563,59,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Russ Dedeaux,1913,2,1941,1946,-1.0,0,5,8,0,1,0,0,0,0,0.125,0.125,0.125,0.25,-29,0,2,13.5,36.0,3.4,4,2,0,10.0,5,"NBY,NE"
Denny Galehouse,1911,15,1934,1949,22.6,0,375,665,33,92,0,26,0,40,0.138,0.188,0.15,0.339,-9,109,118,3.97,105.0,1.439,375,258,13,2004.0,851,"BAL,BOS,CLE"
Don Johnson,1911,6,1943,1948,5.4,1,511,1935,219,528,8,175,26,112,0.273,0.315,0.337,0.653,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Tony Piet,1906,8,1931,1938,9.9,0,744,2585,352,717,23,312,80,247,0.277,0.35,0.378,0.728,92,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CIN,DET,PIT"
Ralph Judd,1901,3,1927,1930,0.5,0,21,18,1,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,3,0,3.32,139.0,1.38,21,0,1,62.333333333333336,23,"MIN,SFG"
Ed Morris,1899,5,1922,1931,7.5,0,140,221,21,43,1,18,0,7,0.195,0.219,0.276,0.495,30,42,45,4.19,101.0,1.476,140,78,6,674.0,256,"BOS,CHC"
Bud Davis,1895,1,1915,1915,-0.3,0,20,23,4,8,0,3,0,0,0.348,0.348,0.522,0.87,165,0,1,3.38,87.0,1.79,17,1,0,58.666666666666664,12,OAK
George Sweatt,1893,6,1922,1927,2.6,0,343,1151,184,306,9,155,29,123,0.266,0.342,0.371,0.713,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CAG,KCM"
Bobby Schang,1886,3,1914,1927,-0.6,0,82,186,14,35,0,6,3,18,0.188,0.263,0.269,0.532,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PIT,SFG,STL"
Ducky Yount,1885,1,1914,1914,-0.6,0,14,12,1,1,0,0,0,0,0.083,0.083,0.083,0.167,-53,1,1,4.14,81.0,1.524,13,1,0,41.333333333333336,19,BLT
Hobe Ferris,1874,9,1901,1909,16.4,0,1279,4797,472,1145,40,550,89,160,0.239,0.265,0.341,0.606,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS"
Joe Burke,1867,2,1890,1891,0.2,0,3,10,3,5,0,3,0,1,0.5,0.583,0.5,1.083,201,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CKK,STL"
Charles Yingling,1865,1,1894,1894,0.0,0,1,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,23,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Tom Lovett,1863,6,1885,1894,8.7,0,166,574,75,106,4,69,12,29,0.185,0.229,0.24,0.469,34,88,59,3.94,93.0,1.367,162,149,1,1305.3333333333333,439,"ATL,LAD,PHA"
Elmer White,1849,1,1871,1871,-0.2,0,15,70,13,18,0,9,0,1,0.257,0.268,0.286,0.553,60,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CFC
