Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Dalton Guthrie,1995,2,0.6,0,37,45,7,11,1,5,1,9,0.244,0.393,0.333,0.726,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Dany Jiménez,1993,4,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,9.0,3.93,101.0,1.299,86,1,13,84.66666666666667,81,"OAK,SFG"
Mitch Haniger,1990,8,14.9,1,746,2755,413,688,130,395,19,272,0.25,0.324,0.448,0.771,114,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,SEA,SFG"
Roberto Pérez,1988,10,8.1,0,516,1520,165,314,55,193,2,192,0.207,0.298,0.358,0.656,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,PIT,SFG"
Audry Pérez,1988,2,0.0,0,3,1,0,0,0,0,0,1,0.0,0.5,0.0,0.5,55,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,STL
Jordany Valdespin,1987,4,-0.5,0,214,426,52,92,15,52,15,27,0.216,0.271,0.369,0.639,78,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,NYM"
Tyler Robertson,1987,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2.0,5.54,76.0,1.385,42,0,0,26.0,28,MIN
Josh Satin,1984,4,0.7,0,116,251,28,61,3,22,1,37,0.243,0.346,0.351,0.697,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Hanley Ramírez,1983,15,38.0,3,1668,6349,1049,1834,271,917,281,660,0.289,0.361,0.486,0.847,124,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CLE,FLA,LAD"
Brad Nelson,1982,2,-0.3,0,28,28,0,2,0,0,0,3,0.071,0.161,0.143,0.304,-18,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIL
Cody Ross,1980,12,13.5,0,1073,3453,449,904,132,508,33,282,0.262,0.323,0.445,0.768,104,0,0.0,0.0,0.0,1.0,1,0,0,1.0,0,"ARI,BOS,CIN,DET,FLA,LAD,OAK,SFG"
Víctor Martínez,1978,16,32.0,5,1973,7297,914,2153,246,1178,7,730,0.295,0.36,0.455,0.815,118,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CLE,DET"
Shawn Chacón,1977,8,6.5,1,227,198,13,30,1,10,0,5,0.152,0.177,0.187,0.363,-9,45,61.0,4.99,95.0,1.509,269,134,36,922.0,619,"COL,HOU,NYY,PIT"
Jesús Colomé,1977,10,0.3,0,147,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,19,27.0,4.69,93.0,1.506,341,0,6,426.3333333333333,330,"MIL,SEA,TBD,WSN"
Brad Lidge,1976,11,7.9,2,578,7,0,2,0,2,0,0,0.286,0.286,0.429,0.714,81,26,32.0,3.54,122.0,1.291,603,1,225,603.3333333333334,799,"HOU,PHI,WSN"
Pascual Matos,1974,1,-0.2,0,6,8,0,1,0,2,0,0,0.125,0.125,0.125,0.25,-36,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Rick White,1968,12,2.4,0,382,43,1,4,0,1,0,0,0.093,0.114,0.116,0.23,-40,42,54.0,4.45,102.0,1.42,613,18,16,858.6666666666666,542,"CHW,CIN,CLE,COL,HOU,NYM,PHI,PIT,SEA,STL,TBD"
Frank Eufemia,1959,1,0.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2.0,3.79,115.0,1.249,39,0,2,61.666666666666664,30,MIN
Tim Leary,1958,13,12.0,0,133,163,9,36,1,19,1,5,0.221,0.247,0.276,0.523,49,78,105.0,4.36,90.0,1.411,292,224,1,1491.3333333333333,888,"CIN,LAD,MIL,NYM,NYY,SEA,TEX"
Bert Bradley,1956,1,-0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,6.48,62.0,2.16,6,0,0,8.333333333333334,3,OAK
Keith Comstock,1955,6,1.1,0,48,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,10,7.0,4.06,99.0,1.366,144,0,3,153.0,142,"MIN,SDP,SEA,SFG"
Jerry Manuel,1953,5,-0.6,0,96,127,14,19,3,13,1,10,0.15,0.214,0.284,0.498,41,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,SDP,WSN"
Santo Alcalá,1952,2,-1.2,0,68,71,6,8,1,4,0,2,0.113,0.137,0.169,0.306,-15,14,11.0,4.76,77.0,1.516,68,33,2,249.33333333333334,140,"CIN,WSN"
Alec Distaso,1948,1,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,3.86,113.0,1.5,2,0,0,4.666666666666667,1,CHC
Ray Lamb,1944,5,4.2,0,122,69,3,4,0,0,0,7,0.058,0.145,0.058,0.203,-41,20,23.0,3.54,104.0,1.394,154,31,4,424.0,258,"CLE,LAD"
Vic LaRose,1944,1,0.0,0,4,2,0,0,0,0,0,0,0.0,0.333,0.0,0.333,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Dave May,1943,12,13.5,1,1252,3670,462,920,96,422,60,344,0.251,0.318,0.376,0.694,98,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BAL,MIL,PIT,TEX"
Ron Allen,1943,1,-0.2,0,7,11,2,1,1,1,0,3,0.091,0.286,0.364,0.649,85,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,STL
Jerry Koosman,1942,19,53.6,2,431,915,36,109,2,46,1,33,0.119,0.151,0.141,0.292,-17,222,209.0,3.36,110.0,1.259,612,527,17,3839.3333333333335,2556,"CHW,MIN,NYM,PHI"
Ken Hubbs,1941,3,1.2,0,324,1255,148,310,14,98,11,74,0.247,0.29,0.336,0.626,70,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Tim Harkness,1937,4,1.7,0,259,562,59,132,14,61,7,58,0.235,0.315,0.356,0.671,92,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,NYM"
Elder White,1933,1,-0.3,0,23,53,4,8,0,1,3,8,0.151,0.274,0.189,0.463,25,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Al Cicotte,1929,5,0.3,0,104,71,3,15,0,2,0,0,0.211,0.222,0.239,0.462,24,10,13.0,4.36,91.0,1.535,102,16,5,260.0,149,"CLE,DET,HOU,MIN,NYY,STL"
Tony Roig,1928,3,-1.0,0,76,184,14,39,0,11,2,22,0.212,0.295,0.283,0.577,57,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Ed Blake,1925,4,0.0,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,8.31,56.0,2.192,8,0,0,8.666666666666666,1,"CIN,OAK"
Bob Marquis,1924,1,0.2,0,40,44,9,12,2,3,0,4,0.273,0.333,0.477,0.811,108,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Victoriano Sosa,1918,1,-0.1,0,4,9,0,1,0,0,0,2,0.111,0.273,0.111,0.384,13,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,HG
Lincoln Williams,1917,1,-0.4,0,15,51,4,8,0,3,0,5,0.157,0.232,0.157,0.389,15,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,NYC
Pat Ankenman,1912,3,-0.1,0,15,29,2,7,0,3,0,0,0.241,0.241,0.276,0.517,46,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,STL"
Vet Barnes,1911,2,3.8,0,27,52,12,14,1,13,0,3,0.269,0.309,0.442,0.751,109,14,5.0,2.94,147.0,1.127,26,14,2,128.66666666666666,106,KCM
