Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Hayden Wesneski,1997,4,2022,2025,1.2,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,16,4.01,104.0,1.158,74,28,0,222.0,212,"CHC,HOU"
Nick Nelson,1995,5,2020,2024,-0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,4,5.2,80.0,1.557,74,4,1,114.33333333333333,120,"NYY,PHI"
Julian Fernández,1995,2,2021,2025,-0.2,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,8.49,58.0,1.543,10,0,0,11.666666666666666,9,"COL,LAD,WSN"
Tejay Antone,1993,4,2020,2024,3.3,0,22,3,1,0,0,0,0,1,0.0,0.25,0.0,0.25,-26,2,3,2.47,196.0,1.004,45,5,3,76.66666666666667,96,CIN
Cam Vieaux,1993,1,2022,2022,-0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,10.38,41.0,2.308,8,0,0,8.666666666666666,15,PIT
Trevor Megill,1993,5,2021,2025,1.6,1,28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,13,11,3.98,104.0,1.312,196,2,51,196.66666666666666,241,"CHC,MIL,MIN"
Christian Yelich,1991,13,2013,2025,45.1,3,1616,6108,1033,1741,233,851,221,834,0.285,0.374,0.464,0.839,129,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,MIL"
Ryan Garton,1989,3,2016,2019,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,4.9,85.0,1.306,59,0,1,64.33333333333333,50,"SEA,TBD"
AJ Pollock,1987,12,2012,2023,22.1,1,1087,3787,575,1032,145,485,122,291,0.273,0.328,0.464,0.791,111,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,CHW,LAD,SEA,SFG"
Chris Rearick,1987,1,2015,2015,-0.2,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,12.0,35.0,2.667,5,0,0,3.0,4,SDP
Justin Smoak,1986,11,2010,2020,6.8,1,1286,4153,505,951,196,570,3,552,0.229,0.322,0.419,0.74,103,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIL,SEA,SFG,TEX,TOR"
Josh Lueke,1984,4,2011,2014,-1.2,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,5,6.16,62.0,1.563,72,0,0,87.66666666666667,75,"SEA,TBD"
Josh Stewart,1978,2,2003,2004,-0.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,8.1,58.0,1.89,8,7,0,33.333333333333336,18,CHW
Ken Vining,1974,1,2001,2001,-0.6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,17.55,28.0,3.3,8,0,0,6.666666666666667,3,CHW
Hanley Frias,1973,4,1997,2000,-0.4,0,173,311,53,72,4,25,6,47,0.232,0.332,0.318,0.651,66,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,TEX"
Cliff Floyd,1972,17,1993,2009,25.9,1,1621,5319,824,1479,233,865,148,601,0.278,0.358,0.482,0.84,119,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,FLA,NYM,SDP,TBD,WSN"
Mike Mahoney,1972,3,2000,2005,-0.2,0,46,100,8,18,1,10,0,6,0.18,0.241,0.26,0.501,32,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,STL"
Andy Stewart,1970,1,1997,1997,0.0,0,5,8,1,2,0,0,0,0,0.25,0.25,0.375,0.625,60,0,0,0.0,0.0,0.0,0,0,0,0.0,0,KCR
Matt Grott,1967,1,1995,1995,-0.4,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,21.6,23.0,3.6,2,0,0,1.6666666666666665,2,CIN
Scott Lewis,1965,5,1990,1994,0.9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,9,5.01,86.0,1.511,74,19,0,178.0,84,ANA
Gene Harris,1964,7,1989,1995,-1.0,0,120,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333,-7,12,18,4.71,87.0,1.593,183,7,26,241.0,170,"BAL,DET,PHI,SDP,SEA,WSN"
Sam Khalifa,1963,3,1985,1987,0.9,0,164,488,39,107,2,37,5,53,0.219,0.294,0.285,0.578,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
