Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Símon Muzziotti,1998,1,2022,2022,-0.1,0,9,7,0,1,0,0,0,0,0.143,0.25,0.143,0.393,16,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Tim Elko,1998,1,2025,2025,-0.4,0,20,62,6,9,4,8,1,5,0.145,0.209,0.355,0.564,54,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Kyle Tyler,1996,3,2021,2024,0.7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,4.31,102.0,1.5,15,7,0,48.0,33,"ANA,FLA,SDP"
Jonah Bride,1995,4,2022,2025,-0.6,0,214,594,63,131,12,57,1,71,0.221,0.311,0.313,0.624,77,0,0,15.0,30.0,2.833,4,0,0,6.0,2,"FLA,MIN,OAK"
Jordan Montgomery,1992,8,2017,2024,11.1,0,5,7,0,0,0,0,0,2,0.0,0.222,0.0,0.222,-31,46,41,4.03,106.0,1.268,166,161,1,872.0,788,"ARI,NYY,STL,TEX"
James Sherfy,1991,4,2017,2021,0.9,0,54,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,5,1,3.28,136.0,1.144,57,0,2,60.333333333333336,60,"ARI,LAD,SFG"
Stuart Turner,1991,1,2017,2017,-1.2,0,37,82,4,11,2,7,0,5,0.134,0.182,0.244,0.426,10,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Dylan Floro,1990,9,2016,2024,5.0,0,165,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,32,26,3.49,122.0,1.296,396,0,32,402.6666666666667,355,"ARI,CHC,CIN,FLA,LAD,MIN,TBD,WSN"
Brady Feigl,1990,1,2024,2024,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,32.4,16.0,4.2,1,0,0,1.6666666666666665,0,PIT
Tyler Duffey,1990,10,2015,2024,1.8,0,13,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,30,27,4.57,93.0,1.298,305,37,6,486.0,479,"CHC,KCR,MIN"
Addison Reed,1988,8,2011,2018,6.0,0,247,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,19,27,3.53,117.0,1.193,465,0,125,458.6666666666667,469,"ARI,BOS,CHW,MIN,NYM"
Rick Porcello,1988,12,2009,2020,18.8,0,24,45,1,8,0,5,0,0,0.178,0.178,0.222,0.4,6,150,125,4.4,99.0,1.316,355,351,0,2096.3333333333335,1561,"BOS,DET,NYM"
Cole Hamels,1983,15,2006,2020,59.0,4,331,688,40,116,2,34,1,19,0.169,0.195,0.206,0.401,7,163,122,3.43,123.0,1.183,423,422,0,2698.0,2560,"ATL,CHC,PHI,TEX"
Chris Gimenez,1982,10,2009,2018,0.2,0,386,927,118,202,24,89,5,115,0.218,0.307,0.344,0.652,77,0,0,13.09,40.0,1.818,11,0,0,11.0,3,"CHC,CLE,MIN,SEA,TBD,TEX"
Michael Bourn,1982,11,2006,2016,22.8,2,1361,4784,678,1272,36,361,341,445,0.266,0.329,0.357,0.687,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,ATL,BAL,CLE,HOU,PHI"
David Aardsma,1981,9,2004,2015,1.8,0,139,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,16,18,4.27,100.0,1.421,331,0,69,337.0,340,"ATL,BOS,CHC,CHW,NYM,NYY,SEA,SFG"
Jason Repko,1980,7,2005,2012,1.2,0,360,700,105,157,16,67,27,52,0.224,0.294,0.346,0.64,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,LAD,MIN"
Jeff D'Amico,1975,8,1996,2004,5.6,0,90,148,7,15,2,5,0,13,0.101,0.173,0.169,0.342,-10,45,52,4.61,97.0,1.343,139,131,0,784.0,498,"CLE,MIL,NYM,PIT"
Nate Bland,1974,1,2003,2003,-0.2,0,19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,5.75,77.0,1.672,22,0,0,20.333333333333332,18,HOU
Raúl González,1973,5,2000,2004,-0.2,0,168,348,41,81,5,33,7,34,0.233,0.301,0.33,0.632,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN,CLE,NYM"
Mike Busby,1972,4,1996,1999,-0.9,0,45,9,0,3,0,1,0,1,0.333,0.4,0.333,0.733,97,5,6,6.48,68.0,1.659,45,6,0,82.0,50,STL
Dean Palmer,1968,14,1989,2003,13.3,1,1357,4902,734,1229,275,849,48,502,0.251,0.324,0.472,0.796,107,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,KCR,TEX"
Tom Marsh,1965,3,1992,1995,-0.8,0,93,252,23,62,5,34,0,7,0.246,0.266,0.365,0.631,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Jim Leyritz,1963,11,1990,2000,7.9,0,903,2527,325,667,90,387,7,337,0.264,0.362,0.415,0.777,106,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BOS,LAD,NYY,SDP,TEX"
Gary Weiss,1955,2,1980,1981,-0.7,0,22,19,4,2,0,1,0,1,0.105,0.143,0.105,0.248,-28,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Mark Budaska,1952,2,1978,1981,-0.3,0,13,36,3,6,0,2,0,5,0.167,0.268,0.222,0.491,47,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Craig Reynolds,1952,15,1975,1989,13.1,2,1491,4466,480,1142,42,377,58,227,0.256,0.291,0.345,0.636,80,0,0,27.0,19.0,4.5,2,0,0,2.0,1,"HOU,PIT,SEA"
Chico Escárrega,1949,1,1982,1982,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,3.67,111.0,1.208,38,2,1,73.66666666666667,33,CHW
Roy White,1943,15,1965,1979,46.8,2,1881,6650,964,1803,160,758,233,934,0.271,0.36,0.404,0.764,121,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Byron Browne,1942,8,1965,1972,-0.2,0,349,869,94,205,30,102,5,101,0.236,0.318,0.405,0.723,99,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,HOU,PHI,STL"
Phil Gagliano,1941,12,1963,1974,2.2,0,702,1411,150,336,14,159,5,163,0.238,0.316,0.313,0.629,77,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,CIN,STL"
Bobby Klaus,1937,2,1964,1965,0.8,0,215,590,65,123,6,29,5,74,0.208,0.297,0.295,0.592,70,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,NYM"
Norm Larker,1930,6,1958,1963,5.5,2,667,1953,227,538,32,271,3,211,0.275,0.347,0.39,0.736,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,HOU,LAD,SFG"
Connie Johnson,1922,11,1940,1958,8.2,1,189,336,35,55,0,25,4,13,0.164,0.194,0.188,0.381,7,60,50,3.76,104.0,1.345,176,127,5,974.6666666666666,676,"BAL,CHW,KCM,PC"
