Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
William Contreras,1997,6,2020,2025,13.3,2,542,1987,304,539,74,278,22,255,0.271,0.356,0.444,0.8,121,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,MIL"
Nicholas Padilla,1996,2,2022,2023,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,5.68,85.0,2.211,4,0,0,6.333333333333333,7,"CHC,CHW"
Fernando Romero,1994,2,2018,2019,0.0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,3,4,5.17,84.0,1.565,26,11,0,69.66666666666667,63,MIN
Miguel Castro,1994,11,2015,2025,3.1,0,99,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,22,28,4.24,103.0,1.386,425,4,14,466.6666666666667,414,"ARI,BAL,CHW,COL,NYM,NYY,TOR"
James Norwood,1993,5,2018,2022,-0.5,0,24,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,2,5.48,78.0,1.872,48,0,0,44.333333333333336,46,"CHC,PHI,SDP"
A.J. Ladwig,1992,1,2022,2022,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,10.8,42.0,1.8,1,0,0,3.3333333333333335,0,FLA
Andrew Romine,1985,11,2010,2021,0.5,0,609,1262,157,294,11,86,40,86,0.233,0.288,0.3,0.587,63,0,0,12.15,43.0,2.55,8,0,0,6.666666666666667,2,"ANA,CHC,DET,SEA,TEX"
Grégor Blanco,1983,10,2008,2018,7.3,0,1060,2929,394,746,26,235,122,363,0.255,0.338,0.348,0.687,91,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,ATL,KCR,SFG"
Joe Valentine,1979,3,2003,2005,-1.0,0,41,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,4,6.7,65.0,1.818,42,1,4,45.666666666666664,39,CIN
Matt Ginter,1977,7,2000,2008,0.0,0,15,14,1,3,0,1,0,2,0.214,0.313,0.286,0.598,58,5,7,5.43,82.0,1.483,96,19,1,232.0,132,"CHW,CLE,DET,NYM"
Kevin Millwood,1974,16,1997,2012,29.8,1,241,472,22,57,4,27,0,21,0.121,0.158,0.178,0.336,-13,169,152,4.11,106.0,1.328,451,443,0,2720.3333333333335,2083,"ATL,BAL,CLE,COL,PHI,SEA,TEX"
Jamey Wright,1974,19,1996,2014,9.2,0,384,443,26,64,1,17,0,12,0.144,0.167,0.19,0.357,-11,97,130,4.81,96.0,1.545,719,248,2,2036.6666666666667,1189,"CLE,COL,KCR,LAD,MIL,SEA,SFG,STL,TBD,TEX"
Keith Luuloa,1974,1,2000,2000,0.0,0,6,18,3,6,0,0,0,1,0.333,0.368,0.333,0.702,79,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ANA
Alex Cabrera,1971,1,2000,2000,0.4,0,31,80,10,21,5,14,0,4,0.263,0.299,0.5,0.799,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ARI
Kirt Ojala,1968,3,1997,1999,0.1,0,54,33,2,4,0,3,0,3,0.121,0.194,0.152,0.346,-5,3,10,4.71,86.0,1.582,56,19,0,164.33333333333334,99,FLA
Mo Sanford,1966,3,1991,1995,0.0,0,17,16,0,0,0,0,0,1,0.0,0.059,0.0,0.059,-83,2,4,4.81,94.0,1.579,27,11,0,82.33333333333333,84,"CIN,COL,MIN"
Carlos Diaz,1964,1,1990,1990,0.0,0,9,3,1,1,0,0,0,0,0.333,0.333,0.333,0.667,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TOR
Tim Drummond,1964,3,1987,1990,0.9,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,3,5,4.29,98.0,1.518,49,4,2,113.33333333333333,63,"MIN,PIT"
John Costello,1960,4,1988,1991,0.9,0,119,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,11,6,2.97,124.0,1.3,119,0,4,157.66666666666666,104,"SDP,STL,WSN"
Víctor Cruz,1957,5,1978,1983,6.7,0,23,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,18,23,3.09,132.0,1.288,187,0,37,271.0,248,"CLE,PIT,TEX,TOR"
John D'Acquisto,1951,10,1973,1982,-1.0,0,250,181,12,23,1,12,0,18,0.127,0.213,0.171,0.384,9,34,51,4.56,80.0,1.606,266,92,15,779.6666666666666,600,"ANA,OAK,SDP,SFG,STL,WSN"
Frank Taveras,1949,11,1971,1982,1.9,0,1150,4043,503,1029,2,214,300,249,0.255,0.301,0.313,0.614,72,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYM,PIT,WSN"
Al Stanek,1943,1,1963,1963,0.0,0,11,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,4.73,70.0,1.65,11,0,0,13.333333333333334,5,SFG
Bobby Henrich,1938,3,1957,1959,-0.2,0,48,16,13,2,0,1,0,1,0.125,0.167,0.125,0.292,-22,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Larry Foster,1937,1,1963,1963,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,13.5,33.0,2.5,1,0,0,2.0,1,DET
Evelio Hernández,1930,2,1956,1957,0.7,0,18,17,0,2,0,0,0,1,0.118,0.167,0.118,0.284,-21,1,1,4.45,91.0,1.534,18,6,0,58.666666666666664,24,MIN
Chico García,1924,1,1954,1954,-0.6,0,39,62,6,7,0,5,0,8,0.113,0.211,0.177,0.389,12,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Jack Graham,1916,2,1946,1949,0.1,0,239,775,105,179,38,126,1,84,0.231,0.31,0.427,0.737,96,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,LAD,SFG"
Frank Trechock,1915,1,1937,1937,0.1,0,1,4,0,2,0,0,0,0,0.5,0.5,0.5,1.0,157,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
George Jeffcoat,1913,4,1936,1943,0.4,0,70,39,3,5,0,2,0,1,0.128,0.15,0.128,0.278,-24,7,11,4.51,90.0,1.527,70,9,3,169.66666666666666,86,"ATL,LAD"
Owen Scheetz,1913,1,1943,1943,-0.4,0,6,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,7.0,48.0,2.222,6,0,1,9.0,5,MIN
Dave Coble,1912,1,1939,1939,-0.3,0,15,25,2,7,0,0,0,0,0.28,0.28,0.32,0.6,65,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Thad Christopher,1912,7,1936,1945,-0.1,0,173,562,81,135,11,64,10,77,0.24,0.332,0.363,0.695,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BEG,CBE,HG,IC,NBY,NE"
Lloyd Johnson,1910,1,1934,1934,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1,0,0,1.0,0,PIT
Tex Burnett,1899,12,1922,1941,-0.3,0,248,767,122,198,2,79,20,76,0.258,0.327,0.305,0.633,69,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ABC,BBS,BR2,HBG,NBY,NE,NLG,PBK"
Tod Sloan,1890,3,1913,1919,0.2,0,143,402,43,94,2,33,9,41,0.234,0.319,0.294,0.612,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Ed McCreery,1889,1,1914,1914,-0.2,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0,11.25,28.0,2.25,3,1,0,4.0,4,DET
Bill Otis,1889,1,1912,1912,-0.3,0,4,17,1,1,0,2,0,3,0.059,0.2,0.059,0.259,-27,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Henry Mathewson,1886,2,1906,1907,-0.3,0,3,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,4.91,59.0,2.0,3,1,2,11.0,2,SFG
