Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Jo Adell,1999,6,2020,2025,1.0,0,448,1466,167,324,74,223,27,96,0.221,0.279,0.422,0.7,92,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ANA
Jacob Latz,1996,4,2021,2025,1.7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4,3.1,123.0,1.294,80,8,1,133.66666666666666,119,TEX
Zach Eflin,1994,10,2016,2025,12.5,0,93,167,10,21,1,6,0,1,0.126,0.136,0.162,0.298,-21,68,67,4.28,98.0,1.236,200,188,1,1073.6666666666667,922,"BAL,PHI,TBD"
Artie Lewicki,1992,3,2017,2020,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,5.16,89.0,1.777,19,4,0,52.333333333333336,41,"ARI,DET"
Jeff McNeil,1992,8,2018,2025,23.1,2,912,3210,430,916,80,364,37,258,0.285,0.352,0.431,0.783,118,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Lendy Castillo,1989,1,2012,2012,-0.4,0,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,7.88,53.0,2.25,13,0,0,16.0,13,CHC
Jeremy Hellickson,1987,10,2010,2019,11.2,0,109,175,10,25,0,14,0,11,0.143,0.201,0.171,0.372,1,76,75,4.13,97.0,1.253,232,224,0,1269.3333333333333,929,"ARI,BAL,PHI,TBD,WSN"
Yonder Alonso,1987,10,2010,2019,8.6,1,1072,3362,391,872,100,426,22,366,0.259,0.332,0.404,0.736,103,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CIN,CLE,COL,OAK,SDP,SEA"
Félix Hernández,1986,15,2005,2019,49.8,6,22,50,3,4,1,7,0,2,0.08,0.115,0.16,0.275,-24,169,136,3.42,117.0,1.206,419,418,0,2729.6666666666665,2524,SEA
Carlos Santana,1986,16,2010,2025,39.2,1,2201,7810,1107,1878,335,1134,65,1330,0.24,0.351,0.425,0.777,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CLE,KCR,MIL,MIN,PHI,PIT,SEA"
Eddie Kunz,1986,1,2008,2008,-0.2,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,13.5,35.0,2.25,4,0,0,2.6666666666666665,1,NYM
