Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Roddery Muñoz,2000,2,2024,2025,-1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7,6.6,67.0,1.58,22,17,0,87.33333333333333,76,"FLA,STL"
Walter Pennington,1998,1,2024,2024,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,3.0,137.0,1.667,16,1,0,18.0,17,"KCR,TEX"
Brandon Finnegan,1993,5,2014,2018,2.2,0,47,69,4,6,0,2,0,3,0.087,0.125,0.116,0.241,-35,16,18,4.11,103.0,1.393,67,44,0,260.6666666666667,230,"CIN,KCR"
Jacob Barnes,1990,10,2016,2025,-1.1,0,173,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,16,21,4.79,90.0,1.396,334,1,7,336.6666666666667,322,"ANA,DET,KCR,MIL,NYM,NYY,STL,TOR,WSN"
Cory Gearrin,1986,9,2011,2020,4.0,0,237,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667,79,13,12,3.61,116.0,1.313,337,2,5,304.0,283,"ATL,MIN,NYY,OAK,SEA,SFG,TEX"
Chris Leroux,1984,6,2009,2014,-1.0,0,64,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,3,6.03,67.0,1.702,65,0,0,71.66666666666667,66,"FLA,NYY,PIT"
Adam Russell,1983,4,2008,2011,0.3,0,32,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,8,3,3.95,103.0,1.546,85,0,0,86.66666666666667,67,"CHW,SDP,TBD"
Jeff Fiorentino,1983,4,2005,2009,0.7,0,58,148,23,40,1,21,4,17,0.27,0.341,0.324,0.666,77,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,OAK"
Josh Whitesell,1982,2,2008,2009,-0.5,0,53,115,8,23,2,15,0,25,0.2,0.352,0.313,0.665,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ARI
John Van Benschoten,1980,3,2004,2008,-3.5,0,25,21,3,2,1,2,0,3,0.095,0.208,0.286,0.494,28,2,13,9.2,47.0,2.144,26,19,0,90.0,65,PIT
Kyle Farnsworth,1976,16,1999,2014,6.2,0,444,54,3,4,0,3,0,2,0.074,0.121,0.093,0.213,-44,43,66,4.26,101.0,1.372,893,26,57,988.6666666666666,963,"ATL,CHC,DET,HOU,KCR,NYM,NYY,PIT,TBD"
Paul Hoover,1976,7,2001,2010,-0.4,0,40,100,10,25,0,8,0,5,0.25,0.286,0.28,0.566,51,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,PHI,TBD"
