Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Edouard Julien,1999,3,2023,2025,2.6,0,217,643,98,153,25,62,9,99,0.238,0.343,0.401,0.744,106,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Canaan Smith-Njigba,1999,2,2022,2023,-0.2,0,18,37,4,5,0,5,1,5,0.135,0.25,0.243,0.493,36,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Darius Vines,1998,2,2023,2024,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,5.82,75.0,1.382,9,4,0,34.0,23,ATL
Zac Lowther,1996,2,2021,2022,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,6.94,64.0,1.686,11,6,0,35.0,31,BAL
Michael Kopech,1996,5,2018,2024,5.8,0,5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,21,33,4.19,101.0,1.315,170,60,15,400.0,445,"CHW,LAD"
Jesús Tinoco,1995,6,2019,2025,1.7,0,23,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4,-1,2,3,3.85,122.0,1.282,83,2,4,110.0,96,"CHC,COL,FLA,TEX"
José Peraza,1994,7,2015,2021,0.6,0,618,2011,234,534,35,182,79,89,0.266,0.307,0.373,0.679,78,0,0,5.4,121.0,1.8,3,0,0,1.6666666666666665,0,"BOS,CIN,LAD,NYM"
Phil Klein,1989,3,2014,2016,-0.4,0,5,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,3,5.5,78.0,1.545,40,4,0,55.666666666666664,54,"PHI,TEX"
Jesús Sucre,1988,7,2013,2019,-0.6,0,243,659,50,146,10,69,3,30,0.222,0.26,0.302,0.562,56,0,0,14.4,37.0,2.8,6,0,0,5.0,0,"BAL,SEA,TBD"
Ryan O'Rourke,1988,3,2015,2019,0.1,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,4.84,87.0,1.283,56,0,0,48.333333333333336,49,"MIN,NYM"
