Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Joe La Sorsa,1998,3,2023,2025,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,5.21,83.0,1.368,46,0,0,57.0,44,"CIN,TBD,WSN"
Luis Contreras,1996,2,2024,2025,-0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.5,57.0,1.556,14,0,0,18.0,19,HOU
Zach McKinstry,1995,6,2020,2025,4.5,1,526,1531,200,354,37,150,59,140,0.231,0.3,0.381,0.681,88,0,0,10.8,52.0,1.5,5,0,0,3.3333333333333335,0,"CHC,DET,LAD"
Scott Kingery,1994,6,2018,2025,-0.2,0,344,1069,135,243,30,96,26,69,0.227,0.278,0.382,0.66,73,0,0,27.0,19.0,4.8,2,0,0,3.3333333333333335,1,"ANA,PHI"
Rookie Davis,1993,2,2017,2019,-0.9,0,12,7,0,1,0,0,0,0,0.143,0.25,0.286,0.536,40,1,4,8.05,56.0,2.077,12,7,0,34.666666666666664,30,"CIN,PIT"
Steven Brault,1992,7,2016,2022,1.8,0,103,89,11,23,1,4,0,2,0.258,0.275,0.337,0.612,63,12,18,4.73,89.0,1.524,116,52,1,352.3333333333333,299,"CHC,PIT"
Jacob Hannemann,1991,1,2017,2017,-0.4,0,11,20,3,3,1,1,0,0,0.15,0.15,0.3,0.45,19,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SEA
Austin Bibens-Dirkx,1985,2,2017,2018,0.8,0,2,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,7,5,5.27,91.0,1.434,37,12,0,114.33333333333333,71,TEX
Chad Huffman,1985,2,2010,2017,0.0,0,21,32,4,7,0,2,0,3,0.219,0.306,0.281,0.587,58,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,STL"
Billy Petrick,1984,1,2007,2007,-0.2,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.45,64.0,1.552,8,0,0,9.666666666666666,6,CHC
Cesar Carrillo,1984,1,2009,2009,-0.7,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,2,13.06,30.0,2.71,3,3,0,10.333333333333334,4,SDP
Omir Santos,1981,5,2008,2013,-0.4,0,122,322,29,80,7,41,0,15,0.248,0.28,0.363,0.644,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CLE,DET,NYM"
