Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Howard Ross,1903,4,0.0,0,17,30,1,5,0,0,0,1,0.167,0.194,0.2,0.394,6,1,4.0,5.56,78.0,1.603,15,7,1,68.0,17,"ABC,CAG,CBN,CEL,CHT"
Joe Kelly,1900,2,0.3,0,97,228,19,70,1,39,0,8,0.307,0.336,0.417,0.753,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Jim Bottomley HOF,1900,16,35.8,0,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.87,125,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CIN,STL"
Charlie Dorman,1898,1,0.0,0,1,2,0,1,0,0,0,0,0.5,0.5,0.5,1.0,166,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Elam Vangilder,1896,11,15.1,0,373,601,61,146,8,50,0,21,0.243,0.274,0.346,0.62,58,99,102.0,4.28,101.0,1.512,367,187,20,1715.6666666666667,474,"BAL,DET"
Tom Knowlson,1895,1,0.4,0,18,36,2,3,0,1,0,1,0.083,0.132,0.083,0.215,-35,4,6.0,3.49,84.0,1.579,18,9,0,100.66666666666667,24,OAK
Jim Scott,1888,9,25.4,0,317,614,30,79,1,35,3,34,0.129,0.177,0.155,0.332,0,107,114.0,2.3,121.0,1.18,317,226,9,1892.0,945,CHW
Harry Coveleski,1886,9,16.9,0,198,418,30,79,0,27,0,15,0.189,0.219,0.227,0.446,33,81,55.0,2.39,118.0,1.159,198,151,9,1248.0,511,"CIN,DET,PHI"
Connie Walsh,1882,1,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,9.0,44.0,2.0,1,0,0,1.0,0,PIT
Harry Cheek,1879,1,0.0,0,2,4,1,2,0,0,0,0,0.5,0.5,0.75,1.25,260,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Bob Ganley,1875,5,6.2,0,572,2129,246,540,2,123,112,177,0.254,0.313,0.3,0.612,97,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,OAK,PIT"
Lou Galvin,1863,1,-0.6,0,3,9,0,2,0,0,0,0,0.222,0.222,0.222,0.444,85,0,2.0,2.88,67.0,1.24,3,3,0,25.0,17,STP
John Peltz,1861,3,-1.6,0,230,871,106,195,4,48,18,45,0.224,0.266,0.326,0.592,83,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BLO,BRG,IHO,SYS,TLM"
