Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Gavin Sheets,1996,4,-2.7,0,435,1299,116,299,46,175,3,114,0.23,0.295,0.385,0.68,90,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Bryce Montes de Oca,1996,1,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,10.8,40.0,2.7,3,0,0,3.3333333333333335,6,NYM
Zach Logue,1996,3,-1.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8.0,7.2,54.0,1.557,19,10,0,70.0,56,"DET,LAD,OAK"
Garrett Cleavinger,1994,5,1.3,0,21,2,0,1,0,0,0,0,0.5,0.5,1.0,1.5,286,11,10.0,3.64,112.0,1.32,123,1,6,113.66666666666667,139,"LAD,PHI,TBD"
Louis Head,1990,2,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,4.1,100.0,1.209,55,2,1,63.666666666666664,58,"BAL,FLA,TBD"
Luis Durango,1986,3,0.2,0,39,65,11,19,0,5,7,7,0.292,0.361,0.292,0.653,86,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"HOU,SDP"
Emilio Bonifácio,1985,12,3.2,0,834,2613,356,669,13,165,166,215,0.256,0.312,0.333,0.645,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,ATL,CHC,CHW,FLA,KCR,TOR,WSN"
Dave Davidson,1984,2,-0.3,0,3,1,0,1,0,0,0,0,1.0,1.0,1.0,2.0,427,0,0.0,30.0,18.0,5.333,3,0,0,3.0,3,"FLA,PIT"
Fernando Perez,1983,2,0.3,0,41,94,22,22,3,10,5,8,0.234,0.301,0.351,0.652,72,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,TBD
Sean Henn,1981,6,-1.6,0,12,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,10.0,7.42,60.0,2.02,64,5,0,83.66666666666667,63,"BAL,MIN,NYM,NYY,SDP"
Carlos Silva,1979,9,8.5,0,154,58,0,5,0,3,0,4,0.086,0.145,0.121,0.266,-28,70,70.0,4.68,93.0,1.397,316,180,2,1241.6666666666667,554,"CHC,MIN,PHI,SEA"
Henry Owens,1979,2,0.6,0,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,3.0,149.0,1.37,25,0,4,27.0,18,"FLA,NYM"
Rich Thompson,1979,2,-0.5,0,29,23,6,2,0,1,7,0,0.087,0.16,0.087,0.247,-28,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,TBD"
Jason Tyner,1977,8,2.4,0,440,1358,168,373,1,94,61,68,0.275,0.314,0.323,0.637,71,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,MIN,NYM,TBD"
Andruw Jones,1977,17,62.7,5,2196,7599,1204,1933,434,1289,152,891,0.254,0.337,0.486,0.823,111,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHW,LAD,NYY,TEX"
Guillermo Velasquez,1968,2,-0.8,0,94,166,8,37,4,25,0,14,0.223,0.282,0.307,0.589,59,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,SDP
Rheal Cormier,1967,16,9.5,0,498,192,15,36,0,12,0,5,0.188,0.212,0.219,0.431,19,71,64.0,4.03,105.0,1.281,683,108,2,1221.6666666666667,760,"BOS,CIN,PHI,STL,WSN"
Darryl Cias,1957,1,0.1,0,19,18,1,6,0,1,1,2,0.333,0.4,0.389,0.789,126,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Tom Dixon,1955,4,-1.0,0,62,48,0,5,0,1,0,1,0.104,0.122,0.104,0.227,-34,9,14.0,4.33,79.0,1.442,62,24,1,199.66666666666666,94,"HOU,WSN"
Bob O'Brien,1949,1,0.4,0,14,9,0,1,0,0,0,0,0.111,0.111,0.111,0.222,-35,2,2.0,3.0,109.0,1.31,14,4,0,42.0,15,LAD
Pat Jacquez,1947,1,0.0,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,4.5,97.0,3.0,2,0,0,2.0,1,CHW
Jorge Rubio,1945,2,0.5,0,10,11,1,1,0,0,0,1,0.091,0.167,0.091,0.258,-22,2,3.0,3.19,104.0,1.535,10,7,0,42.333333333333336,31,ANA
Duke Carmel,1937,4,0.4,0,124,227,22,48,4,23,3,27,0.212,0.294,0.322,0.616,74,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"NYM,NYY,STL"
Ron Blackburn,1935,2,0.8,0,64,12,1,3,1,1,0,0,0.25,0.25,0.667,0.917,135,3,2.0,3.5,111.0,1.417,64,2,4,108.0,50,PIT
Buddy Peterson,1925,2,0.2,0,13,38,8,9,0,2,0,5,0.237,0.341,0.316,0.657,81,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW"
Chuck Harmon,1924,4,-0.4,0,289,592,90,141,7,59,25,46,0.238,0.294,0.326,0.62,62,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,PHI,STL"
Sammy Meeks,1923,4,-0.3,0,102,199,25,50,3,18,3,9,0.251,0.284,0.337,0.62,64,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,MIN"
Warren Spahn HOF,1921,21,100.1,17,783,1872,141,363,35,189,4,94,0.194,0.234,0.287,0.52,43,363,245.0,3.09,119.0,1.195,750,665,28,5243.666666666667,2583,"ATL,NYM,SFG"
Sam Odom,1919,1,-0.5,0,2,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,18,0,2.0,8.53,50.0,2.447,2,2,0,12.666666666666666,14,IC
Tony Lupien,1917,6,3.3,0,614,2358,285,632,18,230,57,241,0.268,0.337,0.355,0.692,94,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHW,PHI"
Jack Creel,1916,1,0.4,0,35,26,2,2,0,1,0,1,0.077,0.111,0.115,0.227,-38,5,4.0,4.14,91.0,1.414,26,8,2,87.0,34,STL
Eugene Smith,1916,6,2.1,0,90,197,26,36,4,18,0,16,0.183,0.244,0.279,0.523,50,23,29.0,4.22,97.0,1.431,67,57,1,422.6666666666667,277,"CBE,HG,NBY,SNH"
Walter Brown,1915,1,0.1,0,19,11,0,0,0,0,0,2,0.0,0.154,0.0,0.154,-55,1,0.0,4.89,80.0,1.696,19,0,0,46.0,10,BAL
Larnie Jordan,1914,3,1.3,0,87,318,58,97,2,40,6,15,0.305,0.336,0.431,0.767,107,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"NBY,PS"
Dolph Camilli,1907,12,43.2,2,1490,5353,936,1482,239,950,60,947,0.277,0.388,0.492,0.88,136,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,LAD,PHI"
Ray Starr,1906,7,4.4,1,138,212,12,26,0,12,0,13,0.123,0.173,0.142,0.315,-9,37,35.0,3.53,97.0,1.358,138,88,4,699.0,189,"ATL,CHC,CIN,PIT,SFG,STL"
Jim Starks,1906,12,0.9,0,176,578,93,158,15,91,10,63,0.273,0.349,0.417,0.766,107,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,KCM,MRS,NBY,ND,PC,SNH"
Jim West,1905,18,6.7,3,695,2489,379,709,34,397,17,253,0.285,0.354,0.401,0.756,105,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,BEG,CCU,IC,MRS,NBY,PS"
