Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Brady House,2003,1,2025,2025,0.0,0,30,118,12,31,2,13,3,4,0.263,0.282,0.364,0.647,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,WSN
Julian Aguiar,2001,1,2024,2024,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,6.25,71.0,1.326,7,7,0,31.666666666666668,19,CIN
Kyle Leahy,1997,3,2023,2025,1.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,3.67,114.0,1.157,77,0,1,108.0,85,STL
Freddy Peralta,1996,8,2018,2025,12.3,2,80,84,2,7,0,2,0,1,0.083,0.094,0.083,0.177,-52,65,40,3.66,114.0,1.138,200,151,1,876.0,1080,MIL
Cody Stashak,1994,4,2019,2022,0.4,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,4.13,106.0,1.194,55,1,0,72.0,83,MIN
Yency Almonte,1994,7,2018,2024,0.8,0,87,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,8,6,4.44,105.0,1.305,213,0,3,223.0,215,"CHC,COL,LAD"
Jorge Bonifacio,1993,5,2017,2021,-0.1,0,224,737,97,178,23,85,1,71,0.242,0.312,0.393,0.705,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,KCR,PHI"
Aaron Nola,1993,11,2015,2025,35.2,1,152,271,15,24,0,12,0,21,0.089,0.156,0.111,0.267,-26,105,86,3.78,112.0,1.148,277,277,0,1671.0,1831,PHI
Kent Emanuel,1992,2,2021,2024,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,4.58,96.0,1.217,22,0,0,35.333333333333336,25,"FLA,HOU"
Cla Meredith,1983,6,2005,2010,2.9,0,225,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,14,14,3.62,111.0,1.341,286,0,1,283.3333333333333,189,"BAL,BOS,SDP"
Chang-Yong Lim,1976,1,2013,2013,0.0,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.4,77.0,2.6,6,0,0,5.0,5,CHC
J.C. Romero,1976,14,1999,2012,7.8,0,271,4,1,1,0,0,0,0,0.25,0.25,0.5,0.75,89,34,28,4.16,110.0,1.511,680,22,7,661.3333333333334,526,"ANA,BAL,BOS,COL,MIN,PHI,STL"
