Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Max Lazar,1999,2,2024,2025,0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,4.73,94.0,1.204,39,0,1,45.666666666666664,30,PHI
Luis Gil,1998,4,2021,2025,3.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,17,9,3.62,113.0,1.27,40,40,0,204.0,231,NYY
Luis Urías,1997,8,2018,2025,8.0,0,582,1793,230,415,60,221,11,212,0.231,0.329,0.378,0.707,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,MIL,OAK,SDP,SEA"
Ryan Jeffers,1997,6,2020,2025,8.3,0,501,1589,206,377,68,218,6,158,0.237,0.319,0.421,0.74,104,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Jackson Tetreault,1996,1,2022,2022,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,5.14,78.0,1.571,4,4,0,21.0,9,WSN
Charles Leblanc,1996,2,2022,2024,0.8,0,59,177,24,45,6,17,4,19,0.254,0.33,0.412,0.742,109,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,FLA"
Lake Bachar,1995,2,2024,2025,1.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2,3.29,134.0,1.234,51,0,2,65.66666666666667,73,FLA
Eric Lauer,1995,7,2018,2025,6.3,0,76,96,5,10,1,5,0,5,0.104,0.154,0.167,0.321,-12,44,39,4.1,100.0,1.329,140,126,0,684.6666666666666,654,"MIL,SDP,TOR"
Harrison Bader,1994,9,2017,2025,16.3,0,892,2620,368,638,84,310,104,208,0.244,0.31,0.396,0.706,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,MIN,NYM,NYY,PHI,STL"
Brandon Waddell,1994,3,2020,2025,-0.2,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,4.54,93.0,1.563,21,1,0,39.666666666666664,27,"BAL,MIN,NYM,PIT,STL"
Ramón Urías,1994,6,2020,2025,10.8,0,523,1630,201,424,48,209,8,134,0.26,0.324,0.405,0.728,105,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,HOU"
Yordano Ventura,1991,4,2013,2016,7.7,0,7,13,1,2,0,0,0,0,0.154,0.154,0.154,0.308,-15,38,31,3.89,106.0,1.344,94,93,0,547.6666666666666,470,KCR
Nefi Ogando,1989,2,2015,2016,0.1,0,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,3.66,111.0,1.373,18,0,0,19.666666666666668,10,"FLA,PHI"
