Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Austin Martin,1999,1,-1.0,0,93,233,41,59,1,16,7,20,0.253,0.318,0.352,0.67,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Isiah Kiner-Falefa,1995,7,13.6,0,780,2678,326,702,34,246,85,163,0.262,0.313,0.351,0.664,83,0,0,3.0,158.0,1.167,6,0,0,6.0,1,"NYY,PIT,TEX,TOR"
Art Warren,1993,3,0.5,0,23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,3,4.19,108.0,1.316,71,0,3,62.333333333333336,79,"CIN,SEA"
Dellin Betances,1988,10,11.1,4,29,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,21,23,2.53,165.0,1.073,374,1,36,394.3333333333333,633,"NYM,NYY"
Jon Link,1984,1,-0.1,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4.15,97.0,1.846,9,0,0,8.666666666666666,4,LAD
Tony Peña,1981,4,-0.9,0,327,829,95,189,4,66,8,20,0.228,0.248,0.3,0.548,45,0,0,0.0,0.0,0.0,1,0,0,1.0,1,"ATL,KCR"
Anderson García,1981,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,13.5,51.0,3.0,1,0,0,0.6666666666666666,0,PHI
Mark Buehrle,1979,16,59.1,5,55,125,4,9,1,3,0,2,0.072,0.087,0.112,0.199,-47,214,160,3.81,117.0,1.281,518,493,0,3283.3333333333335,1870,"CHW,FLA,TOR"
Joel Peralta,1976,12,4.1,0,139,7,1,1,0,2,0,0,0.143,0.143,0.286,0.429,12,20,35,4.03,103.0,1.159,620,0,15,648.0,612,"ANA,CHC,COL,KCR,LAD,SEA,TBD,WSN"
Chris Turner,1969,8,-0.3,0,158,379,49,90,4,36,5,36,0.238,0.307,0.322,0.629,64,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CLE,KCR,NYY"
Jerry Brooks,1967,2,0.2,0,17,14,4,4,1,4,0,1,0.286,0.375,0.714,1.089,189,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,LAD"
Mike Remlinger,1966,14,10.6,1,611,110,5,8,0,8,0,8,0.073,0.136,0.1,0.236,-37,53,55,3.9,111.0,1.381,639,59,20,879.0,854,"ATL,BOS,CHC,CIN,NYM,SFG"
Mike Darr,1956,1,-0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,33.75,16.0,5.25,1,1,0,1.3333333333333333,1,TOR
Ron Johnson,1956,3,-0.4,0,22,46,4,12,0,2,0,7,0.261,0.359,0.304,0.663,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,WSN"
Bo Díaz,1953,13,11.5,2,993,3274,327,834,87,452,9,198,0.255,0.298,0.387,0.685,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CIN,CLE,PHI"
Jim Geddes,1949,2,0.1,0,6,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,4.5,84.0,1.923,11,2,0,26.0,10,CHW
Pat Bourque,1947,4,0.8,0,201,405,36,87,12,61,1,58,0.215,0.313,0.356,0.668,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,MIN,OAK"
George Scott,1944,14,36.6,3,2034,7433,957,1992,271,1051,69,699,0.268,0.333,0.435,0.767,114,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,KCR,MIL,NYY"
Bruce Howard,1943,6,2.2,0,120,147,5,17,1,7,0,11,0.116,0.181,0.184,0.365,9,26,31,3.18,98.0,1.301,120,75,1,528.6666666666666,349,"BAL,CHW,TEX"
Lee May,1943,18,27.4,3,2071,7609,959,2031,354,1244,39,487,0.267,0.313,0.459,0.772,116,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CIN,HOU,KCR"
Danny Coombs,1942,9,1.6,0,144,100,6,14,0,5,0,5,0.14,0.181,0.18,0.361,3,19,27,4.08,89.0,1.514,144,42,2,393.0,249,"HOU,SDP"
Sam Bowens,1938,7,0.0,0,479,1287,141,287,45,143,25,100,0.223,0.283,0.375,0.657,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,TEX"
Jack Meyer,1932,7,5.7,0,202,86,6,14,1,3,0,8,0.163,0.234,0.221,0.455,24,24,34,3.92,101.0,1.382,202,24,21,455.0,375,PHI
Stan Pitula,1931,1,-0.1,0,24,15,3,3,0,2,0,1,0.2,0.25,0.2,0.45,25,2,2,4.98,76.0,1.659,23,5,0,59.666666666666664,17,CLE
Jim Lemon,1928,12,7.0,2,1010,3445,446,901,164,529,13,363,0.262,0.332,0.46,0.792,114,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CLE,MIN,PHI"
Johnny Logan,1926,13,33.2,4,1503,5244,651,1407,93,547,19,451,0.268,0.33,0.378,0.708,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,PIT"
