Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Barney Koch,1923,1,-0.8,0,33,96,11,21,0,1,0,3,0.219,0.242,0.24,0.482,37,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Lou Lucier,1918,3,0.3,0,33,25,3,5,0,2,0,1,0.2,0.231,0.2,0.431,25,3,5,3.81,92.0,1.623,33,9,1,101.66666666666667,31,"BOS,PHI"
Joe Echols,1917,1,-0.1,0,3,12,1,2,0,0,0,0,0.167,0.167,0.167,0.333,-10,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NE
Tommy Johnson,1915,5,0.2,0,55,103,4,13,0,3,0,4,0.126,0.159,0.146,0.305,-13,9,19,4.53,93.0,1.626,53,32,3,266.3333333333333,95,"CAG,SL2"
Louis Dula,1912,5,3.1,0,52,102,16,32,3,17,0,5,0.314,0.346,0.48,0.826,111,12,9,3.62,137.0,1.348,37,16,3,171.33333333333334,73,HG
Sig Broskie,1911,1,0.1,0,11,22,1,6,0,4,0,1,0.273,0.304,0.318,0.623,77,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Chile Gómez,1909,3,-3.5,0,200,627,56,142,0,50,3,40,0.227,0.274,0.25,0.524,38,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,PHI"
Bill Harvey,1908,13,1.7,1,188,365,55,88,7,31,3,47,0.241,0.331,0.378,0.709,91,23,37,5.53,84.0,1.506,106,56,3,490.0,229,"BEG,CG,MRM,MRS,PC"
Johnny Moore,1902,10,11.3,0,846,3013,439,926,73,452,23,195,0.307,0.352,0.449,0.801,111,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN,PHI"
Leo Birdine,1895,5,-2.6,0,129,337,36,87,2,19,2,8,0.258,0.282,0.338,0.62,66,13,23,5.76,73.0,1.597,62,41,0,309.3333333333333,86,"BBB,MRS"
Frank Parkinson,1895,4,-0.2,0,378,1311,157,335,24,149,9,95,0.256,0.308,0.366,0.674,70,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Ray Kremer,1895,10,25.2,0,309,687,57,122,5,69,0,37,0.178,0.22,0.249,0.469,20,143,85,3.76,113.0,1.326,308,247,9,1954.6666666666667,516,PIT
Cy Slapnicka,1886,2,-1.3,0,10,23,0,3,0,2,0,1,0.13,0.2,0.13,0.33,-3,1,6,4.3,71.0,1.364,10,8,1,73.33333333333333,13,"CHC,PIT"
Danny Moeller,1885,7,6.7,0,704,2538,379,618,15,192,171,302,0.244,0.328,0.328,0.656,92,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,MIN,PIT"
Gavy Cravath,1881,11,32.9,0,1220,3951,575,1134,119,719,89,561,0.287,0.38,0.478,0.858,151,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHW,MIN,PHI"
Pete Loos,1878,1,-0.3,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,27.0,20.0,6.0,1,1,0,1.0,0,OAK
Homer Smoot,1878,5,11.1,0,680,2635,308,763,15,269,84,149,0.29,0.336,0.38,0.715,119,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,STL"
Ed Taylor,1877,1,0.2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,1,0,0,3.0,1,STL
Peaches Graham,1877,7,3.7,0,373,999,99,265,1,85,21,114,0.265,0.347,0.314,0.661,96,0,1,5.4,64.0,2.4,1,1,0,5.0,4,"ATL,CHC,CLE,PHI"
Rudy Kling,1870,1,0.0,0,4,10,1,2,0,0,1,4,0.2,0.429,0.2,0.629,99,0,0,0.0,0.0,0.0,0,0,0,0.0,0,STL
Elmer Smith,1868,14,42.6,0,1237,4693,913,1456,37,665,233,639,0.31,0.398,0.434,0.832,126,75,57,3.35,112.0,1.313,149,136,0,1210.3333333333333,525,"ATL,CIN,PIT,SFG"
Tom Murray,1867,1,-0.1,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Dan Shannon,1865,3,-1.4,0,242,964,171,225,8,111,54,77,0.233,0.291,0.339,0.63,73,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LOU,NYI,PHQ,WAS"
Farmer Weaver,1865,7,4.6,0,751,3073,421,853,9,342,162,185,0.278,0.33,0.348,0.678,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LOU,PIT"
Willie Murphy,1864,1,-0.5,0,47,189,21,48,1,9,0,2,0.254,0.269,0.318,0.587,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CBL,WST"
Charlie Hilsey,1864,2,-0.6,0,9,34,5,6,0,1,0,0,0.177,0.177,0.265,0.441,37,2,4,5.09,64.0,1.396,6,6,0,53.0,18,"PHA,PHI"
Joe Gunson,1863,4,-2.0,0,229,826,96,174,0,68,4,34,0.211,0.254,0.251,0.505,47,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BLO,CLV,KCC,STL,WNA"
