Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Willis Cole,1882,2,-0.1,0,68,245,23,53,0,18,3,20,0.216,0.281,0.286,0.567,81,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Joe Lake,1881,6,6.1,0,208,491,39,101,3,38,3,7,0.206,0.218,0.277,0.495,52,62,90,2.85,99.0,1.26,199,139,5,1318.0,594,"BAL,DET,NYY"
Jack Slattery,1878,4,-1.5,0,103,288,14,61,0,27,3,6,0.212,0.236,0.243,0.479,48,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHW,CLE,MIN,STL"
Joe Sullivan,1870,4,1.8,0,415,1656,289,495,11,227,51,117,0.299,0.362,0.381,0.743,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PHI,STL,WAS"
Jim Donnelly,1867,1,-0.1,0,6,23,2,3,0,0,0,1,0.13,0.167,0.174,0.341,21,0,0,0.0,0.0,0.0,0,0,0,0.0,0,KCU
Sun Daly,1865,1,-0.1,0,13,48,5,12,0,7,0,1,0.25,0.265,0.333,0.599,78,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BLO
Andy Knox,1864,1,-0.2,0,21,75,6,19,0,8,5,9,0.253,0.333,0.293,0.627,85,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHA
Jake Drauby,1864,1,-0.3,0,10,34,3,7,0,3,0,2,0.206,0.25,0.265,0.515,57,0,0,0.0,0.0,0.0,0,0,0,0.0,0,WAS
Gene Moriarty,1863,3,-2.8,0,72,269,26,41,3,23,7,4,0.152,0.174,0.227,0.401,22,0,2,5.74,59.0,1.723,3,2,0,15.666666666666666,5,"ATL,DTN,IHO,STL"
George Shoch,1859,11,10.1,0,707,2540,414,671,10,323,138,298,0.264,0.354,0.333,0.688,93,0,0,0.0,0.0,1.0,1,0,0,3.0,0,"BLO,LAD,MLA,WNL"
Joe Cross,1858,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LOU
