Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Luis Peralta,2001,1,0.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.73,646.0,0.973,15,0,0,12.333333333333334,14,COL
Reyes Moronta,1993,6,3.4,0,125,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,10,11,3.05,133.0,1.226,177,0,3,171.33333333333334,202,"ANA,ARI,LAD,SFG"
Kevin Gausman,1991,12,23.8,2,81,110,7,12,0,4,0,7,0.109,0.161,0.109,0.27,-25,102,102,3.84,109.0,1.26,329,290,0,1718.0,1765,"ATL,BAL,CIN,SFG,TOR"
Keyvius Sampson,1991,2,-1.5,0,31,23,1,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,7,5.6,74.0,1.745,31,14,0,91.66666666666667,84,CIN
Cody Hall,1988,2,-0.3,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.94,52.0,1.853,9,0,0,11.333333333333334,10,"FLA,SFG"
Jimmy Barthmaier,1984,1,-0.6,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,2,10.45,41.0,2.323,3,3,0,10.333333333333334,6,PIT
Anthony Slama,1984,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,5.14,87.0,1.857,7,0,0,7.0,8,MIN
Brian Bass,1982,3,-0.3,0,11,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,9,7,5.16,85.0,1.628,101,4,1,183.0,104,"BAL,MIN,PIT"
Scott Thorman,1982,2,-1.0,0,175,415,50,92,16,50,2,19,0.222,0.26,0.407,0.667,70,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Casey Fossum,1978,9,-1.0,0,46,46,3,4,0,0,0,1,0.087,0.106,0.087,0.193,-50,40,53,5.45,83.0,1.517,237,120,2,786.0,607,"ARI,BOS,DET,NYM,TBD"
Marlon Anderson,1974,12,7.3,0,1151,3204,392,849,63,371,71,227,0.265,0.314,0.391,0.705,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,NYM,PHI,STL,TBD,WSN"
Eric Moody,1971,1,0.3,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,4.26,115.0,1.474,10,1,0,19.0,12,TEX
Dan Naulty,1970,4,1.5,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,5,4.54,107.0,1.332,130,0,5,160.66666666666666,119,"MIN,NYY"
Alvin Morman,1969,4,0.3,0,73,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,6,7,4.79,95.0,1.654,176,0,3,142.66666666666666,98,"CLE,HOU,KCR,SFG"
José de Jesús,1965,5,3.3,0,53,100,4,11,0,6,0,6,0.11,0.16,0.12,0.28,-20,20,19,3.84,100.0,1.464,63,57,1,349.0,221,"KCR,PHI"
Norm Charlton,1963,13,8.1,1,294,87,6,8,0,1,0,3,0.092,0.151,0.115,0.265,-26,51,54,3.71,112.0,1.342,605,37,97,899.3333333333334,808,"ATL,BAL,CIN,PHI,SEA,TBD"
Bob Davidson,1963,1,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,18.0,30.0,2.0,1,0,0,1.0,0,NYY
Doe Boyland,1955,3,-0.1,0,21,19,1,2,0,1,0,1,0.105,0.15,0.105,0.255,-28,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Bob Adams,1952,1,0.0,0,15,24,2,6,2,2,0,0,0.25,0.25,0.542,0.792,105,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Joe Lovitto,1951,4,0.0,0,306,763,70,165,4,53,22,80,0.216,0.291,0.271,0.563,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TEX
Don Gullett,1951,9,18.2,0,254,382,34,74,0,36,2,20,0.194,0.234,0.223,0.457,30,109,50,3.11,113.0,1.227,266,186,11,1390.0,921,"CIN,NYY"
Roy Staiger,1950,4,2.2,0,152,457,42,104,4,38,4,30,0.228,0.274,0.3,0.574,65,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYM,NYY"
Elvio Jiménez,1940,1,0.0,0,1,6,0,2,0,0,0,0,0.333,0.333,0.333,0.667,85,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Rubén Amaro Sr.,1936,11,2.3,0,940,2155,211,505,8,156,11,227,0.234,0.309,0.292,0.601,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,NYY,PHI,STL"
Ed Bauta,1935,5,0.6,0,97,17,0,3,0,0,0,0,0.177,0.177,0.177,0.353,-5,6,6,4.35,90.0,1.463,97,0,11,149.0,89,"NYM,STL"
Lee Walls,1933,10,8.1,1,902,2558,331,670,66,284,21,245,0.262,0.329,0.398,0.727,96,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN,LAD,PHI,PIT"
Lenny Green,1933,12,8.2,0,1136,2956,461,788,47,253,78,368,0.267,0.351,0.379,0.731,99,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BAL,BOS,DET,MIN"
Dick Tomanek,1931,5,-0.4,0,108,50,5,9,1,2,0,1,0.18,0.212,0.3,0.512,39,10,10,4.95,78.0,1.485,106,11,7,231.0,166,"CLE,OAK"
Dan Lewandowski,1928,1,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,9.0,61.0,4.0,2,0,0,1.0,1,STL
Ralph Branca,1926,12,14.8,3,322,464,35,66,2,31,0,36,0.142,0.204,0.172,0.376,2,88,68,3.79,105.0,1.371,322,188,19,1484.0,829,"DET,LAD,NYY"
Red Hardy,1923,1,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,6.75,75.0,3.75,2,0,0,1.3333333333333333,0,SFG
Early Wynn HOF,1920,23,61.0,9,796,1704,136,365,17,173,1,141,0.214,0.274,0.285,0.559,54,300,244,3.54,107.0,1.329,691,611,16,4564.0,2334,"CHW,CLE,MIN"
Bill Zinser,1918,1,-0.3,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,27.0,21.0,9.0,2,0,0,0.6666666666666666,1,MIN
John Corriden,1918,1,0.0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Phil Masi,1916,14,14.5,4,1229,3468,420,917,47,417,45,410,0.264,0.344,0.37,0.714,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHW,PIT"
Chuck Workman,1915,6,2.9,0,526,1749,213,423,50,230,24,161,0.242,0.311,0.368,0.679,91,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CLE,PIT"
Tom Ferrick,1915,9,12.5,0,324,147,17,27,0,13,0,8,0.184,0.226,0.259,0.484,31,40,40,3.47,118.0,1.307,323,7,56,674.0,245,"BAL,CLE,MIN,NYY,OAK"
Hal Warnock,1912,1,0.1,0,6,7,1,2,0,0,0,0,0.286,0.286,0.571,0.857,114,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
George Grant,1903,7,-2.9,0,115,104,4,14,0,5,0,1,0.135,0.143,0.154,0.297,-23,15,20,5.65,75.0,1.848,114,23,1,347.3333333333333,89,"BAL,CLE,PIT"
Mul Holland,1903,3,0.1,0,13,6,1,2,0,1,0,1,0.333,0.429,0.333,0.762,95,1,1,6.26,73.0,1.348,13,0,0,23.0,5,"CIN,SFG,STL"
Ike Eichrodt,1903,4,-2.5,0,171,516,51,121,0,51,3,21,0.235,0.264,0.32,0.584,52,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CLE"
Bob Barnes,1902,1,-0.4,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,19.29,23.0,3.0,2,0,0,4.666666666666667,1,CHW
Bob Saunders,1902,1,-0.1,0,12,19,2,3,0,2,0,0,0.158,0.158,0.158,0.316,-18,3,1,4.85,95.0,1.455,12,9,0,55.666666666666664,13,"DS,KCM"
Clyde Beck,1900,6,1.2,0,468,1525,203,354,12,162,9,184,0.232,0.317,0.307,0.624,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN"
Buck Crouse,1897,8,3.4,0,470,1306,128,342,8,162,14,114,0.262,0.326,0.331,0.657,72,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
By Speece,1897,4,0.6,0,62,54,3,9,0,4,0,0,0.167,0.167,0.259,0.426,7,5,6,4.73,94.0,1.608,62,4,1,167.33333333333334,51,"CLE,MIN,PHI"
Charlie Blackburn,1895,2,-0.8,0,8,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,8.1,39.0,1.98,8,2,0,16.666666666666668,7,"CHW,KCP"
Vern Duncan,1890,3,-0.1,0,311,1100,170,307,4,97,32,121,0.279,0.357,0.347,0.705,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BLT,PHI"
Billy Purtell,1886,5,3.2,0,335,1124,82,255,2,104,24,63,0.227,0.275,0.275,0.55,73,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHW,DET"
