Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
JB Bukauskas,1996,3,2021,2024,-0.6,0,22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,5.04,87.0,1.451,33,0,0,30.333333333333332,27,"ARI,MIL,SEA"
Josh Winder,1996,3,2022,2024,0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,7,4.39,93.0,1.301,38,11,1,110.66666666666667,85,MIN
Mickey Gasper,1995,2,2024,2025,-0.3,0,30,52,6,6,0,3,0,8,0.115,0.258,0.135,0.393,15,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,MIN"
Grayson Greiner,1992,5,2018,2022,-0.9,0,139,433,42,87,9,46,0,44,0.201,0.275,0.307,0.583,57,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,DET"
Gio Urshela,1991,10,2015,2025,8.7,0,829,2737,306,741,73,346,7,175,0.271,0.315,0.41,0.725,98,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,ATL,CLE,DET,MIN,NYY,OAK,TOR"
Tomoyuki Sugano,1989,1,2025,2025,1.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,4.06,95.0,1.252,16,16,0,88.66666666666667,52,BAL
Josh D. Smith,1989,2,2019,2020,-0.2,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,6.91,71.0,1.744,16,0,0,14.333333333333334,18,"CLE,FLA"
Jenrry Mejía,1989,5,2010,2015,0.6,0,108,34,1,1,0,1,0,0,0.029,0.029,0.029,0.059,-83,9,14,3.68,99.0,1.484,113,18,28,183.33333333333334,162,NYM
David Goforth,1988,3,2015,2017,-0.4,0,31,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0,5.94,70.0,1.734,31,0,0,36.333333333333336,33,MIL
Max Ramírez,1984,2,2008,2010,0.3,0,45,115,16,25,4,17,0,18,0.217,0.343,0.357,0.699,85,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TEX
Jeff Larish,1982,3,2008,2010,-0.6,0,101,245,30,55,8,32,3,29,0.224,0.308,0.38,0.688,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,OAK"
Shane Youman,1979,2,2006,2007,0.6,0,21,19,1,4,0,1,0,1,0.211,0.25,0.211,0.461,22,3,7,5.13,86.0,1.43,21,11,0,79.0,34,PIT
Ty Wigginton,1977,12,2002,2013,2.8,1,1362,4479,558,1170,169,594,42,371,0.261,0.323,0.435,0.758,98,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,COL,HOU,NYM,PHI,PIT,STL,TBD"
Carl Sadler,1976,2,2002,2003,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,3.6,125.0,1.4,42,0,0,30.0,33,CLE
Jesús Sánchez,1974,7,1998,2004,-0.6,0,170,142,10,25,0,6,0,3,0.176,0.193,0.19,0.383,2,23,34,5.32,80.0,1.611,162,83,0,524.6666666666666,384,"CHC,CIN,COL,FLA"
Mike Duvall,1974,4,1998,2001,0.6,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,1,1,4.76,105.0,1.843,53,0,0,51.0,23,"MIN,TBD"
Dmitri Young,1973,13,1996,2008,12.2,2,1364,4762,648,1389,171,683,25,407,0.292,0.351,0.475,0.826,114,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,DET,STL,WSN"
Joe Roa,1971,6,1995,2004,0.2,0,71,47,1,10,0,3,0,2,0.213,0.24,0.234,0.474,28,9,16,4.94,86.0,1.511,120,19,0,266.0,154,"CLE,COL,MIN,PHI,SDP,SFG"
Larry Luebbers,1969,3,1993,2000,-0.2,0,35,40,2,8,0,1,0,1,0.2,0.233,0.225,0.458,21,5,10,4.96,87.0,1.486,36,23,1,143.33333333333334,63,"CIN,STL"
Gregg Olson,1966,14,1988,2001,12.8,1,193,4,1,1,1,2,0,1,0.25,0.4,1.0,1.4,252,40,39,3.46,123.0,1.381,622,0,217,672.0,588,"ARI,ATL,BAL,CLE,DET,HOU,KCR,LAD,MIN"
Orlando Hernández,1965,9,1998,2007,23.1,0,61,116,6,18,0,5,3,1,0.155,0.162,0.198,0.361,-7,90,65,4.13,110.0,1.263,219,211,2,1314.6666666666667,1086,"ARI,CHW,NYM,NYY"
Erik Johnson,1965,2,1993,1994,-0.2,0,9,18,1,4,0,0,0,0,0.222,0.222,0.333,0.556,47,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Curt Ford,1960,6,1985,1990,1.5,0,406,742,88,182,7,89,36,66,0.245,0.305,0.345,0.65,79,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PHI,STL"
Pat Dodson,1959,3,1986,1988,-0.5,0,52,99,12,20,4,10,0,17,0.202,0.314,0.424,0.738,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Bob Jones,1949,9,1974,1986,-0.5,0,314,603,65,133,20,86,5,50,0.221,0.282,0.348,0.63,78,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,TEX"
Charlie Williams,1947,8,1971,1978,2.8,0,268,97,5,13,0,2,0,4,0.134,0.176,0.155,0.331,-7,23,22,3.97,94.0,1.493,268,33,4,573.3333333333334,257,"NYM,SFG"
Rick James,1947,1,1967,1967,-0.5,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,13.5,29.0,2.357,3,1,0,4.666666666666667,2,CHC
Jarvis Tatum,1946,3,1968,1970,-0.3,0,102,254,37,59,0,8,1,17,0.232,0.279,0.264,0.543,57,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ANA
Bob Stinson,1945,12,1969,1980,4.3,0,652,1634,166,408,33,180,8,201,0.25,0.337,0.356,0.693,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"HOU,KCR,LAD,SEA,STL,WSN"
Mike Fiore,1944,5,1968,1972,1.6,0,254,556,75,126,13,50,5,124,0.227,0.369,0.333,0.702,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,KCR,SDP,STL"
Bill Roman,1938,2,1964,1965,-0.4,0,24,35,2,5,1,1,0,2,0.143,0.189,0.229,0.418,17,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Gary Blaylock,1931,1,1959,1959,0.4,0,46,36,5,5,2,5,0,0,0.139,0.139,0.333,0.472,19,4,6,4.8,86.0,1.631,41,13,0,125.66666666666667,81,"NYY,STL"
Bill Fischer,1930,9,1956,1964,3.6,0,281,199,8,27,1,12,0,12,0.136,0.191,0.166,0.357,-2,45,58,4.34,92.0,1.379,281,78,13,831.3333333333334,313,"CHW,DET,MIN,OAK"
Skeeter Kell,1929,1,1952,1952,-0.8,0,75,213,24,47,0,17,5,14,0.221,0.275,0.286,0.561,53,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Earnest Long,1927,1,1948,1948,0.2,0,5,5,1,2,0,0,0,3,0.4,0.625,0.4,1.025,178,1,0,5.0,100.0,1.889,3,0,0,9.0,2,CBE
Joe Ginsberg,1926,13,1948,1962,0.0,0,695,1716,168,414,20,182,7,226,0.241,0.332,0.32,0.652,79,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,CHW,CLE,DET,NYM,OAK"
Bob Chipman,1918,12,1941,1952,7.4,0,294,250,18,32,0,10,0,15,0.128,0.177,0.132,0.309,-13,51,46,3.72,100.0,1.448,293,87,14,880.6666666666666,322,"ATL,CHC,LAD"
Vince Castino,1917,3,1943,1945,-0.4,0,88,215,24,49,2,23,0,25,0.228,0.311,0.288,0.6,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Alpheus Deane,1916,1,1947,1947,-0.4,0,2,3,0,0,0,0,0,1,0.0,0.25,0.0,0.25,-29,0,1,10.97,38.0,2.344,2,1,0,10.666666666666666,4,NBY
Charles Oakley,1915,1,1940,1940,-0.3,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0,13.5,34.0,2.1,2,1,0,3.3333333333333335,2,SNH
Silvio García,1913,4,1936,1947,4.0,4,123,447,61,144,9,84,23,35,0.322,0.379,0.456,0.835,125,0,0,0.0,0.0,3.0,1,0,0,0.3333333333333333,0,NYC
Wayne Osborne,1912,2,1935,1936,-0.1,0,8,8,1,2,0,0,0,0,0.25,0.25,0.25,0.5,39,1,1,5.91,67.0,1.922,7,3,0,21.333333333333332,9,"ATL,PIT"
Mike Guerra,1912,9,1937,1951,-3.2,0,565,1581,168,382,9,168,25,131,0.242,0.3,0.303,0.603,66,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,MIN,OAK"
