Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Sam Travis,1993,3,-1.1,0,111,256,35,59,7,24,3,19,0.231,0.288,0.371,0.659,71,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Spenser Watkins,1992,3,-1.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,14.0,5.97,69.0,1.527,40,31,0,164.33333333333334,102,"BAL,OAK"
Patrick Wisdom,1991,7,3.0,0,455,1311,192,274,88,207,23,132,0.209,0.291,0.459,0.75,103,0,0.0,0.0,0.0,6.0,1,0,0,0.3333333333333333,0,"CHC,STL,TEX"
Nick Tropeano,1990,7,1.8,0,7,4,0,0,0,0,0,1,0.0,0.2,0.0,0.2,-37,14,14.0,4.22,98.0,1.373,54,39,0,241.0,214,"ANA,HOU,NYM,PIT,SFG"
Josh Vitters,1989,1,-1.3,0,36,99,7,12,2,5,2,7,0.121,0.193,0.202,0.395,7,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
A.J. Achter,1988,3,0.3,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1.0,3.92,104.0,1.452,45,0,0,62.0,33,"ANA,MIN"
Seth Frankoff,1988,3,-0.8,0,5,3,0,0,0,0,0,1,0.0,0.25,0.0,0.25,-23,0,3.0,10.24,44.0,2.121,7,3,0,19.333333333333332,13,"ARI,CHC,SEA"
Mike Olt,1988,3,-1.7,0,135,352,32,59,16,43,1,37,0.168,0.25,0.33,0.58,59,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CHW,TEX"
Brett Bochy,1987,2,0.1,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,2.84,145.0,0.789,7,0,0,6.333333333333333,6,SFG
Jordy Mercer,1986,10,6.9,0,950,3104,330,796,66,308,13,246,0.256,0.315,0.386,0.701,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,NYY,PIT,WSN"
