Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Hayden Birdsong,2001,1,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,6,4.75,81.0,1.389,16,16,0,72.0,88,SFG
Luke Little,2000,2,0.7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,2.76,150.0,1.286,37,1,0,32.666666666666664,40,CHC
Angel Felipe,1997,1,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,4.2,102.0,1.267,14,0,0,15.0,19,OAK
José Caballero,1996,2,4.0,0,243,672,90,151,13,70,70,55,0.225,0.305,0.338,0.643,85,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"SEA,TBD"
Sean Reid-Foley,1995,7,-0.1,0,13,4,0,0,0,0,0,2,0.0,0.333,0.0,0.333,5,8,12,4.1,104.0,1.496,71,13,0,131.66666666666666,151,"NYM,TOR"
Taylor Hearn,1994,5,-1.1,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,15,5.35,80.0,1.477,101,25,1,237.0,227,"ATL,KCR,TEX"
Daniel Robert,1994,1,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,3.18,133.0,1.412,4,0,0,5.666666666666667,6,TEX
Shane Carle,1991,3,0.7,0,59,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,4,1,3.89,109.0,1.349,62,0,1,76.33333333333333,53,"ATL,COL"
Billy Burns,1989,4,2.0,0,242,843,114,228,5,55,46,36,0.271,0.308,0.354,0.662,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,OAK"
DJ Johnson,1989,3,0.3,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,4.54,113.0,1.458,39,0,0,35.666666666666664,38,"CLE,COL,TBD"
Steven Wright,1984,7,3.0,1,6,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,24,16,3.86,115.0,1.329,81,44,1,347.6666666666667,271,BOS
Chris Getz,1983,7,1.4,0,459,1409,176,352,3,111,89,111,0.25,0.309,0.307,0.616,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,KCR,TOR"
