Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Mike Ekstrom,1983,5,-0.5,0,37,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,3,5.61,74.0,1.557,51,0,0,61.0,45,"COL,SDP,TBD"
Sean Marshall,1982,9,9.3,0,373,101,6,16,1,5,0,2,0.158,0.175,0.198,0.373,-5,37,46,3.86,114.0,1.328,396,59,16,615.3333333333334,537,"CHC,CIN"
Adam Wainwright,1981,18,45.2,3,426,744,55,143,10,75,0,27,0.192,0.22,0.29,0.51,37,200,128,3.53,114.0,1.242,478,411,3,2668.3333333333335,2202,STL
Roberto Hernández,1980,11,4.7,1,49,73,2,4,0,2,0,1,0.055,0.068,0.055,0.122,-65,71,99,4.6,89.0,1.411,270,219,1,1358.3333333333333,833,"ATL,CLE,HOU,LAD,PHI,TBD"
Russ Adams,1980,5,0.0,0,286,884,125,218,17,113,15,85,0.247,0.313,0.372,0.685,79,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TOR
Scott Richmond,1979,4,-0.2,0,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,9,14,5.27,84.0,1.45,36,29,0,169.0,139,TOR
Luis Rivas,1979,8,-1.5,0,648,2101,286,541,34,201,81,126,0.258,0.303,0.377,0.681,78,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,MIN,PIT"
Cliff Lee,1978,13,43.2,4,133,291,18,51,2,19,2,5,0.175,0.189,0.227,0.415,13,143,91,3.52,118.0,1.196,328,324,0,2156.6666666666665,1824,"CLE,PHI,SEA,TEX"
Todd Wellemeyer,1978,8,-1.0,0,169,140,7,19,0,6,0,2,0.136,0.147,0.136,0.283,-24,32,34,4.83,89.0,1.511,208,75,3,614.6666666666666,459,"CHC,FLA,KCR,SFG,STL"
Jon Adkins,1977,6,0.4,0,59,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,5,5,4.54,98.0,1.507,119,0,0,138.66666666666666,81,"CHW,CIN,NYM,SDP"
Marlon Byrd,1977,15,25.8,1,1573,5579,740,1534,159,710,56,382,0.275,0.329,0.43,0.759,102,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,CIN,CLE,NYM,PHI,PIT,SFG,TEX,WSN"
Brian Shackelford,1976,2,0.5,0,62,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,0,4.11,109.0,1.261,63,0,0,46.0,32,CIN
Mike Koplove,1976,7,3.3,0,209,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,15,7,3.82,120.0,1.312,222,0,2,254.66666666666666,175,"ARI,CLE"
Bucky Jacobsen,1975,1,0.6,0,42,160,17,44,9,28,0,14,0.275,0.335,0.5,0.835,117,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SEA
Kris Foster,1974,1,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2.7,165.0,1.7,7,0,0,10.0,8,BAL
José Herrera,1972,2,-0.7,0,141,390,53,103,6,32,9,26,0.264,0.314,0.367,0.681,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Andy Cook,1967,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,5.06,88.0,2.063,4,0,0,5.333333333333333,4,NYY
Ricky Seilheimer,1960,1,-0.5,0,21,52,4,11,1,3,1,4,0.212,0.268,0.365,0.633,73,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Randy O'Neal,1960,7,0.8,0,74,50,5,4,0,1,0,1,0.08,0.098,0.08,0.178,-50,17,19,4.35,92.0,1.384,142,46,3,440.6666666666667,248,"ATL,DET,PHI,SFG,STL"
Dave Smith,1957,2,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9.0,51.0,1.667,5,0,0,6.0,3,ANA
Roger Erickson,1956,6,8.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,35,53,4.13,100.0,1.4,135,117,1,799.3333333333334,365,"MIN,NYY"
Steve Baker,1956,4,-1.6,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,16,5.13,79.0,1.641,84,26,6,237.0,131,"DET,OAK,STL"
Willie Mueller,1956,2,-0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,6.14,64.0,1.773,6,0,0,14.666666666666666,7,MIL
Scott Brown,1956,1,0.2,0,10,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0,2.77,133.0,1.308,10,0,0,13.0,7,CIN
Renie Martin,1955,6,-0.9,0,88,83,8,25,0,4,2,0,0.301,0.301,0.41,0.711,99,24,35,4.27,88.0,1.505,173,51,12,508.3333333333333,237,"KCR,PHI,SFG"
Dave Chalk,1950,9,8.5,2,903,2910,292,733,15,243,36,295,0.252,0.325,0.31,0.636,85,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,KCR,OAK,TEX"
Andy Merchant,1950,2,0.1,0,3,6,1,2,0,0,0,1,0.333,0.429,0.333,0.762,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Mike McQueen,1950,5,0.3,0,73,63,7,13,0,4,0,1,0.206,0.219,0.254,0.473,28,5,11,4.66,84.0,1.484,73,19,3,218.33333333333334,140,"ATL,CIN"
Steve Simpson,1948,1,-0.1,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,4.76,72.0,1.588,9,0,2,11.333333333333334,9,SDP
Tommy Dean,1945,4,-3.3,0,215,529,35,95,4,25,3,42,0.18,0.24,0.242,0.482,37,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,SDP"
Tug McGraw,1944,19,21.8,2,826,214,14,39,1,18,0,10,0.182,0.221,0.229,0.45,26,96,92,3.14,117.0,1.254,824,39,180,1514.6666666666667,1109,"NYM,PHI"
Archie Moore,1941,2,0.1,0,40,40,5,11,1,5,0,6,0.275,0.37,0.45,0.82,129,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Carmen Fanzone,1941,5,-0.8,0,237,588,66,132,20,94,3,74,0.225,0.313,0.372,0.686,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC"
Frank Funk,1935,4,4.1,0,138,45,3,3,0,2,0,3,0.067,0.125,0.067,0.192,-46,20,17,3.01,125.0,1.188,137,0,18,248.33333333333334,150,"ATL,CLE"
Gordon Goldsberry,1927,4,0.2,0,217,510,78,123,6,56,2,80,0.241,0.344,0.343,0.687,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW"
Frank Sacka,1924,2,0.1,0,14,34,3,9,0,6,0,3,0.265,0.324,0.265,0.589,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Billy Johnson,1918,9,14.4,1,964,3253,419,882,61,487,13,347,0.271,0.347,0.391,0.738,102,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,STL"
Ted Williams HOF,1918,19,121.8,19,2292,7706,1798,2654,521,1839,24,2021,0.344,0.482,0.634,1.116,191,0,0,4.5,116.0,1.5,1,0,0,2.0,1,BOS
Red Embree,1917,8,5.6,0,147,223,19,37,0,18,0,10,0.166,0.202,0.184,0.386,8,31,48,3.72,99.0,1.39,141,90,1,707.0,286,"BAL,CLE,NYY"
Johnny Lindell,1916,12,15.1,1,854,2795,401,762,72,404,17,289,0.273,0.344,0.429,0.773,114,8,18,4.47,95.0,1.621,55,28,1,251.66666666666666,146,"NYY,PHI,PIT,STL"
Buddy Hancken,1914,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Bob Friedrichs,1906,1,-0.1,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,11.25,42.0,2.75,2,0,0,4.0,2,MIN
Pete Cote,1902,1,0.0,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Kiki Cuyler HOF,1898,18,48.1,1,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN,LAD,PIT"
Bing Miller,1894,16,29.6,0,1820,6212,946,1934,116,993,127,383,0.311,0.359,0.461,0.82,108,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,MIN,OAK"
Ralph Head,1893,1,-1.4,0,35,42,2,3,0,0,0,1,0.071,0.093,0.071,0.164,-58,2,9,6.66,69.0,1.829,35,13,0,132.33333333333334,24,PHI
Steve Partenheimer,1891,1,0.0,0,1,2,0,0,0,0,0,0,0.0,0.333,0.0,0.333,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Pol Perritt,1891,10,7.0,0,257,477,27,72,0,21,2,10,0.151,0.168,0.18,0.349,6,92,78,2.89,95.0,1.229,256,177,8,1469.6666666666667,543,"DET,SFG,STL"
Tom Seaton,1887,6,11.1,0,232,451,44,84,4,32,8,24,0.186,0.227,0.266,0.494,40,92,65,3.12,103.0,1.317,231,155,11,1340.0,644,"BTT,CHC,NEW,PHI"
Bert Tooley,1886,2,-1.4,0,196,698,89,151,3,66,30,72,0.216,0.292,0.277,0.568,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Wib Smith,1886,1,-1.2,0,17,42,3,8,0,2,0,0,0.191,0.191,0.191,0.381,24,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Andy Sullivan,1884,1,0.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.0,0.5,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Bill Brinker,1883,1,-0.2,0,9,18,1,4,0,2,0,2,0.222,0.3,0.278,0.578,55,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Sam Edmonston,1883,1,-0.2,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,9.0,32.0,3.0,1,0,0,3.0,0,MIN
Charlie Armbruster,1880,3,-0.5,0,131,355,24,53,0,12,6,52,0.149,0.262,0.186,0.448,42,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHW"
Peaches O'Neill,1879,1,-0.1,0,8,15,0,4,0,1,0,1,0.267,0.313,0.267,0.579,73,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Charlie Starr,1878,3,0.4,0,110,375,33,79,0,20,13,51,0.211,0.315,0.237,0.552,73,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BAL,PHI,PIT"
Davy Dunkle,1872,5,-3.9,0,62,164,8,31,0,10,0,4,0.189,0.208,0.201,0.41,21,17,30,5.02,65.0,1.58,61,47,1,421.0,139,"CHW,MIN,PHI,WAS"
Will Thompson,1870,1,-0.2,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0,1,3.0,127.0,2.667,1,1,0,3.0,0,PIT
Frank Pears,1866,2,-0.2,0,4,13,0,1,0,1,0,0,0.077,0.077,0.077,0.154,-57,0,2,6.23,70.0,1.577,4,2,0,26.0,5,"KCC,STL"
Pete Weckbecker,1864,2,-0.1,0,33,102,17,24,0,11,7,8,0.235,0.297,0.245,0.542,60,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"IND,LOU"
John Rudderham,1863,1,0.0,0,1,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,69,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BRD
Jim Powell,1859,2,-0.3,0,60,226,28,49,0,5,0,8,0.217,0.263,0.314,0.577,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PHA,RIC"
Cal McVey,1849,9,19.2,0,530,2513,555,869,11,449,26,30,0.346,0.354,0.447,0.8,152,10,12,3.83,71.0,1.423,34,19,5,176.33333333333334,37,"BLC,BNA,CHC,CNR"
