Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Jared Jones,2001,1,2024,2024,1.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,8,4.14,100.0,1.192,22,22,0,121.66666666666667,132,PIT
Matt McLain,1999,2,2023,2025,3.8,0,201,771,122,196,27,89,30,74,0.254,0.328,0.416,0.744,99,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Hunter Greene,1999,4,2022,2025,12.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,23,28,3.69,121.0,1.157,84,84,0,453.6666666666667,564,CIN
Manuel Rodríguez,1996,4,2021,2025,1.3,0,17,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,9,9,2.99,138.0,1.218,105,0,7,99.33333333333333,83,"CHC,TBD"
John Gant,1992,6,2016,2021,1.9,0,137,57,2,2,2,3,0,0,0.035,0.035,0.14,0.175,-55,24,26,3.89,104.0,1.387,173,49,3,372.6666666666667,325,"ATL,MIN,STL"
Wilmer Flores,1991,13,2013,2025,9.3,0,1314,4214,510,1093,165,593,6,324,0.259,0.316,0.43,0.746,105,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,NYM,SFG"
Jake McGee,1986,13,2010,2022,7.1,0,289,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,32,28,3.71,116.0,1.146,650,0,79,572.3333333333334,613,"COL,LAD,MIL,SFG,TBD,WSN"
Osiris Matos,1984,2,2008,2009,-0.5,0,25,3,0,1,0,1,0,0,0.333,0.333,0.333,0.667,75,1,2,5.74,78.0,1.763,25,0,0,26.666666666666668,21,SFG
Justin Germano,1982,9,2004,2014,-1.7,0,58,67,4,10,0,3,0,4,0.149,0.197,0.179,0.376,3,10,30,5.4,75.0,1.439,96,48,0,330.0,209,"BOS,CHC,CIN,CLE,SDP,TEX,TOR"
Kris Wilson,1976,5,2000,2006,-0.5,0,1,3,1,1,0,0,0,0,0.333,0.333,0.333,0.667,73,14,9,5.44,90.0,1.533,95,20,1,243.33333333333334,142,"KCR,NYY"
Víctor Zambrano,1975,7,2001,2007,5.1,0,49,73,3,9,0,3,0,0,0.123,0.135,0.164,0.3,-21,45,44,4.64,94.0,1.519,187,100,3,706.3333333333334,529,"BAL,NYM,TBD,TOR"
Luis Vizcaíno,1974,11,1999,2009,4.9,0,341,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,35,30,4.33,103.0,1.339,543,0,8,546.6666666666666,492,"ARI,CHC,CHW,CLE,COL,MIL,NYY,OAK"
Chris Heintz,1974,3,2005,2007,-0.8,0,34,82,1,19,0,9,0,4,0.232,0.267,0.268,0.536,45,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Duane Singleton,1972,3,1994,1996,-1.1,0,33,87,5,11,0,3,1,5,0.126,0.183,0.138,0.321,-17,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,MIL"
Keith Mitchell,1969,4,1991,1998,0.2,0,128,242,38,63,8,29,4,34,0.26,0.353,0.38,0.733,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BOS,CIN,SEA"
Darryl Scott,1968,1,1993,1993,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,5.85,78.0,1.5,16,0,0,20.0,13,ANA
Stan Belinda,1966,12,1989,2000,5.3,0,428,25,1,4,0,3,0,2,0.16,0.222,0.2,0.422,15,41,37,4.15,104.0,1.277,585,0,79,685.3333333333334,622,"ATL,BOS,CIN,COL,KCR,PIT"
John Ramos,1965,1,1991,1991,-0.1,0,10,26,4,8,0,3,0,1,0.308,0.31,0.346,0.656,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Bob Horner,1957,10,1978,1988,21.9,1,1020,3777,560,1047,218,685,14,369,0.277,0.34,0.499,0.839,127,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,STL"
Ron Davis,1955,11,1978,1988,4.8,1,55,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,47,53,4.05,101.0,1.386,481,0,130,746.6666666666666,597,"CHC,LAD,MIN,NYY,SFG"
Jim Pankovits,1955,6,1984,1990,1.1,0,318,567,62,142,9,55,8,44,0.25,0.307,0.349,0.656,87,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,HOU"
