Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Bryce Miller,1998,2,4.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,20,15.0,3.52,107.0,1.046,56,56,0,311.6666666666667,290,SEA
Ronald Bolaños,1996,4,-0.1,0,6,5,1,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,0,4.0,5.25,83.0,1.625,18,5,0,48.0,43,"KCR,SDP"
Lane Thomas,1995,6,6.3,0,561,1898,274,469,72,243,67,166,0.247,0.313,0.428,0.741,107,0,0.0,27.0,21.0,3.0,1,0,0,1.0,1,"CLE,STL,WSN"
Bernardo Flores Jr.,1995,2,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,13.5,44.0,3.5,3,0,0,2.0,2,"CHW,STL"
Carlos Tocci,1995,1,-1.6,0,66,120,11,27,0,5,0,7,0.225,0.271,0.283,0.555,47,0,0.0,0.0,0.0,0.0,1,0,0,0.6666666666666666,0,TEX
Billy McKinney,1994,7,-0.2,0,321,843,110,176,34,88,4,85,0.209,0.284,0.386,0.669,81,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,MIL,NYM,NYY,OAK,PIT,TOR"
Max Povse,1993,1,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,7.36,62.0,2.727,3,0,0,3.6666666666666665,2,SEA
Braxton Lee,1993,1,0.0,0,8,17,0,3,0,2,0,1,0.177,0.222,0.177,0.399,13,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,FLA
Tyler Glasnow,1993,9,9.0,1,59,31,1,6,0,3,0,4,0.194,0.306,0.194,0.499,39,39,33.0,3.81,108.0,1.154,149,110,0,663.6666666666666,846,"LAD,PIT,TBD"
Mike Yastrzemski,1990,6,14.2,0,694,2274,365,543,106,318,18,257,0.239,0.322,0.457,0.779,114,0,0.0,18.0,30.0,5.0,1,0,0,1.0,0,SFG
Miles Mikolas,1988,9,10.3,2,100,134,5,17,2,8,0,3,0.127,0.145,0.187,0.332,-11,64,64.0,4.16,98.0,1.202,210,182,0,1096.0,795,"SDP,STL,TEX"
Zach Braddock,1987,2,0.2,0,65,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3.0,4.41,92.0,1.471,71,0,0,51.0,59,MIL
Marcus McBeth,1980,1,-0.1,0,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2.0,5.95,79.0,1.475,23,0,0,19.666666666666668,17,CIN
Denny Bautista,1980,7,-1.0,0,91,8,0,2,0,2,0,0,0.25,0.25,0.25,0.5,33,11,15.0,5.88,76.0,1.688,131,21,0,223.33333333333334,180,"BAL,COL,DET,KCR,PIT,SFG"
