Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Pat Strange,1980,2,-0.3,0,11,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,6.35,67.0,1.824,11,0,0,17.0,9,NYM
Prentice Redman,1979,1,-0.5,0,15,24,3,3,1,2,2,1,0.125,0.192,0.292,0.484,26,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Chris Roberson,1979,2,0.0,0,85,69,15,16,0,2,5,1,0.232,0.254,0.261,0.514,31,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Cole Liniak,1976,2,-0.7,0,15,32,3,7,0,2,0,1,0.219,0.242,0.281,0.524,34,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Mark DiFelice,1976,3,0.8,0,70,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,5,1.0,3.79,111.0,1.222,77,0,0,73.66666666666667,71,MIL
Mark Bellhorn,1974,10,8.0,0,731,2107,324,484,69,246,30,346,0.23,0.341,0.394,0.735,92,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,CIN,COL,NYY,OAK,SDP"
Bobby Estalella,1974,9,2.5,0,310,904,126,195,48,147,6,130,0.216,0.315,0.44,0.755,92,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,COL,NYY,PHI,SFG,TOR"
Alejandro Freire,1974,1,-0.3,0,25,65,7,16,1,4,0,6,0.246,0.319,0.339,0.658,77,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Casey Blake,1973,13,24.8,0,1265,4500,644,1186,167,616,36,445,0.264,0.336,0.442,0.778,107,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CLE,LAD,MIN,TOR"
Raúl Casanova,1972,9,-0.9,0,387,1081,98,255,35,130,2,98,0.236,0.304,0.379,0.683,77,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW,DET,MIL,NYM,TBD"
Allen McDill,1971,4,-0.6,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,7.79,61.0,1.615,38,0,0,34.666666666666664,28,"BOS,DET,KCR"
Jeff Manto,1964,9,0.7,0,289,713,97,164,31,97,3,97,0.23,0.329,0.415,0.744,95,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,CLE,COL,DET,NYY,PHI,SEA"
Tony Ghelfi,1961,1,0.4,0,3,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,40,1,1.0,3.14,118.0,1.465,3,3,0,14.333333333333334,14,PHI
Randy St. Claire,1960,9,0.6,0,146,15,1,4,0,0,0,2,0.267,0.353,0.267,0.62,73,12,6.0,4.14,94.0,1.369,162,0,9,252.0,160,"ATL,CIN,MIN,TOR,WSN"
Ed Hearn,1960,3,0.1,0,62,171,19,45,4,14,0,16,0.263,0.325,0.386,0.711,96,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,NYM"
Julio Franco,1958,23,43.6,3,2527,8677,1285,2586,173,1194,281,917,0.298,0.365,0.417,0.782,111,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHW,CLE,MIL,NYM,PHI,TBD,TEX"
Mike Boddicker,1957,14,31.3,1,5,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,134,116.0,3.8,108.0,1.32,342,309,3,2123.6666666666665,1330,"BAL,BOS,KCR,MIL"
Jerry White,1952,11,2.7,0,646,1196,155,303,21,109,57,148,0.253,0.337,0.363,0.7,94,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,STL,WSN"
Ron Blomberg,1948,8,9.4,0,461,1333,184,391,52,224,6,140,0.293,0.36,0.473,0.832,140,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,NYY"
Al Montreuil,1943,1,-0.1,0,5,11,0,1,0,0,0,1,0.091,0.167,0.091,0.258,-28,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Ed Barnowski,1943,2,0.2,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,2.45,156.0,2.045,6,0,0,7.333333333333333,8,BAL
Dave Dowling,1942,2,0.3,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,0.0,1.8,222.0,1.2,2,1,0,10.0,3,"CHC,STL"
Danny Murphy,1942,5,0.1,0,117,130,18,23,4,13,0,11,0.177,0.247,0.323,0.57,54,4,4.0,4.66,82.0,1.509,68,0,9,112.0,58,"CHC,CHW"
John Morris,1941,8,0.3,0,132,31,2,6,0,1,0,0,0.194,0.212,0.226,0.438,24,11,7.0,3.95,91.0,1.347,132,10,2,232.33333333333334,137,"BAL,MIL,PHI,SFG"
Marty Martínez,1941,7,-1.0,0,436,945,97,230,0,57,7,70,0.243,0.297,0.287,0.583,70,0,0.0,13.5,43.0,1.5,1,0,0,0.6666666666666666,0,"ATL,HOU,MIN,OAK,STL,TEX"
John Romano,1934,10,20.9,4,905,2767,355,706,129,417,7,414,0.255,0.354,0.443,0.797,122,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CLE,STL"
Zeke Bella,1930,2,-0.7,0,52,92,10,18,1,9,0,10,0.196,0.282,0.272,0.553,52,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,OAK"
Sherm Lollar,1924,18,30.1,9,1752,5351,623,1415,155,808,20,671,0.264,0.357,0.402,0.759,104,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW,CLE,NYY"
George Kell HOF,1922,15,37.6,10,1795,6702,880,2054,78,870,51,621,0.307,0.367,0.414,0.781,112,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,CHW,DET,OAK"
Dale Mitchell,1921,11,19.5,2,1127,3984,555,1244,41,403,45,346,0.312,0.368,0.416,0.784,114,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,LAD"
Rocky Stone,1918,1,-0.2,0,13,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,45,0,1.0,4.38,78.0,1.257,13,0,0,24.666666666666668,11,CIN
Ken Holcombe,1918,6,2.0,0,99,106,7,19,0,3,0,3,0.179,0.202,0.198,0.4,9,18,32.0,3.98,101.0,1.459,99,48,2,375.0,118,"BAL,BOS,CHW,CIN,NYY"
Woody Williams,1918,3,0.5,0,22,25,1,3,0,1,0,1,0.12,0.154,0.16,0.314,-18,5,3.0,4.98,102.0,1.617,21,10,3,68.66666666666667,45,BEG
Ed Murphy,1918,1,-0.2,0,13,28,2,7,0,4,0,2,0.25,0.3,0.321,0.621,87,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Jim Prendergast,1917,1,-1.2,0,10,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,1.0,10.26,39.0,2.1,10,2,1,16.666666666666668,3,ATL
Gil Torres,1915,4,-0.2,0,346,1271,99,320,0,119,20,53,0.252,0.282,0.301,0.583,72,0,0.0,5.59,69.0,1.552,5,0,1,9.666666666666666,3,MIN
Cannonball Berry,1911,3,-0.5,0,18,16,0,2,0,0,0,0,0.125,0.125,0.125,0.25,-33,2,3.0,5.63,87.0,1.85,17,3,3,40.0,24,"CBE,KCM,SL2"
Nels Potter,1911,12,24.9,0,352,562,25,128,0,37,0,35,0.228,0.274,0.254,0.529,44,92,97.0,3.99,100.0,1.366,349,177,22,1686.0,747,"ATL,BAL,BOS,OAK,STL"
Lonny Frey,1910,14,44.5,3,1535,5517,848,1482,61,549,105,752,0.269,0.359,0.375,0.734,104,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN,LAD,NYY,SFG"
Phil Page,1905,4,-0.8,0,31,18,0,3,0,1,0,0,0.167,0.167,0.167,0.333,-13,3,3.0,6.23,70.0,1.875,31,6,0,69.33333333333333,15,"DET,LAD"
Guy Bush,1901,17,19.2,0,544,888,57,143,0,52,3,50,0.161,0.207,0.179,0.386,3,176,136.0,3.86,104.0,1.399,542,308,34,2722.0,850,"ATL,CHC,CIN,PIT,STL"
Cedric Durst,1896,7,-2.3,0,481,1103,145,269,15,124,7,75,0.244,0.294,0.351,0.645,67,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,NYY"
Roy Leslie,1894,3,-2.3,0,160,556,47,148,6,55,4,42,0.266,0.318,0.349,0.667,69,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,PHI,STL"
Rube Henderson,1894,2,-1.1,0,43,134,15,29,0,13,3,7,0.216,0.261,0.276,0.537,47,1,5.0,4.98,78.0,1.538,9,7,0,65.0,20,"COG,CTS,DS"
Sam White,1893,1,0.1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Hal Schwenk,1890,1,0.2,0,1,3,1,1,0,0,0,1,0.333,0.5,0.333,0.833,148,1,0.0,3.27,94.0,1.455,1,1,0,11.0,3,BAL
Henry Elder,1890,1,-0.1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,8.1,42.0,2.7,1,0,0,3.3333333333333335,0,DET
Roy Crabb,1890,1,0.1,0,9,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,5.0,3.29,96.0,1.442,9,8,0,52.0,15,"CHW,OAK"
Paul Meloan,1888,2,1.1,0,130,431,53,109,3,38,11,32,0.253,0.316,0.35,0.667,102,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW"
Ed Hallinan,1888,2,-1.4,0,80,255,24,54,0,15,7,19,0.212,0.269,0.239,0.508,46,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Sled Allen,1886,1,-0.5,0,14,23,3,3,0,1,0,1,0.13,0.231,0.174,0.405,31,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Lew Richie,1883,8,13.5,0,241,443,27,65,0,21,2,25,0.147,0.192,0.194,0.386,14,74,65.0,2.54,114.0,1.24,241,137,9,1359.3333333333333,438,"ATL,CHC,PHI"
Red Downs,1883,3,-1.3,0,241,790,67,179,3,95,13,28,0.227,0.256,0.304,0.56,73,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,DET,LAD"
Bob Lawson,1875,2,0.0,0,13,33,2,5,1,4,1,1,0.152,0.177,0.273,0.449,23,2,4.0,3.66,101.0,1.644,9,6,0,59.0,17,"ATL,BLA"
Cowboy Jones,1874,4,1.1,0,70,201,16,32,0,8,1,16,0.159,0.225,0.209,0.434,22,25,34.0,3.61,99.0,1.469,70,66,0,526.3333333333334,147,"CLV,STL"
George Davis HOF,1870,20,84.5,0,2372,9045,1545,2665,73,1440,619,874,0.295,0.362,0.405,0.767,121,0,1.0,15.75,24.0,2.75,3,0,1,4.0,4,"CHW,CLV,SFG"
Fred Andrus,1850,2,0.2,0,9,41,9,12,0,2,0,1,0.293,0.31,0.366,0.675,114,1,0.0,2.0,163.0,1.444,1,1,0,9.0,2,CHC
John O'Rourke,1849,3,6.6,0,230,945,148,279,11,98,0,47,0.295,0.329,0.442,0.771,149,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,NYP"
