Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Triston McKenzie,1997,5,5.0,0,1,2,0,1,0,0,0,0,0.5,0.5,0.5,1.0,178,21,29,3.98,102.0,1.139,84,80,0,436.3333333333333,458,CLE
Keston Hiura,1996,5,0.8,0,294,965,132,227,50,133,20,78,0.235,0.313,0.445,0.758,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,MIL"
Daulton Jefferies,1995,4,-1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,10,6.59,60.0,1.465,20,11,0,71.0,49,"OAK,PIT,SFG"
Mark Mathias,1994,3,0.7,0,73,179,21,44,6,30,7,19,0.246,0.317,0.391,0.708,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIL,PIT,SFG,TEX"
Paul DeJong,1993,8,13.6,1,868,2971,395,679,140,400,25,236,0.229,0.295,0.419,0.714,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,KCR,SFG,STL,TOR"
Keury Mella,1993,5,-0.4,0,10,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,0,7.22,64.0,2.023,21,0,0,28.666666666666668,25,"ARI,CIN"
Dylan Moore,1992,6,6.9,0,583,1434,211,296,52,173,104,182,0.206,0.316,0.384,0.701,99,0,0,36.0,16.0,7.0,1,0,0,1.0,0,SEA
Parker Bridwell,1991,3,1.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,3,4.6,93.0,1.275,28,21,0,131.0,79,"ANA,BAL"
Onelki García,1989,2,-0.4,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,13.5,35.0,3.0,5,1,0,7.333333333333333,3,"KCR,LAD"
Brett Jackson,1988,2,0.0,0,51,124,14,21,4,9,0,23,0.169,0.299,0.331,0.63,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,CHC"
Juan Jaime,1987,2,-0.2,0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,5.93,64.0,1.976,18,0,0,13.666666666666666,19,ATL
Luke Hughes,1984,3,0.5,0,106,317,32,69,8,33,4,24,0.218,0.278,0.331,0.609,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,OAK"
Konrad Schmidt,1984,2,-0.3,0,8,15,1,1,0,2,0,2,0.067,0.177,0.067,0.243,-31,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ARI
Huston Street,1983,13,14.5,2,304,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,42,34,2.95,141.0,1.066,668,0,324,680.0,665,"ANA,COL,OAK,SDP"
Grady Sizemore,1982,10,27.8,3,1101,4147,660,1098,150,518,143,483,0.265,0.349,0.457,0.806,115,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CLE,PHI,TBD"
Colby Lewis,1979,11,9.0,0,15,27,1,7,0,5,0,0,0.259,0.259,0.296,0.556,48,77,72,4.7,94.0,1.343,233,195,0,1215.0,961,"DET,OAK,TEX"
Humberto Quintero,1979,12,1.8,0,471,1346,95,315,20,127,1,47,0.234,0.267,0.327,0.594,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"HOU,KCR,PHI,SDP,SEA"
Matt Riley,1979,4,-0.1,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,5,4,5.99,77.0,1.761,26,18,0,97.66666666666667,78,"BAL,TEX"
Matt Guerrier,1978,11,8.0,0,164,3,0,0,0,1,0,1,0.0,0.25,0.0,0.25,-24,27,35,3.52,119.0,1.262,555,3,6,623.0,411,"CHC,LAD,MIN"
Julio Mateo,1977,6,4.1,0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,18,12,3.68,118.0,1.203,219,1,2,318.3333333333333,216,SEA
Joe Dillon,1975,4,0.6,0,137,217,35,57,3,19,1,22,0.263,0.344,0.378,0.722,91,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,MIL,TBD"
