Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Matt Miller,1974,2,-0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.84,58.0,2.419,15,0,0,10.333333333333334,7,DET
Mike Venafro,1973,7,4.0,0,51,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15,10,4.09,118.0,1.413,307,0,5,253.33333333333334,131,"COL,LAD,OAK,TBD,TEX"
Steve Sinclair,1971,2,0.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,5.24,94.0,1.573,45,0,0,34.333333333333336,26,"SEA,TOR"
Dae-Sung Koo,1969,1,0.2,0,33,2,1,1,0,0,0,0,0.5,0.5,1.0,1.5,286,0,0,3.91,107.0,1.522,33,0,0,23.0,23,NYM
Frank Cimorelli,1968,1,-0.6,0,11,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,8.78,48.0,2.25,11,0,1,13.333333333333334,1,STL
Scott Taylor,1967,2,-0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,6.31,71.0,1.675,20,1,0,25.666666666666668,15,BOS
Tim Wakefield,1966,19,34.4,1,70,111,4,13,1,4,0,3,0.117,0.148,0.162,0.31,-16,200,180,4.41,105.0,1.35,627,463,22,3226.3333333333335,2156,"BOS,PIT"
Paul Marak,1965,1,0.7,0,7,11,1,1,0,0,0,1,0.091,0.167,0.091,0.258,-28,1,2,3.69,110.0,1.487,7,7,0,39.0,15,ATL
Cliff Young,1964,3,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,4,4.25,99.0,1.486,49,7,1,103.66666666666667,56,"ANA,CLE"
Danny Sheaffer,1961,7,-4.7,0,389,946,87,219,13,110,6,60,0.232,0.278,0.324,0.602,56,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CLE,COL,STL"
Roger LaFrancois,1956,1,0.1,0,8,10,1,4,0,1,0,0,0.4,0.4,0.5,0.9,140,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Derek Botelho,1956,2,0.3,0,11,14,2,2,0,0,0,1,0.143,0.2,0.143,0.343,-6,3,4,4.9,83.0,1.588,19,11,0,68.0,35,"CHC,KCR"
Jim Dorsey,1955,3,-1.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,11.79,36.0,2.662,8,5,0,23.666666666666668,14,"ANA,BOS"
Art James,1952,1,-0.5,0,11,40,2,9,0,1,1,1,0.225,0.244,0.275,0.519,45,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Bombo Rivera,1952,6,2.5,0,335,831,109,220,10,83,11,71,0.265,0.323,0.374,0.697,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,MIN,WSN"
Chris Coletta,1944,1,0.0,0,14,30,5,9,1,7,0,1,0.3,0.323,0.433,0.756,130,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ANA
Tom Burgmeier,1943,17,17.9,1,294,66,20,14,0,0,1,3,0.212,0.246,0.242,0.489,40,79,55,3.23,119.0,1.283,745,3,102,1258.6666666666667,584,"ANA,BOS,KCR,MIN,OAK"
John Pregenzer,1932,2,-0.6,0,19,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,4.88,72.0,1.735,19,0,1,27.666666666666668,13,SFG
Lloyd Merriman,1924,5,1.0,0,455,1202,140,291,12,117,20,126,0.242,0.316,0.345,0.661,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CHW,CIN"
Wilmer Fields,1922,6,3.8,1,91,221,29,56,2,40,1,6,0.253,0.273,0.348,0.622,75,21,6,3.43,120.0,1.298,39,28,2,215.0,97,HG
Lonnie Summers,1915,1,0.0,0,20,69,15,16,0,7,0,5,0.232,0.293,0.29,0.583,54,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BEG
Art Hefner,1913,1,-0.2,0,23,88,8,20,0,6,5,7,0.227,0.284,0.227,0.512,49,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NBY
Claude Hayslett,1912,4,-0.2,0,14,25,1,4,0,0,0,1,0.16,0.192,0.16,0.352,-1,2,3,5.13,88.0,1.614,13,9,0,52.666666666666664,26,"BCA,IA,MRS,NBY"
Bill Phebus,1909,3,0.8,0,13,10,1,0,0,1,0,7,0.0,0.412,0.0,0.412,14,3,2,3.31,138.0,1.491,13,6,2,54.333333333333336,18,MIN
Bill Posedel,1906,5,-0.4,0,138,227,13,40,0,21,0,12,0.176,0.218,0.212,0.429,21,41,43,4.56,81.0,1.479,138,87,6,679.3333333333334,227,"ATL,LAD"
William Dyke,1906,1,0.0,0,2,2,0,0,0,0,0,1,0.0,0.333,0.0,0.333,7,0,0,0.0,0.0,0.0,0,0,0,0.0,0,JRC
Bun Hayes,1903,7,1.7,0,71,142,14,30,0,13,1,7,0.211,0.253,0.239,0.493,31,19,22,5.36,88.0,1.563,62,39,0,332.6666666666667,132,"BBS,CAG,ND,NE,WAP"
Joe Klinger,1902,2,0.0,0,7,13,0,5,0,1,0,0,0.385,0.385,0.385,0.769,102,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,SFG"
Darltie Cooper,1902,9,12.7,0,202,512,65,128,7,75,2,23,0.25,0.288,0.356,0.643,68,56,43,4.12,112.0,1.369,136,95,2,850.0,302,"ABC,BBS,HBG,HIL,NE,NLG,PBG,WAP"
Jimmy Binder,1902,7,0.6,0,236,880,98,227,0,77,10,48,0.258,0.299,0.314,0.613,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"AB2,BEG,HG,MRS,PC"
Charlie Caldwell,1901,1,-0.2,0,3,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,0,0,16.88,29.0,3.75,3,0,0,2.6666666666666665,1,NYY
Tink Riviere,1899,2,-0.6,0,21,9,2,3,0,0,0,3,0.333,0.5,0.444,0.944,154,1,0,6.91,54.0,1.814,21,2,0,43.0,16,"CHW,STL"
Emmett Bowles,1898,1,-0.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,27.0,21.0,3.0,1,0,0,1.0,0,CHW
Angel Aragón,1890,3,-0.8,0,32,76,4,9,0,5,2,5,0.118,0.183,0.132,0.315,-5,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Dwight Stone,1886,2,-1.8,0,57,91,7,16,1,6,0,3,0.176,0.202,0.22,0.422,23,10,20,4.08,74.0,1.52,57,29,0,277.6666666666667,125,"BAL,KCP"
Red Ames,1882,17,24.3,0,533,1014,52,143,3,62,5,61,0.141,0.19,0.174,0.363,8,183,167,2.63,109.0,1.229,533,371,36,3198.0,1702,"CIN,PHI,SFG,STL"
Bucky Veil,1881,2,0.6,0,13,30,2,7,0,2,0,0,0.233,0.233,0.267,0.5,41,5,3,3.94,82.0,1.513,13,7,0,75.33333333333333,21,PIT
Jim Holmes,1881,2,-0.6,0,16,18,2,4,0,0,0,0,0.222,0.222,0.222,0.444,42,1,4,3.49,71.0,1.531,16,2,0,49.0,11,"LAD,OAK"
War Sanders,1877,2,-1.5,0,12,21,1,1,0,0,0,0,0.048,0.048,0.048,0.095,-72,2,8,5.64,55.0,1.61,12,9,0,59.0,20,STL
William Nance,1876,3,2.1,0,189,657,110,182,7,99,14,83,0.277,0.362,0.385,0.748,104,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,LOU"
Bill Hill,1874,4,7.0,0,124,348,31,58,0,18,2,17,0.167,0.21,0.181,0.391,7,36,69,4.16,99.0,1.514,124,115,3,925.0,280,"BLO,CIN,CLV,LAD,LOU"
