Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Josh Kroeger,1982,1,-0.6,0,22,54,5,9,0,2,0,1,0.167,0.182,0.222,0.404,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,ARI
Ramón Ramírez,1981,9,6.6,0,247,6,0,2,0,0,0,0,0.333,0.333,0.333,0.667,71,23,21.0,3.42,125.0,1.288,424,0,9,434.6666666666667,364,"BAL,BOS,COL,KCR,NYM,SFG"
Dennis Dove,1981,1,-0.2,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,15.0,33.0,2.0,3,0,0,3.0,1,STL
Tim Raines Jr.,1979,3,0.2,0,75,160,24,34,0,7,10,9,0.213,0.263,0.281,0.545,45,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Shane Loux,1979,5,-1.5,0,16,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,4,7.0,5.94,72.0,1.618,58,13,0,144.0,47,"ANA,DET,SFG"
Clay Hensley,1979,7,3.3,0,265,87,2,8,0,4,1,4,0.092,0.132,0.115,0.247,-32,28,34.0,4.0,99.0,1.373,271,49,10,517.0,371,"FLA,SDP,SFG"
Ramón Santiago,1979,13,7.3,0,920,2436,295,592,30,214,30,203,0.243,0.314,0.33,0.643,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,DET,SEA"
Tim Drew,1978,5,-2.3,0,25,7,1,0,0,0,0,1,0.0,0.125,0.0,0.125,-64,2,4.0,7.02,65.0,1.795,35,11,2,84.66666666666667,40,"ATL,CLE,WSN"
Jason Gilfillan,1976,1,-0.2,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,7.71,65.0,1.959,13,0,0,16.333333333333332,12,KCR
Nate Minchey,1969,4,-0.6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7.0,6.75,73.0,2.0,15,12,0,64.0,38,"BOS,COL"
Hideo Nomo,1968,12,20.9,1,233,485,22,65,4,26,0,13,0.134,0.156,0.192,0.348,-7,123,109.0,4.24,97.0,1.354,323,318,0,1976.3333333333333,1918,"BOS,DET,KCR,LAD,MIL,NYM,TBD"
Pat Howell,1968,1,0.1,0,31,75,9,14,0,1,4,2,0.187,0.218,0.2,0.418,20,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Stan Royer,1967,4,-0.3,0,89,164,14,41,4,21,0,4,0.25,0.266,0.384,0.65,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,STL"
Jeff Frye,1966,8,7.1,0,667,2155,316,626,16,194,56,212,0.291,0.357,0.386,0.742,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,COL,TEX,TOR"
Greg Tubbs,1962,1,-0.1,0,35,59,10,11,1,2,3,14,0.186,0.351,0.237,0.589,62,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Mike Hartley,1961,6,2.9,0,142,23,1,1,0,0,0,0,0.044,0.044,0.044,0.087,-75,19,13.0,3.7,105.0,1.337,202,6,4,318.6666666666667,259,"BAL,BOS,LAD,MIN,PHI"
Morris Madden,1960,3,-0.7,0,16,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,2.0,5.91,62.0,2.297,16,3,0,21.333333333333332,9,"DET,PIT"
Von Hayes,1958,12,29.9,1,1495,5249,767,1402,143,696,253,712,0.267,0.354,0.416,0.77,113,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CLE,PHI"
Tom Candiotti,1956,16,41.1,0,191,299,11,35,0,12,0,7,0.117,0.14,0.134,0.273,-24,151,164.0,3.73,108.0,1.301,451,410,0,2725.0,1735,"CLE,LAD,MIL,OAK,TOR"
Jack Perconte,1954,7,6.0,0,433,1441,191,389,2,76,78,149,0.27,0.34,0.329,0.669,86,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,CLE,LAD,SEA"
Claudell Washington,1954,17,19.6,2,1912,6787,926,1884,164,824,312,468,0.278,0.325,0.42,0.745,106,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,ATL,CHW,NYM,NYY,OAK,TEX"
Bill Nahorodny,1953,9,0.2,0,308,844,74,203,25,109,1,56,0.241,0.29,0.385,0.675,85,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHW,CLE,DET,PHI,SEA"
Juan Bernhardt,1953,4,-1.1,0,154,492,46,117,9,43,3,14,0.238,0.261,0.339,0.601,66,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,SEA"
Boots Day,1947,6,1.6,0,471,1151,146,295,8,98,15,95,0.256,0.314,0.312,0.626,76,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,STL,WSN"
Tom Dukes,1942,6,-1.2,0,161,21,1,2,0,2,0,1,0.095,0.136,0.143,0.279,-20,5,16.0,4.35,80.0,1.419,161,0,22,217.0,169,"ANA,BAL,HOU,SDP"
Ramon Webster,1942,5,2.6,0,380,778,76,190,17,98,9,70,0.244,0.308,0.365,0.673,99,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,OAK,SDP"
Ramón Hernández,1940,9,6.2,0,325,40,3,5,0,2,0,5,0.125,0.222,0.175,0.397,14,23,15.0,3.03,116.0,1.241,337,0,46,430.3333333333333,255,"ATL,BOS,CHC,PIT"
Cleo James,1940,4,-1.2,0,208,381,69,87,5,27,16,28,0.228,0.299,0.318,0.617,63,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,LAD"
Tracy Stallard,1937,7,3.1,0,183,245,8,27,0,6,0,0,0.11,0.113,0.127,0.24,-33,30,57.0,4.17,89.0,1.385,183,104,4,764.6666666666666,477,"BOS,NYM,STL"
Frank Robinson HOF,1935,21,107.2,14,2808,10006,1829,2943,586,1812,204,1420,0.294,0.389,0.537,0.926,154,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,BAL,CIN,CLE,LAD"
Buzz Dozier,1928,2,0.0,0,4,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,6.55,66.0,1.909,4,0,0,11.0,3,MIN
Paul Hinrichs,1925,1,-0.3,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,21.6,23.0,3.3,4,0,0,3.3333333333333335,1,BOS
George Wilson,1924,3,-0.9,0,145,209,15,40,3,19,0,14,0.191,0.246,0.273,0.518,41,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,NYY,SFG"
Hub Andrews,1922,2,0.0,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,4.63,93.0,1.8,8,0,0,11.666666666666666,2,SFG
Jack Wallaesa,1919,5,-1.5,0,219,584,56,120,15,61,3,46,0.206,0.267,0.325,0.592,66,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,OAK"
Frank Dasso,1917,2,0.4,0,18,31,2,5,0,2,0,2,0.161,0.212,0.161,0.373,5,4,5.0,3.91,97.0,1.51,18,12,0,96.66666666666667,40,CIN
Danny Litwhiler,1916,11,18.4,1,1057,3494,428,982,107,451,11,299,0.281,0.342,0.438,0.78,119,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CIN,PHI,STL"
Ray Mack,1916,9,4.7,1,791,2707,273,629,34,278,35,261,0.232,0.301,0.33,0.631,76,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CLE,NYY"
Ray Dandridge HOF,1913,8,5.2,3,246,927,144,296,4,146,20,58,0.319,0.36,0.433,0.793,110,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"AB2,BEG,HG,ND,NE"
Mays Copeland,1913,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,13.5,47.0,3.0,1,0,0,0.6666666666666666,0,STL
Tommy Sampson,1912,9,5.1,5,187,709,112,215,2,90,14,38,0.303,0.345,0.377,0.721,118,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,NYC"
Ira Hutchinson,1910,8,3.6,0,209,171,12,24,0,7,0,3,0.14,0.155,0.146,0.301,-16,34,33.0,3.76,100.0,1.436,209,32,13,610.6666666666666,179,"ATL,CHW,LAD,STL"
Fred Wilson,1908,4,2.3,1,63,199,28,63,3,28,3,22,0.317,0.396,0.402,0.798,128,4,1.0,3.23,124.0,1.283,7,6,0,53.0,27,"IC,NE,NYC"
Ray Berres,1907,11,-3.6,0,561,1330,96,287,3,78,4,76,0.216,0.26,0.255,0.515,44,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,LAD,PIT,SFG"
Jack Burns,1907,7,4.8,0,890,3506,541,980,44,417,63,376,0.28,0.351,0.392,0.742,88,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,DET"
Jack White,1905,2,-0.3,0,6,7,1,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Frank Pearce,1905,3,0.4,0,32,33,4,9,0,3,0,1,0.273,0.294,0.273,0.567,53,5,6.0,4.77,86.0,1.435,32,8,0,115.0,29,PHI
Sarge Connally,1898,12,7.4,0,304,301,32,70,1,22,1,9,0.233,0.255,0.306,0.56,45,49,60.0,4.3,99.0,1.562,304,67,31,994.0,345,"CHW,CLE"
William Bell,1897,14,34.8,0,269,670,73,168,1,80,3,49,0.251,0.304,0.306,0.61,64,114,52.0,3.26,135.0,1.179,219,156,10,1438.6666666666667,625,"DW,HG,KCM,ND,NE,PC"
Norman Glaser,1894,1,-0.3,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,15.43,28.0,3.0,1,0,0,2.3333333333333335,1,DET
Murphy Currie,1893,1,0.3,0,6,3,0,0,0,0,0,1,0.0,0.25,0.0,0.25,-19,0,0.0,1.88,144.0,1.116,6,0,0,14.333333333333334,8,STL
Eugene Scott,1889,1,-0.4,0,8,27,3,4,0,2,0,0,0.148,0.148,0.148,0.296,-12,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,DS
Wally Rehg,1888,7,-0.9,0,263,752,85,188,2,66,26,50,0.25,0.299,0.319,0.618,90,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BOS,CIN,PIT"
Fred Gaiser,1885,1,-0.1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,7.71,39.0,3.0,1,0,0,2.3333333333333335,2,STL
Syd Smith,1883,5,1.9,0,146,397,24,98,2,40,2,22,0.247,0.292,0.32,0.611,84,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CLE,OAK,PIT"
Buster Brown,1881,9,12.4,0,235,522,38,95,3,23,0,18,0.182,0.211,0.27,0.481,42,51,103.0,3.21,96.0,1.377,234,165,4,1451.6666666666667,501,"ATL,PHI,STL"
Matty Fitzgerald,1880,2,0.1,0,11,21,3,6,0,3,1,0,0.286,0.286,0.333,0.619,91,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Rome Chambers,1875,1,-0.2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0.0,11.25,40.0,2.5,1,0,1,4.0,2,ATL
Eddie Plank HOF,1875,17,90.9,0,630,1607,130,331,3,122,13,71,0.206,0.25,0.245,0.495,48,326,194.0,2.35,122.0,1.119,623,529,23,4495.666666666667,2246,"BAL,OAK,SLI"
Ed Bruyette,1874,1,-0.7,0,26,82,7,15,0,4,1,12,0.183,0.295,0.22,0.514,47,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Monte Cross,1869,15,16.7,0,1684,5828,719,1365,31,621,328,616,0.234,0.316,0.313,0.629,80,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BLO,OAK,PHI,PIT,STL"
Red Ehret,1868,11,20.8,0,397,1265,117,274,4,140,15,57,0.217,0.252,0.269,0.52,44,139,167.0,4.02,104.0,1.457,362,309,4,2754.3333333333335,848,"CIN,KCC,LOU,PIT,STL"
Dad Clarkson,1866,6,3.5,0,98,273,33,44,1,18,1,37,0.161,0.266,0.187,0.453,17,39,39.0,4.9,99.0,1.7,96,81,0,704.6666666666666,133,"ATL,BLO,SFG,STL"
Duke Farrell,1866,18,31.1,0,1565,5682,829,1572,52,916,150,480,0.277,0.338,0.385,0.723,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,BRS,CHC,CHP,LAD,PIT,SFG,WAS"
Gene Kimball,1850,1,-0.8,0,29,131,18,25,0,9,5,3,0.191,0.209,0.199,0.408,19,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,CFC
Val Robinson,1848,1,-0.2,0,7,30,6,6,0,4,0,1,0.2,0.226,0.2,0.426,37,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,OLY
