Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Jamie Vermilyea,1982,1,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.833,2,0,0,6.0,2,TOR
César Izturis,1980,13,6.1,1,1310,4350,441,1103,17,312,110,226,0.254,0.293,0.322,0.614,64,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHC,CIN,LAD,MIL,PIT,STL,TOR,WSN"
Rubén Mateo,1978,6,0.0,0,295,876,106,219,21,89,11,49,0.25,0.304,0.386,0.689,77,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,KCR,PIT,TEX"
Cedrick Bowers,1978,2,-0.4,0,8,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0,1,7.4,60.0,1.645,19,0,0,20.666666666666668,23,"COL,OAK"
Lance Berkman,1976,15,51.9,6,1879,6491,1146,1905,366,1234,86,1201,0.294,0.406,0.537,0.943,144,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"HOU,NYY,STL,TEX"
Hiroki Kuroda,1975,7,20.9,0,114,209,7,21,0,3,0,13,0.101,0.153,0.105,0.259,-28,79,79,3.45,115.0,1.172,212,211,0,1319.0,986,"LAD,NYY"
Kevin Sefcik,1971,7,1.5,0,425,771,92,212,6,56,21,80,0.275,0.351,0.371,0.722,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"COL,PHI"
Alberto Castillo,1970,12,1.7,0,418,1026,98,226,12,101,3,103,0.22,0.293,0.297,0.59,54,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,KCR,NYM,NYY,OAK,SFG,STL,TOR"
Bobby Jones,1970,10,7.5,1,235,442,29,59,1,17,0,15,0.134,0.164,0.158,0.322,-14,89,83,4.36,94.0,1.351,245,241,0,1518.6666666666667,887,"NYM,SDP"
Jayhawk Owens,1969,4,0.3,0,130,323,54,75,11,36,5,38,0.232,0.318,0.396,0.714,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,COL
Eddie Zosky,1968,5,-0.5,0,44,50,4,8,0,3,0,1,0.16,0.173,0.26,0.433,14,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,HOU,MIL,TOR"
Ryan Bowen,1968,5,-1.2,0,71,102,9,18,0,3,0,5,0.177,0.215,0.235,0.45,22,17,28,5.3,76.0,1.638,64,60,0,326.0,216,"FLA,HOU"
Lenny Webster,1965,12,3.3,0,587,1450,157,368,33,176,1,140,0.254,0.324,0.375,0.699,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,BOS,MIN,PHI,WSN"
Lenny Dykstra,1963,12,42.4,3,1278,4559,802,1298,81,404,285,640,0.285,0.375,0.419,0.793,120,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYM,PHI"
Dane Johnson,1963,3,0.3,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,2,4.7,98.0,1.746,63,0,2,67.0,57,"CHW,OAK,TOR"
Jack Fimple,1959,4,0.6,0,92,197,21,45,2,28,1,19,0.228,0.292,0.315,0.607,70,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,LAD"
Al Jones,1959,3,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,3.77,116.0,1.57,27,0,5,28.666666666666668,19,CHW
Jeff Cornell,1957,1,-1.0,0,23,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,3,6.1,58.0,1.904,23,0,0,38.333333333333336,19,SFG
Mike Champion,1955,3,-2.2,0,193,598,42,137,2,49,3,33,0.229,0.272,0.293,0.564,60,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SDP
Larry McWilliams,1954,13,10.8,0,359,446,26,60,0,15,1,12,0.135,0.161,0.157,0.318,-12,78,90,3.99,94.0,1.341,370,224,3,1558.3333333333333,940,"ATL,KCR,PHI,PIT,STL"
John Gamble,1948,2,-0.1,0,13,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Jim Barr,1948,12,30.7,0,421,513,28,83,1,31,2,15,0.162,0.191,0.205,0.396,10,101,112,3.56,105.0,1.278,454,252,12,2065.3333333333335,741,"ANA,SFG"
Bob Spence,1946,3,-0.9,0,72,183,13,37,4,19,0,16,0.202,0.265,0.306,0.571,57,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Sherman Jones,1935,3,-0.2,0,48,25,1,7,0,2,0,1,0.28,0.308,0.28,0.588,60,2,6,4.73,83.0,1.495,48,5,4,110.33333333333333,53,"CIN,NYM,SFG"
Jerry Davie,1933,1,0.1,0,11,10,1,4,0,2,0,2,0.4,0.5,0.4,0.9,145,2,2,4.17,98.0,1.555,11,5,0,36.666666666666664,20,DET
Russ Heman,1933,1,0.3,0,12,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,2.7,161.0,1.1,12,0,1,20.0,6,"ANA,CLE"
Billy O'Dell,1933,13,21.8,2,530,528,43,66,2,19,5,38,0.125,0.183,0.148,0.331,-6,105,100,3.29,109.0,1.24,479,199,50,1817.0,1133,"ATL,BAL,PIT,SFG"
Jim Stump,1932,2,0.8,0,11,3,1,2,0,0,0,0,0.667,0.667,1.0,1.667,344,1,0,2.19,186.0,1.419,11,0,0,24.666666666666668,8,DET
Randy Jackson,1926,10,12.4,2,955,3203,412,835,103,415,36,281,0.261,0.32,0.421,0.741,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CLE,LAD"
Jim Oliver,1919,1,-0.1,0,1,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,18,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CBE
Doc Dennis,1918,6,-0.8,0,244,864,100,217,13,131,2,67,0.251,0.31,0.358,0.667,85,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BEG,PS"
Roy Bruner,1917,3,-0.4,0,19,17,2,2,0,0,0,1,0.118,0.167,0.118,0.284,-19,0,7,5.74,67.0,1.979,19,5,0,62.666666666666664,28,PHI
Eddie Turchin,1917,1,0.0,0,11,13,4,3,0,1,0,3,0.231,0.375,0.231,0.606,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Allie Reynolds,1917,13,25.4,6,475,857,56,140,1,79,1,61,0.163,0.223,0.198,0.422,18,182,107,3.3,109.0,1.386,434,309,48,2492.3333333333335,1423,"CLE,NYY"
Ralph Hodgin,1915,6,5.7,0,530,1689,198,481,4,188,7,97,0.285,0.33,0.367,0.697,98,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHW"
Townsend Tapley,1913,1,0.1,0,5,16,0,5,0,1,0,2,0.313,0.389,0.375,0.764,109,0,0,0.0,0.0,0.0,0,0,0,0.0,0,AG
Henry Kimbro,1912,12,15.7,7,559,2172,479,651,30,261,72,317,0.3,0.394,0.434,0.828,127,0,0,5.4,86.0,1.8,1,0,0,5.0,1,"BEG,NBY"
Bob Logan,1910,5,3.0,0,57,65,3,13,0,7,0,2,0.2,0.224,0.262,0.485,34,7,15,3.15,123.0,1.464,57,25,4,222.66666666666666,67,"ATL,CHC,CIN,DET,LAD"
Francis Nance,1904,1,-0.2,0,3,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CAG
Hal Anderson,1904,1,-0.2,0,9,32,4,8,0,2,0,0,0.25,0.25,0.25,0.5,34,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Cap Tyson,1903,3,0.3,0,14,26,5,10,0,3,0,3,0.385,0.467,0.5,0.967,187,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BBB
Walt Lerian,1903,2,2.0,0,201,512,56,126,8,50,1,94,0.246,0.368,0.365,0.733,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Johnny Lucas,1903,2,-0.1,0,4,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
George Quellich,1903,1,-0.2,0,13,54,6,12,1,11,1,3,0.222,0.263,0.37,0.634,63,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Jake Stephens,1900,12,2.2,1,452,1599,245,388,1,127,63,142,0.243,0.312,0.291,0.602,61,0,0,0.0,0.0,0.0,1,0,0,0.3333333333333333,0,"HG,HIL,NBY,NLG,PS"
Wilbert Pritchett,1897,7,-1.3,0,50,93,4,12,0,2,0,4,0.129,0.165,0.129,0.294,-23,10,18,5.57,86.0,1.707,50,35,2,249.0,77,"BBS,HBG,HIL,NWB,PTG"
Harry O'Neill,1897,2,0.2,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,1.8,266.0,1.4,4,0,0,5.0,2,OAK
Bill Whaley,1896,1,-0.1,0,23,50,5,12,0,1,0,4,0.24,0.309,0.32,0.629,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Herb Pennock HOF,1894,22,45.1,0,620,1214,108,232,4,103,1,94,0.191,0.253,0.235,0.488,31,241,162,3.6,106.0,1.348,617,419,37,3571.6666666666665,1227,"BOS,NYY,OAK"
Cotton Tierney,1894,6,5.7,0,630,2299,266,681,31,331,28,109,0.296,0.332,0.415,0.746,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,LAD,PHI,PIT"
Bill Evans,1893,3,-0.7,0,28,40,1,4,0,0,0,1,0.1,0.122,0.15,0.272,-18,2,13,3.85,74.0,1.346,28,12,0,126.33333333333333,41,PIT
Lorenza Cobb,1888,1,0.4,0,30,91,11,28,0,14,4,2,0.308,0.351,0.341,0.691,106,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SLS
Rex Dawson,1888,1,0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1,0,0,1.0,1,MIN
Stubby Magner,1888,1,0.0,0,13,33,3,7,0,4,1,4,0.212,0.297,0.212,0.509,40,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Harry Wood,1885,1,-0.1,0,2,3,0,0,0,0,0,1,0.0,0.25,0.0,0.25,-30,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Ches Crist,1882,1,-0.2,0,6,11,1,0,0,0,0,0,0.0,0.083,0.0,0.083,-74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
Ben Caffyn,1879,1,-0.4,0,30,103,16,20,0,3,2,12,0.194,0.291,0.233,0.524,65,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Doc Sechrist,1876,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0,SFG
Kit McKenna,1873,2,-1.2,0,23,57,6,10,0,7,0,5,0.175,0.254,0.246,0.5,40,4,9,5.31,70.0,1.785,22,13,1,145.66666666666666,34,"BLO,LAD"
Barney Graham,1863,1,-0.2,0,42,172,23,46,0,0,0,2,0.267,0.276,0.331,0.607,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BLU,CPI"
Curt Welch,1862,10,20.2,0,1107,4385,915,1152,16,503,453,381,0.263,0.345,0.353,0.698,108,0,0,54.0,13.0,6.0,1,0,0,1.0,1,"BLO,CIN,LOU,PHA,STL,TOL"
George Bryant,1857,1,-0.1,0,1,4,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DTN
Jim Keenan,1856,11,10.5,0,527,1881,254,451,22,208,41,177,0.24,0.312,0.345,0.657,98,0,1,2.37,152.0,1.105,4,0,0,19.0,2,"BUF,CIN,IHO,NHV,PIT"
Asa Stratton,1853,1,0.0,0,1,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,54,0,0,0.0,0.0,0.0,0,0,0,0.0,0,WOR
