Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Keaton Winn,1998,2,2023,2024,-0.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,11,6.08,66.0,1.229,21,17,1,97.66666666666667,83,SFG
Mason Thompson,1998,3,2021,2023,0.0,0,31,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,8,4.53,92.0,1.539,106,0,2,103.33333333333333,82,"SDP,WSN"
Clarke Schmidt,1996,5,2020,2024,3.1,0,2,1,0,0,0,0,0,1,0.0,0.5,0.0,0.5,58,19,20,3.95,106.0,1.313,83,53,2,314.6666666666667,311,NYY
Luis Severino,1994,10,2015,2025,14.0,2,5,12,1,1,0,0,0,0,0.083,0.083,0.083,0.167,-55,65,47,3.82,110.0,1.198,176,160,0,934.0,970,"NYM,NYY,OAK"
Jurickson Profar,1993,12,2012,2025,8.0,1,1123,3762,530,920,111,444,57,431,0.245,0.331,0.394,0.725,98,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,COL,OAK,SDP,TEX"
Johnny Field,1992,1,2018,2018,0.6,0,83,221,28,49,9,21,4,7,0.222,0.254,0.403,0.657,78,0,0,0.0,0.0,1.0,1,0,0,1.0,0,"MIN,TBD"
Buck Farmer,1991,11,2014,2024,4.4,0,13,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,40,24,30,4.71,95.0,1.402,417,22,6,513.6666666666666,486,"CIN,DET"
Spencer Patton,1988,6,2014,2023,-0.6,0,21,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,5,4,5.11,85.0,1.332,113,0,2,116.33333333333333,118,"CHC,OAK,TEX"
Julio Borbon,1986,5,2009,2016,1.7,0,294,802,112,219,8,76,47,49,0.273,0.318,0.347,0.665,76,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHC,TEX"
Vinnie Pestano,1985,6,2010,2015,4.5,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,8,2.98,132.0,1.258,223,0,11,202.66666666666666,244,"ANA,CLE"
Ryan Sweeney,1985,9,2006,2014,6.9,0,682,2118,265,584,23,224,18,183,0.276,0.333,0.38,0.713,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,CHW,OAK"
Brian McCann,1984,15,2005,2019,31.6,7,1755,6067,742,1590,282,1018,25,640,0.262,0.337,0.452,0.789,110,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,HOU,NYY"
José Morales,1983,4,2007,2011,0.6,0,96,218,25,63,0,21,0,29,0.289,0.365,0.344,0.709,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"COL,MIN"
Justin Verlander,1983,20,2005,2025,80.1,9,24,50,2,5,0,1,0,0,0.1,0.1,0.1,0.2,-46,262,147,3.31,129.0,1.127,529,529,0,3428.6666666666665,3432,"DET,HOU,NYM,SFG"
Jason Hirsh,1982,3,2006,2008,-0.3,0,30,50,0,3,0,2,0,1,0.06,0.078,0.06,0.138,-64,8,11,5.32,89.0,1.449,32,29,0,165.66666666666666,110,"COL,HOU"
Ryan Langerhans,1980,11,2002,2013,3.1,0,597,1250,177,283,33,125,11,192,0.226,0.333,0.371,0.704,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,ATL,OAK,SEA,TOR,WSN"
Donzell McDonald,1975,2,2001,2002,-0.3,0,15,25,3,5,0,1,1,4,0.2,0.3,0.28,0.58,51,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"KCR,NYY"
Leo Estrella,1975,3,2000,2004,0.6,0,58,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,3,4.88,90.0,1.583,62,0,3,72.0,28,"MIL,SFG,TOR"
Liván Hernández,1975,17,1996,2012,30.0,2,491,973,64,215,10,85,0,10,0.221,0.231,0.295,0.526,38,178,177,4.44,95.0,1.44,519,474,1,3189.0,1976,"ARI,ATL,COL,FLA,MIL,MIN,NYM,SFG,WSN"
Tom Fordham,1974,2,1997,1998,-0.6,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,1,3,6.61,69.0,1.837,36,6,0,65.33333333333333,33,CHW
Shane Spencer,1972,7,1998,2004,4.9,0,538,1671,208,438,59,242,13,152,0.262,0.326,0.428,0.754,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,NYM,NYY,TEX"
Kurt Knudsen,1967,3,1992,1994,-1.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,5,5.07,82.0,1.636,82,1,7,113.66666666666667,81,DET
Derek Lilliquist,1966,8,1989,1996,4.7,0,76,108,11,23,2,8,0,1,0.213,0.22,0.278,0.498,38,25,34,4.13,96.0,1.377,262,52,17,483.6666666666667,261,"ATL,BOS,CIN,CLE,SDP"
Paul Faries,1965,4,1990,1993,0.1,0,96,214,26,43,0,14,5,20,0.201,0.273,0.252,0.525,47,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"SDP,SFG"
Tony Menéndez,1965,3,1992,1994,-0.3,0,23,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,3,1,4.97,83.0,1.207,23,0,0,29.0,20,"CIN,PIT,SFG"
