Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Sam Bachman,1999,2,2023,2025,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,5,4.05,110.0,1.53,30,0,1,33.333333333333336,28,ANA
Hagen Danner,1998,1,2023,2023,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,0.3333333333333333,0,TOR
Jesús Luzardo,1997,7,2019,2025,11.0,0,13,15,1,0,0,0,0,4,0.0,0.211,0.0,0.211,-35,40,40,4.22,104.0,1.254,135,119,2,681.6666666666666,759,"FLA,OAK,PHI"
Damon Jones,1994,2,2021,2022,-0.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9.0,51.0,2.4,5,0,0,5.0,5,PHI
Travis Demeritte,1994,3,2019,2022,-1.7,0,92,287,38,62,6,20,3,23,0.216,0.277,0.328,0.605,63,0,0,36.0,17.0,4.0,1,0,0,1.0,0,"ATL,DET"
Trent Thornton,1993,7,2019,2025,1.5,0,7,3,2,2,0,0,0,0,0.667,0.667,0.667,1.333,262,14,19,4.38,96.0,1.334,235,36,1,401.0,379,"SEA,TOR"
Jack Mayfield,1990,4,2019,2022,-0.1,0,156,442,51,89,13,53,6,23,0.201,0.248,0.344,0.592,60,0,0,0.0,0.0,0.75,2,0,0,1.3333333333333333,0,"ANA,HOU,SEA"
Kyle Parker,1989,2,2014,2015,-1.7,0,64,132,11,24,3,12,1,6,0.182,0.217,0.295,0.513,31,0,0,0.0,0.0,0.0,0,0,0,0.0,0,COL
Sugar Ray Marimón,1988,1,2015,2015,-0.5,0,14,6,0,2,0,0,0,1,0.333,0.429,0.333,0.762,116,0,1,7.36,53.0,1.714,16,0,0,25.666666666666668,14,ATL
Brian Moran,1988,3,2019,2022,-0.1,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,7.94,62.0,2.118,18,0,0,11.333333333333334,17,"ANA,FLA,TOR"
Kenley Jansen,1987,16,2010,2025,24.1,4,643,9,1,3,0,1,0,1,0.333,0.4,0.444,0.844,129,54,40,2.58,154.0,0.965,930,0,474,924.3333333333334,1273,"ANA,ATL,BOS,LAD"
Edward Paredes,1986,2,2017,2018,0.0,0,23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,4.5,93.0,1.063,25,0,0,16.0,19,LAD
James Hoyt,1986,6,2016,2021,0.8,0,6,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,4,1,3.94,108.0,1.325,107,0,0,102.66666666666667,135,"ANA,CLE,FLA,HOU"
Daniel Robertson,1985,4,2014,2017,0.5,0,148,351,43,92,1,36,6,27,0.262,0.314,0.328,0.642,78,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CLE,SEA,TEX"
Jamie Romak,1985,2,2014,2015,-0.3,0,27,36,4,6,0,4,0,3,0.167,0.231,0.25,0.481,34,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,LAD"
Danny Worth,1985,6,2010,2016,-0.5,0,149,300,34,67,2,20,1,24,0.223,0.281,0.287,0.568,56,0,0,4.5,103.0,2.0,2,0,0,2.0,2,"DET,HOU"
Seth Smith,1982,11,2007,2017,11.6,0,1249,3582,525,934,126,458,22,431,0.261,0.344,0.446,0.79,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,COL,OAK,SDP,SEA"
Brandon Watson,1981,3,2005,2007,-0.4,0,40,86,10,17,1,7,2,6,0.198,0.25,0.279,0.529,41,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,WSN"
