Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Luis Morales,2002,1,2025,2025,1.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,3,3.14,134.0,1.151,10,9,0,48.666666666666664,43,OAK
Graham Pauley,2000,2,2024,2025,0.4,0,75,193,22,40,6,16,2,21,0.207,0.284,0.358,0.641,77,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"FLA,SDP"
Patrick Monteverde,1997,1,2025,2025,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9.82,49.0,2.727,1,0,0,3.6666666666666665,4,FLA
Declan Cronin,1997,2,2023,2024,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,5,4.98,87.0,1.451,65,0,0,81.33333333333333,80,"CHW,FLA"
Levi Jordan,1995,1,2024,2024,-0.2,0,7,10,1,1,0,1,0,0,0.1,0.091,0.2,0.291,-24,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
José Torres,1993,2,2016,2017,0.6,0,61,1,1,1,0,0,0,0,1.0,1.0,1.0,2.0,440,7,4,4.04,105.0,1.178,66,0,1,71.33333333333333,66,SDP
Drew Smith,1993,6,2018,2024,2.0,0,53,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,12,13,3.48,115.0,1.278,191,1,5,196.33333333333334,202,NYM
Michael Ynoa,1991,2,2016,2017,0.2,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,4.42,95.0,1.475,45,0,0,59.0,53,CHW
Wynton Bernard,1990,1,2022,2022,0.1,0,12,42,9,12,0,3,3,0,0.286,0.286,0.31,0.595,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,COL
Jake Buchanan,1989,4,2014,2017,0.1,0,8,4,1,1,0,1,0,1,0.25,0.4,0.25,0.65,80,2,3,4.73,87.0,1.5,29,3,0,64.66666666666667,33,"CHC,CIN,HOU"
Matt Ramsey,1989,1,2019,2019,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,1.0,1,ANA
Moisés Sierra,1988,4,2012,2018,-0.8,0,207,469,51,110,9,41,6,32,0.235,0.287,0.362,0.649,79,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,TOR,WSN"
James Jones,1988,2,2014,2015,-1.1,0,136,341,47,81,0,9,28,14,0.238,0.268,0.296,0.564,63,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SEA
Hunter Strickland,1988,11,2014,2025,6.4,0,300,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,26,25,3.39,123.0,1.223,499,0,30,470.0,422,"ANA,CIN,MIL,NYM,SEA,SFG,TBD,WSN"
Jake Goebbert,1987,1,2014,2014,-0.1,0,51,101,12,22,1,10,2,12,0.218,0.313,0.317,0.63,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SDP
Rafael Rodríguez,1984,2,2009,2010,-0.5,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,5.6,80.0,1.811,21,0,0,35.333333333333336,13,"ANA,ARI"
Scott Carroll,1984,3,2014,2016,-0.7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,11,4.6,83.0,1.473,47,19,0,168.33333333333334,93,CHW
Travis Ishikawa,1983,8,2006,2015,1.1,0,488,944,114,241,23,137,3,85,0.255,0.321,0.391,0.712,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,MIL,NYY,PIT,SFG"
Jeff Karstens,1982,7,2006,2012,3.2,0,117,145,10,13,0,4,0,8,0.09,0.143,0.097,0.239,-32,26,40,4.44,90.0,1.332,138,91,0,592.3333333333334,330,"NYY,PIT"
Levale Speigner,1980,2,2007,2008,-1.7,0,24,4,0,0,0,0,0,1,0.0,0.2,0.0,0.2,-40,2,4,9.19,47.0,2.083,26,6,0,48.0,20,WSN
