Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Troy Taylor,2001,2,2024,2025,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4.84,78.0,1.254,25,0,1,22.333333333333332,27,SEA
Ben Brown,1999,2,2024,2025,0.9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,4.05,100.0,1.292,22,14,0,86.66666666666667,99,CHC
Nick Sogard,1997,1,2024,2024,0.3,0,31,77,13,21,0,8,3,7,0.273,0.326,0.325,0.65,84,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
JoJo Romero,1996,6,2020,2025,0.7,0,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,8,4.35,99.0,1.248,146,0,4,142.66666666666666,136,"PHI,STL"
Wil Crowe,1994,4,2020,2023,-0.6,0,27,35,2,2,0,0,0,1,0.057,0.108,0.086,0.194,-46,10,21,5.3,80.0,1.562,94,29,5,210.66666666666666,196,"PIT,WSN"
Jimmy Herget,1993,7,2019,2025,3.4,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,9,3.39,128.0,1.172,142,3,9,172.33333333333334,151,"ANA,ATL,CIN,COL,TEX"
Alex Young,1993,6,2019,2024,0.9,0,48,29,1,1,0,0,0,0,0.035,0.035,0.035,0.069,-82,16,18,4.34,102.0,1.408,177,25,1,277.6666666666667,239,"ARI,CIN,CLE,NYM,SFG"
Pat Valaika,1992,6,2016,2021,-2.7,0,373,802,91,177,30,92,1,47,0.221,0.264,0.378,0.642,65,0,0,0.0,0.0,0.0,2,0,0,1.3333333333333333,0,"BAL,COL"
Billy Hamilton,1990,11,2013,2023,9.8,0,951,2988,454,713,24,189,326,230,0.239,0.292,0.325,0.618,66,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHC,CHW,CIN,FLA,KCR,MIN,NYM"
Anthony Ranaudo,1989,3,2014,2016,-1.6,0,5,10,1,1,1,1,0,0,0.1,0.1,0.4,0.5,29,5,5,7.01,59.0,1.593,20,14,0,86.0,44,"BOS,CHW,TEX"
Joey Terdoslavich,1988,3,2013,2015,-0.3,0,92,145,17,32,1,10,1,15,0.221,0.296,0.324,0.62,72,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ATL
Will Middlebrooks,1988,6,2012,2017,-0.6,0,347,1150,119,262,43,155,10,64,0.228,0.272,0.391,0.663,80,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,MIL,SDP,TEX"
Michael Bowden,1986,6,2008,2013,0.8,0,64,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,3,5,4.51,94.0,1.399,103,2,0,133.66666666666666,100,"BOS,CHC"
Brett Pill,1984,3,2011,2013,0.7,0,111,240,28,56,9,32,1,13,0.233,0.279,0.404,0.683,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Mike Costanzo,1983,1,2012,2012,-0.6,0,17,18,0,1,0,2,0,1,0.056,0.095,0.056,0.151,-58,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
