Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
James Wood,2002,1,1.1,0,79,295,43,78,9,41,14,39,0.264,0.354,0.427,0.781,122,0,0,0.0,0.0,0.0,0,0,0,0.0,0,WSN
Ben Joyce,2000,2,1.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,2.82,153.0,1.299,43,1,4,44.666666666666664,43,ANA
Jordan Balazovic,1998,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,4.44,100.0,1.562,18,0,0,24.333333333333332,17,MIN
Pedro Pagés,1998,1,0.8,0,68,202,19,48,7,27,2,13,0.238,0.281,0.376,0.657,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,STL
Dillon Dingler,1998,1,-0.3,0,27,84,2,14,1,11,0,3,0.167,0.195,0.31,0.505,41,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Oscar Colás,1998,2,-1.5,0,88,278,33,62,5,23,4,16,0.223,0.271,0.309,0.58,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Jeff Lindgren,1996,1,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.14,95.0,1.143,3,0,0,7.0,1,FLA
Kyle Dohy,1996,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,1,0,0,1.0,1,PHI
Mike Shawaryn,1994,1,-0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9.74,51.0,1.918,14,0,0,20.333333333333332,29,BOS
Anderson Severino,1994,1,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,6.14,68.0,1.5,6,0,0,7.333333333333333,9,CHW
Daniel Castano,1994,4,0.7,0,5,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,7,4.47,97.0,1.489,24,17,0,88.66666666666667,49,FLA
James Marvel,1993,1,-0.4,0,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,3,8.31,53.0,1.788,4,4,0,17.333333333333332,9,PIT
Zack Granite,1992,1,0.3,0,40,93,14,22,1,13,2,12,0.237,0.321,0.29,0.611,66,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
José Ramírez,1992,12,52.4,6,1451,5377,898,1500,255,864,243,600,0.279,0.352,0.504,0.856,130,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Brady Rodgers,1990,2,-0.9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,15.53,28.0,2.4,8,1,0,13.333333333333334,7,HOU
Marcus Semien,1990,12,45.8,3,1502,5895,906,1505,238,739,128,581,0.255,0.323,0.44,0.763,110,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHW,OAK,TEX,TOR"
Casey Crosby,1988,1,-0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,9.49,46.0,2.108,3,3,0,12.333333333333334,9,DET
Eric Hurley,1985,1,0.1,0,1,2,0,1,0,0,0,0,0.5,0.5,0.5,1.0,166,1,2,5.47,82.0,1.419,5,5,0,24.666666666666668,13,TEX
B.J. Rosenberg,1985,3,-0.7,0,53,3,0,1,0,1,0,0,0.333,0.333,0.333,0.667,81,4,2,5.72,69.0,1.553,57,1,1,56.666666666666664,52,PHI
Greg Golson,1985,4,-0.6,0,40,41,6,8,0,2,2,1,0.195,0.214,0.244,0.458,22,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,PHI,TEX"
Danny Putnam,1982,1,-0.2,0,11,28,3,6,1,2,0,3,0.214,0.29,0.321,0.612,66,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Sean Burnett,1982,9,5.9,0,351,29,2,2,0,0,0,4,0.069,0.182,0.103,0.285,-22,15,23,3.52,117.0,1.337,380,13,10,378.3333333333333,277,"ANA,PIT,WSN"
Casey Janssen,1981,9,7.4,0,68,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,31,29,3.63,118.0,1.214,437,22,90,533.0,395,"TOR,WSN"
Dan Haren,1980,13,35.1,3,218,414,31,83,2,39,0,17,0.201,0.233,0.278,0.511,36,153,131,3.75,109.0,1.181,391,380,1,2419.6666666666665,2013,"ANA,ARI,CHC,FLA,LAD,OAK,STL,WSN"
Ryan Jensen,1975,4,-0.3,0,48,74,5,10,0,6,0,1,0.135,0.158,0.162,0.32,-14,17,12,5.06,79.0,1.512,57,42,0,252.66666666666666,152,"KCR,SFG"
Brady Raggio,1972,3,-1.5,0,28,4,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-100,2,3,8.1,54.0,2.143,29,5,1,46.666666666666664,32,"ARI,STL"
Jim Pena,1964,1,0.1,0,25,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,17,1,1,3.48,97.0,1.568,25,2,0,44.0,32,SFG
John Franco,1960,21,23.4,4,1095,34,2,3,0,1,0,0,0.088,0.088,0.088,0.176,-52,90,87,2.89,138.0,1.333,1119,0,424,1245.6666666666667,975,"CIN,HOU,NYM"
Tom Waddell,1958,3,2.8,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15,11,4.3,97.0,1.217,113,9,15,215.33333333333334,118,CLE
Thad Bosley,1956,14,2.3,0,784,1581,183,430,20,158,47,143,0.272,0.33,0.357,0.686,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ANA,CHC,CHW,KCR,MIL,SEA,TEX"
Marshall Brant,1955,2,-0.5,0,8,20,2,2,0,2,0,0,0.1,0.1,0.1,0.2,-43,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,OAK"
Wayne Krenchicki,1954,8,3.6,0,550,1063,107,283,15,124,7,106,0.266,0.33,0.359,0.689,91,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CIN,DET,WSN"
Alonzo Harris,1947,1,0.0,0,6,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,HOU
Cisco Carlos,1940,4,0.5,0,73,62,1,4,0,0,0,3,0.065,0.121,0.081,0.202,-40,11,18,3.72,90.0,1.27,73,36,0,237.0,119,"CHW,TEX"
Carl Bouldin,1939,4,-1.9,0,29,21,0,0,0,0,0,2,0.0,0.087,0.0,0.087,-73,3,8,6.15,64.0,1.758,27,10,0,71.66666666666667,36,TEX
Jim Woods,1939,3,-0.1,0,36,82,11,17,3,12,0,7,0.207,0.275,0.354,0.628,69,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,PHI"
Bobby Wine,1938,12,-2.2,0,1164,3172,249,682,30,268,7,214,0.215,0.264,0.286,0.55,55,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PHI,WSN"
Orlando Cepeda HOF,1937,17,50.1,11,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BOS,KCR,OAK,SFG,STL"
Tom Carroll,1936,3,-0.1,0,64,30,15,9,0,1,1,1,0.3,0.323,0.3,0.623,69,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYY,OAK"
Chuck Daniel,1933,1,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.71,59.0,1.286,1,0,0,2.3333333333333335,2,DET
Jim Umbricht,1930,5,4.1,0,88,28,1,5,0,1,0,0,0.179,0.179,0.179,0.357,1,9,5,3.06,116.0,1.165,88,7,3,194.0,133,"HOU,PIT"
Bob Rothel,1923,1,0.1,0,4,10,0,2,0,0,0,3,0.2,0.385,0.2,0.585,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Les Peden,1923,1,0.2,0,9,28,4,7,1,1,0,4,0.25,0.344,0.393,0.737,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Sam Barber,1919,1,0.2,0,1,2,0,2,0,0,0,0,1.0,1.0,1.0,2.0,499,0,0,3.6,124.0,1.2,1,1,0,5.0,1,BBB
Bob Dillinger,1918,6,5.7,1,753,2904,401,888,10,213,106,251,0.306,0.363,0.391,0.754,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CHW,OAK,PIT"
Al Gettel,1917,7,1.8,0,189,241,23,55,0,14,0,4,0.228,0.244,0.266,0.51,41,38,45,4.28,89.0,1.39,184,79,6,734.3333333333334,310,"CHW,CLE,MIN,NYY,SFG,STL"
Ralph Wyatt,1917,6,1.3,1,109,430,61,106,3,41,8,30,0.247,0.296,0.323,0.619,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CAG,CBE"
Bob Uhl,1913,2,0.1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,18.0,36.0,3.5,2,0,0,2.0,0,"CHW,DET"
Mo Lisby,1912,1,0.2,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,4.7,97.0,1.174,2,0,0,7.666666666666667,4,"ND,PBG"
Emanuel Sampson,1910,3,-0.3,0,46,145,24,28,0,13,4,20,0.193,0.299,0.248,0.548,64,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,JRC"
Paul Hardy,1910,11,-0.2,0,210,621,77,137,1,55,10,47,0.221,0.28,0.269,0.549,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"AB2,BBB,BEG,CAG,KCM,MGS"
Ernie Koy,1909,5,4.9,0,558,1846,238,515,36,260,40,137,0.279,0.332,0.427,0.759,107,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,LAD,PHI,STL"
Zollie Wright,1909,8,4.5,1,231,823,128,246,14,138,4,105,0.299,0.382,0.417,0.798,116,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BEG,MRM,NBY,PS,SEN"
