Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Charlie Bates,1907,1,0.0,0,9,38,5,9,0,2,3,3,0.237,0.293,0.395,0.687,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Cornelius Augustus,1905,2,-0.2,0,2,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,8.1,52.0,2.1,2,1,0,6.666666666666667,1,"MRS,SL2"
Sam Streeter,1900,13,23.0,1,201,484,40,138,1,44,0,14,0.285,0.307,0.347,0.654,74,74,53,3.74,119.0,1.298,178,128,2,1173.0,594,"BBB,CAG,CCU,HG,NLG,PC"
Hughie Critz,1900,12,16.8,0,1478,5930,832,1591,38,531,97,289,0.268,0.303,0.352,0.656,74,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,SFG"
Roy Luebbe,1900,1,-0.3,0,8,15,1,0,0,3,0,2,0.0,0.118,0.0,0.118,-68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Sheriff Blake,1899,10,10.7,0,310,558,46,118,0,30,0,14,0.212,0.233,0.224,0.457,18,87,102,4.13,102.0,1.547,304,195,9,1620.0,621,"BAL,CHC,PHI,PIT,STL"
Joe Green,1897,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Earl Webb,1897,7,13.0,0,650,2161,326,661,56,333,8,260,0.306,0.381,0.479,0.859,125,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,CHC,CHW,DET,SFG"
Whitey Glazner,1893,5,7.1,0,142,260,17,47,2,24,0,9,0.181,0.208,0.277,0.485,24,41,48,4.21,99.0,1.46,142,102,4,783.6666666666666,266,"PHI,PIT"
Tommy Taylor,1892,1,-0.1,0,26,73,11,19,0,10,2,2,0.26,0.29,0.329,0.618,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Ernie Walker,1890,3,0.2,0,131,254,34,65,1,25,11,36,0.256,0.351,0.343,0.693,111,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Nick Cullop,1887,6,6.7,0,174,329,21,49,0,21,0,16,0.149,0.188,0.182,0.371,9,57,54,2.73,109.0,1.203,174,121,5,1024.0,400,"BAL,CLE,KCP,NYY"
Eddie Douglass,1887,3,1.0,0,79,323,54,97,7,44,12,15,0.3,0.331,0.43,0.762,109,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BR2
Ed Hearne,1887,1,-0.1,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Farmer Ray,1886,1,0.0,0,21,40,3,7,0,1,0,5,0.175,0.267,0.175,0.442,43,4,10,3.58,69.0,1.386,21,16,0,140.66666666666666,35,BAL
Maury Kent,1885,2,-1.6,0,24,38,2,8,0,5,0,3,0.211,0.268,0.237,0.505,41,5,5,4.66,72.0,1.605,23,9,0,100.33333333333333,25,LAD
Roy Moran,1884,1,0.1,0,7,13,1,2,0,0,3,8,0.154,0.476,0.154,0.63,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Leo Hafford,1883,1,0.1,0,3,9,1,2,0,1,1,0,0.222,0.222,0.222,0.444,36,1,1,0.95,299.0,1.263,3,1,0,19.0,5,CIN
Frank Schulte,1882,15,23.7,0,1806,6533,906,1766,92,793,233,545,0.27,0.332,0.395,0.726,115,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,MIN,PHI,PIT"
Elmer Zacher,1880,1,-0.5,0,48,132,7,28,0,10,3,10,0.212,0.278,0.265,0.543,61,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"SFG,STL"
Otto Krueger,1876,7,5.7,0,507,1704,230,427,5,196,48,160,0.251,0.326,0.322,0.648,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLV,PHI,PIT,STL"
Willie Sudhoff,1874,10,12.2,0,303,836,77,149,1,57,13,59,0.178,0.238,0.223,0.46,35,102,135,3.6,91.0,1.338,278,239,3,2075.3333333333335,516,"BAL,CLV,MIN,STL"
Butts Wagner,1871,1,-1.2,0,74,261,22,59,1,34,4,16,0.226,0.279,0.307,0.585,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"LAD,WAS"
Dick Padden,1870,9,9.0,0,874,3157,423,814,11,334,132,224,0.258,0.326,0.333,0.66,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,PIT,STL,WAS"
Bill Blair,1863,1,-0.1,0,4,13,1,4,0,1,0,1,0.308,0.357,0.385,0.742,139,1,3,2.61,114.0,1.194,4,4,0,31.0,16,PHA
Ed Kent,1859,1,-0.4,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,6.0,60.0,1.889,1,1,0,9.0,4,TOL
Joe Blong,1853,3,-0.3,0,136,550,50,119,0,48,1,6,0.216,0.225,0.273,0.498,67,13,21,2.84,86.0,1.296,41,36,0,320.3333333333333,65,"SBS,SLR"
Ezra Sutton,1849,18,32.4,0,1263,5360,994,1574,25,672,70,169,0.294,0.316,0.386,0.702,120,0,0,10.5,25.0,2.333,2,0,0,6.0,0,"ATH,ATL,CFC,PNA"
Nate Berkenstock,1832,1,-0.1,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PNA
